PG.ProteinGroups,PG.Genes,PG.ProteinDescriptions,PG.ProteinNames,PG.CV,PG.Qvalue,PG.MolecularWeight,Control_detected_n,Control_total_n,Control_detection_rate,Short_detected_n,Short_total_n,Short_detection_rate,Long_detected_n,Long_total_n,Long_detection_rate,In_detection_analysis_universe
P51784,USP11,Ubiquitin carboxyl-terminal hydrolase 11,UBP11_HUMAN,0.622949019237925,0.0072727272727272,109816.62,69,153,0.45098039215686275,84,186,0.45161290322580644,90,176,0.5113636363636364,False
P51797,CLCN6,H(+)/Cl(-) exchange transporter 6,CLCN6_HUMAN,1.102483799256934,0.0073810825587752,97288.67,28,153,0.1830065359477124,39,186,0.20967741935483872,36,176,0.20454545454545456,False
P51798,CLCN7,H(+)/Cl(-) exchange transporter 7,CLCN7_HUMAN,0.6169744580274005,0.0073810825587752,88679.1,10,153,0.06535947712418301,16,186,0.08602150537634409,17,176,0.09659090909090909,False
P51809,VAMP7,Vesicle-associated membrane protein 7,VAMP7_HUMAN,1.374637211400605,0.0072727272727272,24935.06,34,153,0.2222222222222222,53,186,0.2849462365591398,45,176,0.2556818181818182,False
P51812,RPS6KA3,Ribosomal protein S6 kinase alpha-3,KS6A3_HUMAN,1.859403012644464,0.0072727272727272,83735.98,73,153,0.477124183006536,90,186,0.4838709677419355,87,176,0.4943181818181818,False
P51817,PRKX,cAMP-dependent protein kinase catalytic subunit PRKX,PRKX_HUMAN,0.9197771212195408,0.0078146052277014,40895.91,20,153,0.13071895424836602,19,186,0.10215053763440861,27,176,0.1534090909090909,False
P51858,HDGF,Hepatoma-derived growth factor,HDGF_HUMAN,1.924871617027156,0.0016233766233766,26788.28,120,153,0.7843137254901961,147,186,0.7903225806451613,123,176,0.6988636363636364,True
P51884,LUM,Lumican,LUM_HUMAN,0.5282981537670397,0.0072727272727272,38429.01,153,153,1.0,186,186,1.0,176,176,1.0,True
P51888,PRELP,Prolargin,PRELP_HUMAN,0.6474620224035298,0.0058910162002945,43809.89,147,153,0.9607843137254902,183,186,0.9838709677419355,168,176,0.9545454545454546,True
P51970,NDUFA8,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8,NDUA8_HUMAN,1.504887292639008,0.0073810825587752,20105.03,19,153,0.12418300653594772,24,186,0.12903225806451613,32,176,0.18181818181818182,False
P51991,HNRNPA3,Heterogeneous nuclear ribonucleoprotein A3,ROA3_HUMAN,1.532755030095769,0.0073810825587752,39594.94,109,153,0.7124183006535948,129,186,0.6935483870967742,119,176,0.6761363636363636,True
P52209,PGD,"6-phosphogluconate dehydrogenase, decarboxylating",6PGD_HUMAN,1.742032776397952,0.0030581039755351,53139.98,149,153,0.9738562091503268,182,186,0.978494623655914,171,176,0.9715909090909091,True
P52272,HNRNPM,Heterogeneous nuclear ribonucleoprotein M,HNRPM_HUMAN,2.069783610405901,0.006765899864682,77515.52,99,153,0.6470588235294118,119,186,0.6397849462365591,91,176,0.5170454545454546,True
P52292,KPNA2,Importin subunit alpha-1,IMA1_HUMAN,1.640564043768356,0.0073810825587752,57861.92,2,153,0.013071895424836602,7,186,0.03763440860215054,7,176,0.03977272727272727,False
P52294,KPNA1,Importin subunit alpha-5,IMA5_HUMAN,1.508274806158614,0.0073810825587752,60221.76,48,153,0.3137254901960784,48,186,0.25806451612903225,50,176,0.2840909090909091,False
P52306,RAP1GDS1,Rap1 GTPase-GDP dissociation stimulator 1,GDS1_HUMAN,1.240024705183093,0.0040983606557377,66316.84,56,153,0.3660130718954248,63,186,0.3387096774193548,61,176,0.3465909090909091,False
P52565,ARHGDIA,Rho GDP-dissociation inhibitor 1,GDIR1_HUMAN,1.103584737495282,0.0040983606557377,23207.1,149,153,0.9738562091503268,175,186,0.9408602150537635,168,176,0.9545454545454546,True
P52566,ARHGDIB,Rho GDP-dissociation inhibitor 2,GDIR2_HUMAN,1.713360961860781,0.0072727272727272,22988,153,153,1.0,184,186,0.989247311827957,171,176,0.9715909090909091,True
P52594,AGFG1,Arf-GAP domain and FG repeat-containing protein 1,AGFG1_HUMAN,0.90753322724732,0.0073810825587752,58260.15,45,153,0.29411764705882354,59,186,0.3172043010752688,51,176,0.2897727272727273,False
P52597,HNRNPF,Heterogeneous nuclear ribonucleoprotein F,HNRPF_HUMAN,1.597854706627709,0.0073810825587752,45671.85,77,153,0.5032679738562091,101,186,0.543010752688172,85,176,0.48295454545454547,False
P52788,SMS,Spermine synthase,SPSY_HUMAN,1.058962190815243,0.0073810825587752,41268.2,18,153,0.11764705882352941,19,186,0.10215053763440861,22,176,0.125,False
P52790,HK3,Hexokinase-3,HXK3_HUMAN,1.482134179182204,0.0073810825587752,99025.36,45,153,0.29411764705882354,61,186,0.3279569892473118,47,176,0.26704545454545453,False
P52815,MRPL12,Large ribosomal subunit protein bL12m,RM12_HUMAN,1.439642183010985,0.0073810825587752,21348.16,13,153,0.08496732026143791,12,186,0.06451612903225806,13,176,0.07386363636363637,False
P52907,CAPZA1,F-actin-capping protein subunit alpha-1,CAZA1_HUMAN,1.653034023459374,0.0016233766233766,32922.77,153,153,1.0,185,186,0.9946236559139785,174,176,0.9886363636363636,True
P52943,CRIP2,Cysteine-rich protein 2,CRIP2_HUMAN,0.5246065930598559,0.0016233766233766,22492.71,151,153,0.9869281045751634,186,186,1.0,171,176,0.9715909090909091,True
P53004,BLVRA,Biliverdin reductase A,BIEA_HUMAN,1.106453500502318,0.0030581039755351,33428.49,143,153,0.934640522875817,165,186,0.8870967741935484,145,176,0.8238636363636364,True
P53007,SLC25A1,"Tricarboxylate transport protein, mitochondrial",TXTP_HUMAN,2.040628636288072,0.0073810825587752,34012.69,12,153,0.0784313725490196,30,186,0.16129032258064516,25,176,0.14204545454545456,False
P53041,PPP5C,Serine/threonine-protein phosphatase 5,PPP5_HUMAN,1.48278957905887,0.0073810825587752,56878.64,13,153,0.08496732026143791,16,186,0.08602150537634409,17,176,0.09659090909090909,False
P53367,ARFIP1,Arfaptin-1,ARFP1_HUMAN,0.7471902078096139,0.0073810825587752,41738.27,124,153,0.8104575163398693,148,186,0.7956989247311828,133,176,0.7556818181818182,True
P53396,ACLY,ATP-citrate synthase,ACLY_HUMAN,2.123203802740056,0.0040983606557377,120839.22,147,153,0.9607843137254902,172,186,0.9247311827956989,155,176,0.8806818181818182,True
P53582,METAP1,Methionine aminopeptidase 1,MAP11_HUMAN,1.098993432967976,0.0073810825587752,43215.18,45,153,0.29411764705882354,44,186,0.23655913978494625,49,176,0.2784090909090909,False
P53597,SUCLG1,"Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial",SUCA_HUMAN,2.153952166803148,0.0073810825587752,36249.73,13,153,0.08496732026143791,22,186,0.11827956989247312,21,176,0.11931818181818182,False
P53618,COPB1,Coatomer subunit beta,COPB_HUMAN,1.629905718267045,0.0072727272727272,107142.22,105,153,0.6862745098039216,128,186,0.6881720430107527,107,176,0.6079545454545454,True
P53621,COPA,Coatomer subunit alpha,COPA_HUMAN,5.152174216491301,0.0058910162002945,138345.76,119,153,0.7777777777777778,145,186,0.7795698924731183,138,176,0.7840909090909091,True
P53634,CTSC,Dipeptidyl peptidase 1,CATC_HUMAN,0.6763802213521257,0.0016233766233766,51853.82,153,153,1.0,186,186,1.0,176,176,1.0,True
P53675,CLTCL1,Clathrin heavy chain 2,CLH2_HUMAN,2.041714668860772,0.0072727272727272,187029.9,152,153,0.9934640522875817,181,186,0.9731182795698925,170,176,0.9659090909090909,True
P53680,AP2S1,AP-2 complex subunit sigma,AP2S1_HUMAN,0.7551764863004575,0.0073810825587752,17017.7,61,153,0.39869281045751637,81,186,0.43548387096774194,76,176,0.4318181818181818,False
P53801,PTTG1IP,Pituitary tumor-transforming gene 1 protein-interacting protein,PTTG_HUMAN,0.7921229330079811,0.0073810825587752,20323.73,24,153,0.1568627450980392,33,186,0.1774193548387097,24,176,0.13636363636363635,False
P53814,SMTN,Smoothelin,SMTN_HUMAN,1.67097657267327,0.0072727272727272,99058.66,36,153,0.23529411764705882,38,186,0.20430107526881722,35,176,0.19886363636363635,False
P53990,IST1,IST1 homolog,IST1_HUMAN,0.8104360640839169,0.0073810825587752,39750.51,119,153,0.7777777777777778,143,186,0.7688172043010753,127,176,0.7215909090909091,True
P53992,SEC24C,Protein transport protein Sec24C,SC24C_HUMAN,1.110325403780812,0.0040983606557377,118324.73,57,153,0.37254901960784315,66,186,0.3548387096774194,61,176,0.3465909090909091,False
P53999,SUB1,Activated RNA polymerase II transcriptional coactivator p15,TCP4_HUMAN,0.9654673192843568,0.0040983606557377,14395.33,112,153,0.7320261437908496,135,186,0.7258064516129032,118,176,0.6704545454545454,True
P54105,CLNS1A,Methylosome subunit pICln,ICLN_HUMAN,1.059627352095185,0.0040983606557377,26215.31,151,153,0.9869281045751634,179,186,0.9623655913978495,165,176,0.9375,True
P54108,CRISP3,Cysteine-rich secretory protein 3,CRIS3_HUMAN,0.7567880612782366,0.0073810825587752,27630.28,8,153,0.05228758169934641,14,186,0.07526881720430108,7,176,0.03977272727272727,False
P54136,RARS1,"Arginine--tRNA ligase, cytoplasmic",SYRC_HUMAN,1.055662411944392,0.0073810825587752,75378.98,45,153,0.29411764705882354,65,186,0.34946236559139787,60,176,0.3409090909090909,False
P54252,ATXN3,Ataxin-3,ATX3_HUMAN,0.6793482886622364,0.0040983606557377,41250.03,42,153,0.27450980392156865,52,186,0.27956989247311825,41,176,0.23295454545454544,False
P54289,CACNA2D1,Voltage-dependent calcium channel subunit alpha-2/delta-1,CA2D1_HUMAN,1.249234241088192,0.0072727272727272,124568.03,77,153,0.5032679738562091,109,186,0.5860215053763441,101,176,0.5738636363636364,False
P54296,MYOM2,Myomesin-2,MYOM2_HUMAN,0.8435087354139659,0.0089686098654708,164869.28,3,153,0.0196078431372549,1,186,0.005376344086021506,1,176,0.005681818181818182,False
P54577,YARS1,"Tyrosine--tRNA ligase, cytoplasmic",SYYC_HUMAN,1.013850385817495,0.006765899864682,59143.47,136,153,0.8888888888888888,159,186,0.8548387096774194,154,176,0.875,True
P54578,USP14,Ubiquitin carboxyl-terminal hydrolase 14,UBP14_HUMAN,0.9600675815372748,0.0016233766233766,56069.07,149,153,0.9738562091503268,179,186,0.9623655913978495,164,176,0.9318181818181818,True
P54619,PRKAG1,5'-AMP-activated protein kinase subunit gamma-1,AAKG1_HUMAN,1.848983879730495,0.0073810825587752,37579.39,38,153,0.24836601307189543,41,186,0.22043010752688172,32,176,0.18181818181818182,False
P54652,HSPA2,Heat shock-related 70 kDa protein 2,HSP72_HUMAN,1.178302567503936,0.0073810825587752,70020.97,63,153,0.4117647058823529,72,186,0.3870967741935484,59,176,0.3352272727272727,False
P54709,ATP1B3,Sodium/potassium-transporting ATPase subunit beta-3,AT1B3_HUMAN,0.6863997623377233,0.0072727272727272,31512.58,106,153,0.6928104575163399,130,186,0.6989247311827957,109,176,0.6193181818181818,True
P54710,FXYD2,Sodium/potassium-transporting ATPase subunit gamma,ATNG_HUMAN,0.601059494231772,0.0073810825587752,7283.32,62,153,0.40522875816993464,81,186,0.43548387096774194,81,176,0.4602272727272727,False
P54725,RAD23A,Lysine-specific demethylase RAD23A,RD23A_HUMAN,0.92957079785596,0.0073810825587752,39609.2,91,153,0.5947712418300654,93,186,0.5,108,176,0.6136363636363636,True
P54727,RAD23B,Lysine-specific demethylase RAD23B,RD23B_HUMAN,1.273869652768791,0.0040983606557377,43171.18,116,153,0.7581699346405228,125,186,0.6720430107526881,117,176,0.6647727272727273,True
P54819,AK2,"Adenylate kinase 2, mitochondrial",KAD2_HUMAN,2.450014631427725,0.0016233766233766,26477.74,73,153,0.477124183006536,82,186,0.44086021505376344,73,176,0.4147727272727273,False
P54886,ALDH18A1,Delta-1-pyrroline-5-carboxylate synthase,P5CS_HUMAN,0.9593018885000848,0.0073810825587752,87302.29,11,153,0.0718954248366013,15,186,0.08064516129032258,10,176,0.056818181818181816,False
P54920,NAPA,Alpha-soluble NSF attachment protein,SNAA_HUMAN,0.9529665852795028,0.0016233766233766,33232.72,152,153,0.9934640522875817,183,186,0.9838709677419355,172,176,0.9772727272727273,True
P55008,AIF1,Allograft inflammatory factor 1,AIF1_HUMAN,1.226164676906715,0.0073810825587752,16703.31,19,153,0.12418300653594772,31,186,0.16666666666666666,32,176,0.18181818181818182,False
P55010,EIF5,Eukaryotic translation initiation factor 5,IF5_HUMAN,1.747876355737499,0.0072727272727272,49222.72,129,153,0.8431372549019608,157,186,0.8440860215053764,143,176,0.8125,True
P55036,PSMD4,26S proteasome non-ATPase regulatory subunit 4,PSMD4_HUMAN,0.8010080665585766,0.0016233766233766,40736.65,98,153,0.6405228758169934,111,186,0.5967741935483871,108,176,0.6136363636363636,True
P55039,DRG2,Developmentally-regulated GTP-binding protein 2,DRG2_HUMAN,0.7808353782154887,0.0073810825587752,40746.43,16,153,0.10457516339869281,17,186,0.0913978494623656,21,176,0.11931818181818182,False
P55056,APOC4,Apolipoprotein C-IV,APOC4_HUMAN,0.5972275213099731,0.0040983606557377,14553.04,153,153,1.0,186,186,1.0,176,176,1.0,True
P55058,PLTP,Phospholipid transfer protein,PLTP_HUMAN,0.7298989787580441,0.0016233766233766,54739.43,153,153,1.0,186,186,1.0,176,176,1.0,True
P55060,CSE1L,Exportin-2,XPO2_HUMAN,1.072955104745639,0.0072727272727272,110416.61,153,153,1.0,186,186,1.0,176,176,1.0,True
P55072,VCP,Transitional endoplasmic reticulum ATPase,TERA_HUMAN,1.137505207815788,0.0016233766233766,89321.8,153,153,1.0,186,186,1.0,176,176,1.0,True
P55083,MFAP4,Microfibril-associated glycoprotein 4,MFAP4_HUMAN,0.8288433801183436,0.0073810825587752,28648.23,25,153,0.16339869281045752,34,186,0.1827956989247312,23,176,0.13068181818181818,False
P55084,HADHB,"Trifunctional enzyme subunit beta, mitochondrial",ECHB_HUMAN,1.64532662692675,0.0072727272727272,51294.44,77,153,0.5032679738562091,101,186,0.543010752688172,94,176,0.5340909090909091,False
P55103,INHBC,Inhibin beta C chain,INHBC_HUMAN,0.5367674300575638,0.0058910162002945,38237.86,153,153,1.0,186,186,1.0,176,176,1.0,True
P55107,GDF10,Growth/differentiation factor 10,GDF10_HUMAN,0.80631759323175,0.0073810825587752,53121.98,78,153,0.5098039215686274,92,186,0.4946236559139785,79,176,0.44886363636363635,False
P55145,MANF,Mesencephalic astrocyte-derived neurotrophic factor,MANF_HUMAN,1.269531461149773,0.0073810825587752,20700.13,68,153,0.4444444444444444,92,186,0.4946236559139785,83,176,0.4715909090909091,False
P55157,MTTP,Microsomal triglyceride transfer protein large subunit,MTP_HUMAN,0.8458901972674278,0.0016233766233766,99351.2,144,153,0.9411764705882353,180,186,0.967741935483871,166,176,0.9431818181818182,True
P55160,NCKAP1L,Nck-associated protein 1-like,NCKPL_HUMAN,2.571228389204369,0.0072727272727272,128153.35,120,153,0.7843137254901961,160,186,0.8602150537634409,150,176,0.8522727272727273,True
P55209,NAP1L1,Nucleosome assembly protein 1-like 1,NP1L1_HUMAN,1.123862879846183,0.0016233766233766,45374.15,153,153,1.0,185,186,0.9946236559139785,175,176,0.9943181818181818,True
P55263,ADK,Adenosine kinase,ADK_HUMAN,0.802759144806628,0.0073810825587752,40545.43,56,153,0.3660130718954248,55,186,0.2956989247311828,53,176,0.30113636363636365,False
P55268,LAMB2,Laminin subunit beta-2,LAMB2_HUMAN,0.6448866363974797,0.0072727272727272,195981.06,152,153,0.9934640522875817,186,186,1.0,176,176,1.0,True
P55285,CDH6,Cadherin-6,CADH6_HUMAN,0.6458924439250379,0.0016233766233766,88308.64,153,153,1.0,186,186,1.0,175,176,0.9943181818181818,True
P55286,CDH8,Cadherin-8,CADH8_HUMAN,0.7726696681372999,0.0073810825587752,88253.34,65,153,0.42483660130718953,90,186,0.4838709677419355,66,176,0.375,False
P55287,CDH11,Cadherin-11,CAD11_HUMAN,0.6602716702867419,0.0040983606557377,87965.33,151,153,0.9869281045751634,186,186,1.0,174,176,0.9886363636363636,True
P55290,CDH13,Cadherin-13,CAD13_HUMAN,0.511570036242433,0.0016233766233766,78286.85,153,153,1.0,186,186,1.0,176,176,1.0,True
P55291,CDH15,Cadherin-15,CAD15_HUMAN,1.131504407132558,0.0040983606557377,88915.94,149,153,0.9738562091503268,177,186,0.9516129032258065,169,176,0.9602272727272727,True
P55327,TPD52,Tumor protein D52,TPD52_HUMAN,1.916191408202355,0.0040983606557377,24327.02,18,153,0.11764705882352941,20,186,0.10752688172043011,27,176,0.1534090909090909,False
P55735,SEC13,Protein SEC13 homolog,SEC13_HUMAN,1.097497991919416,0.0073810825587752,35540.51,10,153,0.06535947712418301,13,186,0.06989247311827956,14,176,0.07954545454545454,False
P55769,SNU13,NHP2-like protein 1,NH2L1_HUMAN,1.039101750417273,0.0073810825587752,14173.54,13,153,0.08496732026143791,17,186,0.0913978494623656,21,176,0.11931818181818182,False
P55773,CCL23,C-C motif chemokine 23,CCL23_HUMAN,1.014667485930641,0.0073810825587752,13442.84,53,153,0.3464052287581699,47,186,0.25268817204301075,44,176,0.25,False
P55774,CCL18,C-C motif chemokine 18,CCL18_HUMAN,0.8815503636545482,0.0073810825587752,9848.77,90,153,0.5882352941176471,128,186,0.6881720430107527,110,176,0.625,True
P55786,NPEPPS,Puromycin-sensitive aminopeptidase,PSA_HUMAN,1.377234976022881,0.0016233766233766,103276.31,142,153,0.9281045751633987,171,186,0.9193548387096774,151,176,0.8579545454545454,True
P55795,HNRNPH2,Heterogeneous nuclear ribonucleoprotein H2,HNRH2_HUMAN,2.08940090861599,0.0080321285140562,49263.57,24,153,0.1568627450980392,36,186,0.1935483870967742,32,176,0.18181818181818182,False
P55809,OXCT1,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial",SCOT1_HUMAN,2.011688669604643,0.0073810825587752,56157.62,28,153,0.1830065359477124,30,186,0.16129032258064516,24,176,0.13636363636363635,False
P55822,SH3BGR,SH3 domain-binding glutamic acid-rich protein,SH3BG_HUMAN,0.5314027530907817,0.0073810825587752,26085.58,4,153,0.026143790849673203,2,186,0.010752688172043012,2,176,0.011363636363636364,False
P55854;P61956;Q6EEV6,SUMO3;SUMO2;SUMO4,Small ubiquitin-related modifier 3;Small ubiquitin-related modifier 2;Small ubiquitin-related modifier 4,SUMO3_HUMAN;SUMO2_HUMAN;SUMO4_HUMAN,1.640807056610882,0.0073810825587752,11637.04;10871.22;10653.07,110,153,0.7189542483660131,121,186,0.6505376344086021,118,176,0.6704545454545454,True
P55884,EIF3B,Eukaryotic translation initiation factor 3 subunit B,EIF3B_HUMAN,1.188516692782886,0.0072727272727272,92481.61,60,153,0.39215686274509803,63,186,0.3387096774193548,71,176,0.4034090909090909,False
P55957,BID,BH3-interacting domain death agonist,BID_HUMAN,1.357621077211186,0.006765899864682,21994.69,52,153,0.33986928104575165,59,186,0.3172043010752688,72,176,0.4090909090909091,False
P56134,ATP5MF,"ATP synthase F(0) complex subunit f, mitochondrial",ATPK_HUMAN,1.11394038620621,0.0072727272727272,10917.86,41,153,0.2679738562091503,50,186,0.26881720430107525,55,176,0.3125,False
P56192,MARS1,"Methionine--tRNA ligase, cytoplasmic",SYMC_HUMAN,0.9121580396587072,0.0073810825587752,101115.79,25,153,0.16339869281045752,30,186,0.16129032258064516,33,176,0.1875,False
P56199,ITGA1,Integrin alpha-1,ITA1_HUMAN,10.30575151067356,0.0016233766233766,130847.78,146,153,0.954248366013072,180,186,0.967741935483871,167,176,0.9488636363636364,True
P56202,CTSW,Cathepsin W,CATW_HUMAN,4.095922813940484,0.0073810825587752,42120.06,110,153,0.7189542483660131,133,186,0.7150537634408602,123,176,0.6988636363636364,True
P56211,ARPP19,cAMP-regulated phosphoprotein 19,ARP19_HUMAN,0.8348773951052538,0.0073810825587752,12322.97,16,153,0.10457516339869281,13,186,0.06989247311827956,21,176,0.11931818181818182,False
P56377,AP1S2,AP-1 complex subunit sigma-2,AP1S2_HUMAN,0.9039615523572614,0.0073810825587752,18614.74,13,153,0.08496732026143791,21,186,0.11290322580645161,18,176,0.10227272727272728,False
P56385,ATP5ME,"ATP synthase F(0) complex subunit e, mitochondrial",ATP5I_HUMAN,1.208590900857546,0.0073810825587752,7933.21,22,153,0.1437908496732026,28,186,0.15053763440860216,26,176,0.14772727272727273,False
P56537,EIF6,Eukaryotic translation initiation factor 6,IF6_HUMAN,2.500861306277689,0.0073810825587752,26599.07,94,153,0.6143790849673203,108,186,0.5806451612903226,105,176,0.5965909090909091,True
P56556,NDUFA6,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6,NDUA6_HUMAN,1.944634439296598,0.0094562647754137,15136.54,22,153,0.1437908496732026,30,186,0.16129032258064516,31,176,0.17613636363636365,False
P56715,RP1,Oxygen-regulated protein 1,RP1_HUMAN,0.5068401319536673,0.0073810825587752,240661.28,148,153,0.9673202614379085,184,186,0.989247311827957,171,176,0.9715909090909091,True
P57075,UBASH3A,Ubiquitin-associated and SH3 domain-containing protein A,UBS3A_HUMAN,1.114589843627117,0.0073810825587752,74122.69,14,153,0.0915032679738562,17,186,0.0913978494623656,14,176,0.07954545454545454,False
P57087,JAM2,Junctional adhesion molecule B,JAM2_HUMAN,0.4304694071778323,0.0073810825587752,33206.88,42,153,0.27450980392156865,42,186,0.22580645161290322,35,176,0.19886363636363635,False
P57088,TMEM33,Transmembrane protein 33,TMM33_HUMAN,0.7733242855481959,0.0073810825587752,27978.15,14,153,0.0915032679738562,13,186,0.06989247311827956,20,176,0.11363636363636363,False
P57103,SLC8A3,Sodium/calcium exchanger 3,NAC3_HUMAN,0.8983285426987286,0.0073810825587752,103009.57,84,153,0.5490196078431373,95,186,0.510752688172043,83,176,0.4715909090909091,False
P57737,CORO7,Coronin-7,CORO7_HUMAN,4.46977547399211,0.0072727272727272,100605.12,53,153,0.3464052287581699,56,186,0.3010752688172043,58,176,0.32954545454545453,False
P57764,GSDMD,Gasdermin-D,GSDMD_HUMAN,0.8565950116505754,0.006765899864682,52801.04,47,153,0.30718954248366015,57,186,0.3064516129032258,42,176,0.23863636363636365,False
P58107,EPPK1,Epiplakin,EPIPL_HUMAN,2.418030635897277,0.0073810825587752,555658.14,74,153,0.48366013071895425,83,186,0.44623655913978494,68,176,0.38636363636363635,False
P58166,INHBE,Inhibin beta E chain,INHBE_HUMAN,0.5500167522883843,0.0016233766233766,38561.36,153,153,1.0,186,186,1.0,175,176,0.9943181818181818,True
P58335,ANTXR2,Anthrax toxin receptor 2,ANTR2_HUMAN,0.6987770180869081,0.0040983606557377,53666.17,153,153,1.0,186,186,1.0,176,176,1.0,True
P58546,MTPN,Myotrophin,MTPN_HUMAN,1.260682907654812,0.0040983606557377,12894.78,140,153,0.9150326797385621,165,186,0.8870967741935484,155,176,0.8806818181818182,True
P59768,GNG2,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2,GBG2_HUMAN,0.5938830494149703,0.0072727272727272,7850.14,142,153,0.9281045751633987,173,186,0.9301075268817204,139,176,0.7897727272727273,True
P59780,AP3S2,AP-3 complex subunit sigma-2,AP3S2_HUMAN,1.100832431410549,0.0073810825587752,22017.43,35,153,0.22875816993464052,47,186,0.25268817204301075,32,176,0.18181818181818182,False
P59998,ARPC4,Actin-related protein 2/3 complex subunit 4,ARPC4_HUMAN,2.049041284220023,0.0040983606557377,19667.01,153,153,1.0,186,186,1.0,175,176,0.9943181818181818,True
P60033,CD81,CD81 antigen,CD81_HUMAN,0.5813348477843788,0.0040983606557377,25809.4,151,153,0.9869281045751634,183,186,0.9838709677419355,171,176,0.9715909090909091,True
P60174,TPI1,Triosephosphate isomerase,TPIS_HUMAN,1.307736730693214,0.0040983606557377,26669.48,142,153,0.9281045751633987,172,186,0.9247311827956989,149,176,0.8465909090909091,True
P60228,EIF3E,Eukaryotic translation initiation factor 3 subunit E,EIF3E_HUMAN,0.9296797092672088,0.0072727272727272,52220.81,69,153,0.45098039215686275,78,186,0.41935483870967744,70,176,0.3977272727272727,False
P60520,GABARAPL2,Gamma-aminobutyric acid receptor-associated protein-like 2,GBRL2_HUMAN,0.59835853968637,0.0072727272727272,13666.83,134,153,0.8758169934640523,161,186,0.8655913978494624,143,176,0.8125,True
P60660,MYL6,Myosin light polypeptide 6,MYL6_HUMAN,2.406738224015755,0.0058910162002945,16930.05,153,153,1.0,186,186,1.0,175,176,0.9943181818181818,True
P60709,ACTB,"Actin, cytoplasmic 1",ACTB_HUMAN,1.994797616405784,0.0016233766233766,41736.73,153,153,1.0,186,186,1.0,176,176,1.0,True
P60842,EIF4A1,Eukaryotic initiation factor 4A-I,IF4A1_HUMAN,1.602960135678227,0.0048740861088545,46153.93,149,153,0.9738562091503268,182,186,0.978494623655914,171,176,0.9715909090909091,True
P60866,RPS20,Small ribosomal subunit protein uS10,RS20_HUMAN,0.791432345903621,0.0072727272727272,13372.71,81,153,0.5294117647058824,91,186,0.489247311827957,74,176,0.42045454545454547,False
P60891,PRPS1,Ribose-phosphate pyrophosphokinase 1,PRPS1_HUMAN,0.9054948529945652,0.0016233766233766,34834.23,153,153,1.0,185,186,0.9946236559139785,173,176,0.9829545454545454,True
P60900,PSMA6,Proteasome subunit alpha type-6,PSA6_HUMAN,0.8294134984034095,0.0016233766233766,27399.45,143,153,0.934640522875817,171,186,0.9193548387096774,157,176,0.8920454545454546,True
P60903,S100A10,Protein S100-A10,S10AA_HUMAN,0.6202417222262551,0.0072727272727272,11203.1,131,153,0.8562091503267973,154,186,0.8279569892473119,147,176,0.8352272727272727,True
P60953,CDC42,Cell division control protein 42 homolog,CDC42_HUMAN,0.9297043858441096,0.0016233766233766,21258.6,153,153,1.0,186,186,1.0,175,176,0.9943181818181818,True
P60981,DSTN,Destrin,DEST_HUMAN,1.353758878675527,0.0016233766233766,18505.72,102,153,0.6666666666666666,134,186,0.7204301075268817,115,176,0.6534090909090909,True
P60985,KRTDAP,Keratinocyte differentiation-associated protein,KTDAP_HUMAN,0.7246655779718415,0.0040983606557377,11049.77,153,153,1.0,186,186,1.0,176,176,1.0,True
P61006,RAB8A,Ras-related protein Rab-8A,RAB8A_HUMAN,1.218461212740491,0.0072727272727272,23668.2,147,153,0.9607843137254902,179,186,0.9623655913978495,165,176,0.9375,True
P61009,SPCS3,Signal peptidase complex subunit 3,SPCS3_HUMAN,1.222748732568894,0.0072727272727272,20313.4,29,153,0.1895424836601307,37,186,0.1989247311827957,39,176,0.2215909090909091,False
P61011,SRP54,Signal recognition particle subunit SRP54,SRP54_HUMAN,1.758882964019419,0.0080321285140562,55704.71,15,153,0.09803921568627451,18,186,0.0967741935483871,22,176,0.125,False
P61018,RAB4B,Ras-related protein Rab-4B,RAB4B_HUMAN,0.8137711231029934,0.0040983606557377,23586.72,92,153,0.6013071895424836,113,186,0.6075268817204301,99,176,0.5625,True
P61019,RAB2A,Ras-related protein Rab-2A,RAB2A_HUMAN,1.290041800224032,0.0016233766233766,23545.55,127,153,0.8300653594771242,163,186,0.8763440860215054,149,176,0.8465909090909091,True
P61020,RAB5B,Ras-related protein Rab-5B,RAB5B_HUMAN,0.7218944933449263,0.0016233766233766,23706.8,141,153,0.9215686274509803,172,186,0.9247311827956989,154,176,0.875,True
P61026,RAB10,Ras-related protein Rab-10,RAB10_HUMAN,1.26511511534347,0.0072727272727272,22540.93,153,153,1.0,186,186,1.0,176,176,1.0,True
P61073,CXCR4,C-X-C chemokine receptor type 4,CXCR4_HUMAN,0.9047299548138192,0.0073810825587752,39745.51,26,153,0.16993464052287582,28,186,0.15053763440860216,28,176,0.1590909090909091,False
P61077,UBE2D3,Ubiquitin-conjugating enzyme E2 D3,UB2D3_HUMAN,1.218282119419319,0.0040983606557377,16687.16,79,153,0.5163398692810458,90,186,0.4838709677419355,92,176,0.5227272727272727,False
