Sheet1_position,Sheet1_raw_header,Resolution_method,metadata_index,metadata_excel_row,UniqueSampleID,进样时间,sample,condition,group,TREAT1,TREAT1_clean,TREAT2,Tube_Mixing,WoleBlood_oldTime,Plasma_HoldTime_h,Note,detected_protein_groups,missing_pct,missing_protein_groups,median_observed_abundance,total_observed_abundance,mean_observed_abundance,q25_observed_abundance,q75_observed_abundance,MS_batch_proxy,overall
182,20251001_5_,BLOCK_BOUNDARY_AND_SAMPLE_ID,461,463,20251001_XZ_YC_5,20251001,5,high_stress,XZ_YC,high,high,low_sound,Normal,Unknown,4h,,2444,35.97065758449044,1373,212.5353622436523,17522243.36958152,7169.494013740393,82.6987419128418,907.6248474121095,20251001,Overall
183,20251001_6_,BLOCK_BOUNDARY_AND_SAMPLE_ID,462,464,20251001_XZ_YC_6,20251001,6,high_stress,XZ_YC,low,low,low_sound,Normal,Unknown,4h,,2115,44.589992140424414,1702,328.0186157226562,21579321.650669098,10202.988960127233,126.2571487426758,1486.6314697265625,20251001,Overall
184,20251001_7_,BLOCK_BOUNDARY_AND_SAMPLE_ID,463,465,20251001_XZ_YC_7,20251001,7,high_stress,XZ_YC,low,low,low_sound,Normal,Unknown,4h,,2145,43.804034582132566,1672,382.9658203125,22852231.68312776,10653.721064395226,138.391845703125,1568.009887695312,20251001,Overall
185,20251001_8_,BLOCK_BOUNDARY_AND_SAMPLE_ID,464,466,20251001_XZ_YC_8,20251001,8,high_stress,XZ_YC,contrl,control,low_sound,Normal,Unknown,4h,,2252,41.00078595755829,1565,271.2137756347656,17818230.057072163,7912.180309534708,101.87688255310063,1083.3237915039065,20251001,Overall
186,20251001_9_,BLOCK_BOUNDARY_AND_SAMPLE_ID,465,467,20251001_XZ_YC_9,20251001,9,high_stress,XZ_YC,low,low,low_sound,Normal,Unknown,4h,Second_Centrifugation,1685,55.85538380927429,2132,294.177001953125,14861838.150403917,8820.081988370277,98.85922241210938,1298.28369140625,20251001,Overall
187,20251001_10_,BLOCK_BOUNDARY_AND_SAMPLE_ID,466,468,20251001_XZ_YC_10,20251001,10,high_stress,XZ_YC,high,high,low_sound,Normal,Unknown,4h,,2441,36.04925334031962,1376,298.6613464355469,19973203.591390133,8182.385740020538,117.8064651489258,1324.353637695312,20251001,Overall
188,20251001_11_,BLOCK_BOUNDARY_AND_SAMPLE_ID,467,469,20251001_XZ_YC_11,20251001,11,high_stress,XZ_YC,high,high,low_sound,Normal,Unknown,4h,,2061,46.00471574534975,1756,237.1126403808593,15440582.372086048,7491.791543952474,83.5341796875,1033.120971679688,20251001,Overall
189,20251001_12_,BLOCK_BOUNDARY_AND_SAMPLE_ID,468,470,20251001_XZ_YC_12,20251001,12,high_stress,XZ_YC,high,high,low_sound,Normal,Unknown,4h,,2756,27.796698978255176,1061,316.2806396484375,23829127.724273205,8646.272759170248,120.74188232421878,1279.7239074707036,20251001,Overall
190,20251001_13_,BLOCK_BOUNDARY_AND_SAMPLE_ID,469,471,20251001_XZ_YC_13,20251001,13,high_stress,XZ_YC,high,high,low_sound,Normal,Unknown,4h,,2343,38.61671469740634,1474,296.3469848632812,18716611.72785783,7988.310596610255,117.51918029785156,1071.2496948242185,20251001,Overall
191,20251001_14_,BLOCK_BOUNDARY_AND_SAMPLE_ID,470,472,20251001_XZ_YC_14,20251001,14,high_stress,XZ_YC,high,high,low_sound,Normal,Unknown,4h,,2050,46.292900183390095,1767,369.32640075683594,20896573.72816682,10193.450599105765,131.78190231323237,1701.8971557617188,20251001,Overall
192,20251001_15_,BLOCK_BOUNDARY_AND_SAMPLE_ID,471,473,20251001_XZ_YC_15,20251001,15,high_stress,XZ_YC,high,high,low_sound,Normal,Unknown,4h,,3007,21.22085407388001,810,276.97802734375,18926974.48012054,6294.304782215012,114.4441375732422,1039.215270996094,20251001,Overall
193,20251001_16_,BLOCK_BOUNDARY_AND_SAMPLE_ID,472,474,20251001_XZ_YC_16,20251001,16,high_stress,XZ_YC,high,high,low_sound,Normal,Unknown,4h,,3071,19.544144616190724,746,319.0615844726562,22093506.924346924,7194.2386598329285,131.08285522460938,1131.332824707031,20251001,Overall
194,20251001_17_,BLOCK_BOUNDARY_AND_SAMPLE_ID,473,475,20251001_XZ_YC_17,20251001,17,high_stress,XZ_YC,high,high,low_sound,Normal,Unknown,4h,,2318,39.27167932931621,1499,321.63446044921875,22786773.462552547,9830.359561066673,126.548864364624,1411.4395141601562,20251001,Overall
195,20251001_18_,BLOCK_BOUNDARY_AND_SAMPLE_ID,474,476,20251001_XZ_YC_18,20251001,18,high_stress,XZ_YC,low,low,high_sound,Normal,Unknown,4h,,1783,53.28792245218759,2034,519.960205078125,22472165.004416466,12603.569828612712,170.01605987548828,2207.5238037109375,20251001,Overall
196,20251001_19_,BLOCK_BOUNDARY_AND_SAMPLE_ID,475,477,20251001_XZ_YC_19,20251001,19,high_stress,XZ_YC,high,high,high_sound,Normal,Unknown,4h,,2193,42.5465024888656,1624,311.5962219238281,18426345.459519863,8402.346310770572,117.8462219238281,1307.586059570312,20251001,Overall
197,20251001_20_,BLOCK_BOUNDARY_AND_SAMPLE_ID,476,478,20251001_XZ_YC_20,20251001,20,high_stress,XZ_YC,low,low,low_sound,Normal,Unknown,4h,,2439,36.10165051087241,1378,323.0418090820312,21447091.112928867,8793.395290253738,124.1663589477539,1411.388427734375,20251001,Overall
198,20251001_21_,BLOCK_BOUNDARY_AND_SAMPLE_ID,477,479,20251001_XZ_YC_21,20251001,21,high_stress,XZ_YC,high,high,low_sound,Normal,Unknown,4h,,2701,29.2376211684569,1116,254.649429321289,16186295.08992815,5992.704587163328,113.1069641113281,940.8285522460938,20251001,Overall
199,20251001_22_,BLOCK_BOUNDARY_AND_SAMPLE_ID,478,480,20251001_XZ_YC_22,20251001,22,high_stress,XZ_YC,high,high,low_sound,Normal,Unknown,4h,,2144,43.83023316740896,1673,292.3609161376953,17226543.22401762,8034.768294784338,110.12784576416016,1241.6904296875,20251001,Overall
200,20251001_23_,BLOCK_BOUNDARY_AND_SAMPLE_ID,479,481,20251001_XZ_YC_23,20251001,23,high_stress,XZ_YC,low,low,low_sound,Normal,Unknown,4h,,2016,47.18365208278753,1801,310.56285095214844,16568438.77251339,8218.471613349895,107.41423225402835,1273.5842895507812,20251001,Overall
201,20251001_24_,BLOCK_BOUNDARY_AND_SAMPLE_ID,480,482,20251001_XZ_YC_24,20251001,24,high_stress,XZ_YC,high,high,low_sound,Normal,Unknown,4h,,2086,45.34975111343987,1731,271.0615692138672,15678361.368350089,7515.992985786236,102.51925468444823,1092.3284301757815,20251001,Overall
202,20251001_25_,BLOCK_BOUNDARY_AND_SAMPLE_ID,481,483,20251001_XZ_YC_25,20251001,25,high_stress,XZ_YC,high,high,low_sound,Normal,Unknown,4h,,2012,47.28844642389311,1805,307.6629943847656,16118280.734998226,8011.07392395538,128.92638397216797,1253.8829956054688,20251001,Overall
203,20251001_26_,BLOCK_BOUNDARY_AND_SAMPLE_ID,482,484,20251001_XZ_YC_26,20251001,26,high_stress,XZ_YC,high,high,low_sound,Normal,Unknown,4h,,2266,40.63400576368876,1551,263.11451721191406,17229360.695344448,7603.424843488282,108.77048492431638,1056.6878356933594,20251001,Overall
204,20251001_27_,BLOCK_BOUNDARY_AND_SAMPLE_ID,483,485,20251001_XZ_YC_27,20251001,27,high_stress,XZ_YC,high,high,low_sound,Normal,Unknown,4h,,1465,61.619072570081215,2352,375.2433166503906,15329257.72894001,10463.657152860074,117.4161834716797,1509.55712890625,20251001,Overall
205,20251001_28_,BLOCK_BOUNDARY_AND_SAMPLE_ID,484,486,20251001_XZ_YC_28,20251001,28,high_stress,XZ_YC,high,high,low_sound,Normal,Unknown,4h,,2205,42.23211946554886,1612,240.9407348632812,14509232.673008204,6580.150872112564,94.6199188232422,959.7417602539062,20251001,Overall
206,20251001_29_,P1_UNIQUE_NAME,485,487,20251001_XZ_YC_29,20251001,29,high_stress,XZ_YC,high,high,low_sound,Normal,Unknown,4h,,2702,29.211422583180507,1115,216.24658203125,14271515.286763638,5281.833932925107,91.48401451110838,804.676513671875,20251001,Overall
207,20251001_30_,P1_UNIQUE_NAME,486,488,20251001_XZ_YC_30,20251001,30,high_stress,XZ_YC,low,low,low_sound,Normal,Unknown,4h,,2477,35.1061042703694,1340,291.1880798339844,20247101.31140983,8174.04170828011,122.1082077026367,1203.785400390625,20251001,Overall
208,20251001_31_,P1_UNIQUE_NAME,487,489,20251001_XZ_YC_31,20251001,31,high_stress,XZ_YC,contrl,control,low_sound,Normal,Unknown,4h,Second_Centrifugation,2780,27.16793293162169,1037,262.2194061279297,20189999.727098227,7262.589829891448,111.5034236907959,1058.9141540527344,20251001,Overall
209,20251001_32_,P1_UNIQUE_NAME,488,490,20251001_XZ_YC_32,20251001,32,high_stress,XZ_YC,high,high,low_sound,Normal,Unknown,4h,,2278,40.31962274037202,1539,272.7188415527344,19456249.175336123,8540.934668716473,106.00435638427734,1171.3431396484375,20251001,Overall
210,20251001_33_,P1_UNIQUE_NAME,489,491,20251001_XZ_YC_33,20251001,33,high_stress,XZ_YC,high,high,low_sound,Normal,Unknown,4h,,1970,48.388787005501705,1847,345.2490692138672,15300812.63644123,7766.909967736666,132.9134864807129,1345.081451416016,20251001,Overall
211,20251001_34_,P1_UNIQUE_NAME,490,492,20251001_XZ_YC_34,20251001,34,high_stress,XZ_YC,contrl,control,low_sound,Normal,Unknown,4h,,2481,35.00130992926382,1336,307.6852111816406,22388214.29722762,9023.867108918832,123.3269958496094,1353.328857421875,20251001,Overall
212,20251001_1_,BLOCK_BOUNDARY_AND_SAMPLE_ID,491,493,20251001_XZ_YD_1,20251001,1,high_stress,XZ_YD,low,low,low_sound,Normal,Unknown,4h,,2490,34.76552266177627,1327,320.0976104736328,23458924.253415346,9421.254720247127,126.91421890258785,1255.7776489257812,20251001,Overall
213,20251001_3_,BLOCK_BOUNDARY_AND_SAMPLE_ID,492,494,20251001_XZ_YD_3,20251001,3,high_stress,XZ_YD,contrl,control,low_sound,Normal,Unknown,4h,,2067,45.84752423369138,1750,334.0085754394531,21151611.25470352,10233.000123223765,126.48191833496095,1349.103820800781,20251001,Overall
214,20251001_4_,BLOCK_BOUNDARY_AND_SAMPLE_ID,493,495,20251001_XZ_YD_4,20251001,4,high_stress,XZ_YD,contrl,control,low_sound,Normal,Unknown,4h,,1973,48.31019124967252,1844,335.7679138183594,17884724.16082096,9064.736016635054,122.5013122558594,1467.253540039062,20251001,Overall
215,20251001_5_,BLOCK_BOUNDARY_AND_SAMPLE_ID,494,496,20251001_XZ_YD_5,20251001,5,high_stress,XZ_YD,low,low,low_sound,Normal,Unknown,4h,,2920,23.500130992926383,897,317.93371582031244,19633953.508247375,6723.9566809066355,139.14438247680664,1000.3951263427734,20251001,Overall
216,20251001_6_,BLOCK_BOUNDARY_AND_SAMPLE_ID,495,497,20251001_XZ_YD_6,20251001,6,high_stress,XZ_YD,contrl,control,low_sound,Normal,Unknown,4h,,2157,43.48965155881582,1660,295.2025451660156,22970331.362438917,10649.203227834454,120.6703033447266,1306.575561523438,20251001,Overall
217,20251001_7_,BLOCK_BOUNDARY_AND_SAMPLE_ID,496,498,20251001_XZ_YD_7,20251001,7,high_stress,XZ_YD,high,high,low_sound,Normal,Unknown,4h,,3239,15.142782289756354,578,386.0065307617188,23942087.221693516,7391.814517349032,165.1080322265625,1277.143188476563,20251001,Overall
218,20251001_8_,BLOCK_BOUNDARY_AND_SAMPLE_ID,497,499,20251001_XZ_YD_8,20251001,8,high_stress,XZ_YD,high,high,low_sound,Normal,Unknown,4h,,3037,20.43489651558816,780,378.63134765625,24305276.118439674,8003.054368929757,165.0598297119141,1290.606201171875,20251001,Overall
219,20251001_9_,BLOCK_BOUNDARY_AND_SAMPLE_ID,498,500,20251001_XZ_YD_9,20251001,9,high_stress,XZ_YD,high,high,low_sound,Normal,Unknown,4h,,1703,55.38380927429919,2114,377.8372192382813,19502214.122128963,11451.681809823232,136.2284698486328,1598.9617309570315,20251001,Overall
220,20251001_10_,BLOCK_BOUNDARY_AND_SAMPLE_ID,499,501,20251001_XZ_YD_10,20251001,10,high_stress,XZ_YD,high,high,low_sound,Normal,Unknown,4h,,3329,12.784909614880796,488,405.8948364257813,24153477.774639666,7255.475450477521,174.6304016113281,1253.383056640625,20251001,Overall
221,20251001_11_,BLOCK_BOUNDARY_AND_SAMPLE_ID,500,502,20251001_XZ_YD_11,20251001,11,high_stress,XZ_YD,high,high,low_sound,Normal,Unknown,4h,,3440,9.876866649200943,377,599.8335571289062,30010377.556882918,8723.94696421015,262.0858154296875,1845.0804443359375,20251001,Overall
222,20251001_12_,BLOCK_BOUNDARY_AND_SAMPLE_ID,501,503,20251001_XZ_YD_12,20251001,12,high_stress,XZ_YD,contrl,control,low_sound,Normal,Unknown,4h,,3451,9.588682211160595,366,669.5626220703125,30488416.142858505,8834.661299002755,282.0248260498047,2042.293823242187,20251001,Overall
223,20251001_13_,BLOCK_BOUNDARY_AND_SAMPLE_ID,502,504,20251001_XZ_YD_13,20251001,13,high_stress,XZ_YD,contrl,control,low_sound,Normal,Unknown,4h,,3413,10.584228451663613,404,733.22900390625,30856144.34528184,9040.768926247243,293.4686279296875,2312.389404296875,20251001,Overall
224,20251001_14_,BLOCK_BOUNDARY_AND_SAMPLE_ID,503,505,20251001_XZ_YD_14,20251001,14,high_stress,XZ_YD,contrl,control,low_sound,Normal,Unknown,4h,,2189,42.65129682997118,1628,308.0546264648437,18456333.147375584,8431.399336398164,119.9921188354492,1212.673706054688,20251001,Overall
225,20251001_15_,BLOCK_BOUNDARY_AND_SAMPLE_ID,504,506,20251001_XZ_YD_15,20251001,15,high_stress,XZ_YD,low,low,low_sound,Normal,Unknown,4h,,2362,38.11894157715484,1455,264.2135772705078,17223929.391251683,7292.09542389995,104.5065689086914,1088.3461608886719,20251001,Overall
226,20251001_16_,BLOCK_BOUNDARY_AND_SAMPLE_ID,505,507,20251001_XZ_YD_16,20251001,16,high_stress,XZ_YD,high,high,low_sound,Normal,Unknown,4h,,2783,27.089337175792505,1034,298.7303466796875,21733306.27173519,7809.308757360831,120.31661224365234,1170.36279296875,20251001,Overall
227,20251001_17_,BLOCK_BOUNDARY_AND_SAMPLE_ID,506,508,20251001_XZ_YD_17,20251001,17,high_stress,XZ_YD,low,low,low_sound,Normal,Unknown,4h,,2148,43.72543882630338,1669,399.98280334472656,23518342.75385332,10948.949140527617,151.77446365356448,1791.3132019042969,20251001,Overall
228,20251001_18_,BLOCK_BOUNDARY_AND_SAMPLE_ID,507,509,20251001_XZ_YD_18,20251001,18,high_stress,XZ_YD,high,high,low_sound,Normal,Unknown,4h,,2485,34.89651558815824,1332,314.3999633789062,23602385.084923267,9497.941684073749,121.1483535766602,1394.779174804688,20251001,Overall
229,20251001_19_,BLOCK_BOUNDARY_AND_SAMPLE_ID,508,510,20251001_XZ_YD_19,20251001,19,high_stress,XZ_YD,contrl,control,low_sound,Normal,Unknown,4h,,2391,37.35918260413938,1426,277.5603942871094,18935372.175238043,7919.436292445856,112.88638687133789,1165.431884765625,20251001,Overall
230,20251001_20_,BLOCK_BOUNDARY_AND_SAMPLE_ID,509,511,20251001_XZ_YD_20,20251001,20,high_stress,XZ_YD,contrl,control,low_sound,Normal,Unknown,4h,,2233,41.4985590778098,1584,305.1804504394531,21710660.518570125,9722.642417631047,113.6411972045898,1411.175048828125,20251001,Overall
231,20251001_21_,BLOCK_BOUNDARY_AND_SAMPLE_ID,510,512,20251001_XZ_YD_21,20251001,21,high_stress,XZ_YD,contrl,control,low_sound,Normal,Unknown,4h,,1859,51.29682997118156,1958,357.4575805664062,19801199.058156013,10651.532575662191,127.71916961669919,1550.213134765625,20251001,Overall
232,20251001_22_,BLOCK_BOUNDARY_AND_SAMPLE_ID,511,513,20251001_XZ_YD_22,20251001,22,high_stress,XZ_YD,contrl,control,low_sound,Normal,Unknown,4h,,2291,39.979041131778885,1526,268.1617431640625,17974166.588943243,7845.555036640438,98.8590965270996,1223.727294921875,20251001,Overall
233,20251001_23_,BLOCK_BOUNDARY_AND_SAMPLE_ID,512,514,20251001_XZ_YD_23,20251001,23,high_stress,XZ_YD,low,low,low_sound,Normal,Unknown,4h,,2396,37.2281896777574,1421,372.2567901611328,26806727.84243107,11188.116795672398,143.546501159668,1720.3424682617188,20251001,Overall
234,20251001_24_,BLOCK_BOUNDARY_AND_SAMPLE_ID,513,515,20251001_XZ_YD_24,20251001,24,high_stress,XZ_YD,low,low,low_sound,Normal,Unknown,4h,,1787,53.183128111082,2030,296.0626220703125,14319270.36285162,8013.022027337224,103.13792037963864,1237.0123291015625,20251001,Overall
235,20251001_25_,BLOCK_BOUNDARY_AND_SAMPLE_ID,514,516,20251001_XZ_YD_25,20251001,25,high_stress,XZ_YD,low,low,low_sound,Normal,Unknown,4h,,1794,52.99973801414723,2023,341.8900604248047,18897624.265555143,10533.792790164516,124.20439529418951,1626.098724365234,20251001,Overall
236,20251001_26_,BLOCK_BOUNDARY_AND_SAMPLE_ID,515,517,20251001_XZ_YD_26,20251001,26,high_stress,XZ_YD,low,low,low_sound,Normal,Unknown,4h,,1972,48.33638983494891,1845,275.46986389160156,15614486.035034686,7918.096366650449,101.18822097778317,1139.8320312499995,20251001,Overall
237,20251001_27_,BLOCK_BOUNDARY_AND_SAMPLE_ID,516,518,20251001_XZ_YD_27,20251001,27,high_stress,XZ_YD,low,low,low_sound,Normal,Unknown,4h,,2319,39.245480744039824,1498,292.2083129882812,19956572.087401867,8605.680072187091,119.18912506103516,1187.83642578125,20251001,Overall
238,20251001_28_,BLOCK_BOUNDARY_AND_SAMPLE_ID,517,519,20251001_XZ_YD_28,20251001,28,high_stress,XZ_YD,low,low,low_sound,Normal,Unknown,4h,,2099,45.00916950484674,1718,356.3887939453125,19655060.48412913,9364.011664663713,129.3538589477539,1500.493530273438,20251001,Overall
239,20251026_FJ_P31_,P1_UNIQUE_NAME,95,97,20251026_FJ_PT_P31,20251026,P31,high_temperature,FJ_PT,contrl,control,low_sound,Normal,>6,Unknown,,2402,37.07099816609903,1415,299.89393615722656,19412848.484373093,8081.9519085649845,117.41128730773923,1194.9310913085938,20251026,Overall
240,20251026__Q73_,P1_UNIQUE_NAME,146,148,20251026_FJ_QZ_Q73,20251026,Q73,high_temperature,FJ_QZ,contrl,control,low_sound,Normal,0,Unknown,,2032,46.76447471836521,1785,264.73851013183594,15740534.735695839,7746.326149456614,104.76051330566402,1051.2858581542964,20251026,Overall
241,20251026__Q74_,P1_UNIQUE_NAME,147,149,20251026_FJ_QZ_Q74,20251026,Q74,high_temperature,FJ_QZ,low,low,low_sound,Normal,0,Unknown,,1785,53.23552528163479,2032,317.020263671875,15282884.651343346,8561.840140808597,112.7556610107422,1233.328247070312,20251026,Overall
242,20251026__Q75_,P1_UNIQUE_NAME,148,150,20251026_FJ_QZ_Q75,20251026,Q75,high_temperature,FJ_QZ,low,low,high_sound,Normal,0,Unknown,,2127,44.27560911710768,1690,300.1820373535156,16085216.816290855,7562.396246493115,118.59593200683595,1140.769897460938,20251026,Overall
243,20251026__Q76_,P1_UNIQUE_NAME,149,151,20251026_FJ_QZ_Q76,20251026,Q76,high_temperature,FJ_QZ,high,high,low_sound,Normal,0,Unknown,,1892,50.43227665706051,1925,276.89329528808594,14525005.001770496,7677.063954424152,101.22964286804199,1104.4410095214844,20251026,Overall
244,20251026__Q77_,P1_UNIQUE_NAME,150,152,20251026_FJ_QZ_Q77,20251026,Q77,high_temperature,FJ_QZ,high,high,low_sound,Normal,0,Unknown,,2123,44.38040345821326,1694,290.3231201171875,22202515.07970953,10458.085294257904,109.0901985168457,1005.056274414063,20251026,Overall
245,20251026__Q78_,P1_UNIQUE_NAME,151,153,20251026_FJ_QZ_Q78,20251026,Q78,high_temperature,FJ_QZ,high,high,low_sound,Normal,0,Unknown,,2174,43.04427560911711,1643,315.3799743652344,16408462.455304146,7547.590825806875,129.39393997192386,995.8655700683594,20251026,Overall
246,20251026__Q79_,P1_UNIQUE_NAME,152,154,20251026_FJ_QZ_Q79,20251026,Q79,high_temperature,FJ_QZ,contrl,control,low_sound,Normal,0,Unknown,,1793,53.02593659942363,2024,340.1730651855469,15266161.935965538,8514.312289997511,122.3719787597656,1339.104614257812,20251026,Overall
247,20251026__Q80_,P1_UNIQUE_NAME,153,155,20251026_FJ_QZ_Q80,20251026,Q80,high_temperature,FJ_QZ,low,low,low_sound,Normal,0,Unknown,,2012,47.28844642389311,1805,270.16026306152344,16267328.592702627,8085.153376094745,101.2380523681641,1081.9379882812505,20251026,Overall
248,20251026__Q81_,P1_UNIQUE_NAME,154,156,20251026_FJ_QZ_Q81,20251026,Q81,high_temperature,FJ_QZ,low,low,low_sound,Normal,0,Unknown,,2164,43.30626146188106,1653,283.9169921875,17807738.60164094,8229.08438153463,109.3651351928711,1183.199127197266,20251026,Overall
249,20251026__Q82_,P1_UNIQUE_NAME,155,157,20251026_FJ_QZ_Q82,20251026,Q82,high_temperature,FJ_QZ,contrl,control,unkown,Normal,0,Unknown,,2251,41.02698454283469,1566,361.0473022460938,18665022.120913982,8291.880107025314,146.49755096435547,1407.451416015625,20251026,Overall
250,20251026__Q83_,P1_UNIQUE_NAME,156,158,20251026_FJ_QZ_Q83,20251026,Q83,high_temperature,FJ_QZ,contrl,control,high_sound,Normal,0,Unknown,,2160,43.41105580298664,1657,269.7971649169922,21960431.968638897,10166.866652147637,108.05649185180663,1175.7282104492188,20251026,Overall
251,20251104_FJ_F178_,P1_UNIQUE_NAME,68,70,20251104_FJ_FQ_F178,20251104,F178,high_temperature,FJ_FQ,low,low,high_sound,Normal,2,Unknown,,2913,23.68352108986115,904,694.1107788085938,30628927.645188093,10514.564931406829,306.4124145507812,2049.44775390625,20251104,Overall
252,20251104_FJ_F179_,P1_UNIQUE_NAME,69,71,20251104_FJ_FQ_F179,20251104,F179,high_temperature,FJ_FQ,high,high,high_sound,Normal,2,Unknown,,2602,31.83128111082001,1215,452.65185546875,24825384.304507256,9540.88558974145,190.2120590209961,1394.721313476562,20251104,Overall
253,20251107_2_,P1_UNIQUE_NAME,518,520,20251107_XZ_YD_2,20251107,2,high_stress,XZ_YD,low,low,low_sound,Normal,Unknown,4h,,3463,9.274299187843855,354,510.5121765136719,20656915.232191086,5965.0347190849225,225.70452880859375,1574.057739257813,20251107,Overall
254,20260527__1,P1_UNIQUE_NAME,280,282,20260527_XZ_GG_1,20260527,1,high_stress,XZ_GG,low,low,,Unknown,Unknown,Unknown,,2774,27.325124443280064,1043,273.9940490722656,14201717.916095257,5119.581080063178,116.34212684631348,893.3690948486328,20260527,Overall
255,20260527__2,P1_UNIQUE_NAME,281,283,20260527_XZ_GG_2,20260527,2,high_stress,XZ_GG,low,low,,Unknown,Unknown,Unknown,,2111,44.69478648153,1706,291.1038818359375,14017700.122739196,6640.312706176786,123.45426177978516,1013.3260803222655,20260527,Overall
256,20260527__3,P1_UNIQUE_NAME,282,284,20260527_XZ_GG_3,20260527,3,high_stress,XZ_GG,low,low,,Unknown,Unknown,Unknown,,2222,41.78674351585015,1595,265.4300231933594,13805435.197818518,6213.067145732906,114.09190368652342,1035.4627075195312,20260527,Overall
257,20260527__4,P1_UNIQUE_NAME,283,285,20260527_XZ_GG_4,20260527,4,high_stress,XZ_GG,low,low,,Unknown,Unknown,Unknown,,2971,22.164003143830232,846,332.6459350585937,14248488.078329086,4795.85596712524,147.7322540283203,1054.485656738281,20260527,Overall
258,20260527__5,P1_UNIQUE_NAME,284,286,20260527_XZ_GG_5,20260527,5,high_stress,XZ_GG,low,low,,Unknown,Unknown,Unknown,,1850,51.53261723866911,1967,321.93824768066406,12992342.047374249,7022.887593175269,127.44246292114255,1115.857299804688,20260527,Overall
259,20260527__6,P1_UNIQUE_NAME,285,287,20260527_XZ_GG_6,20260527,6,high_stress,XZ_GG,low,low,,Unknown,Unknown,Unknown,,2042,46.50248886560126,1775,324.78749084472656,14045428.11988616,6878.270381922704,120.15475273132324,1247.3752746582031,20260527,Overall
260,20260527__7,P1_UNIQUE_NAME,286,288,20260527_XZ_GG_7,20260527,7,high_stress,XZ_GG,low,low,,Unknown,Unknown,Unknown,,3140,17.736442232119465,677,434.80101013183594,15681416.287841797,4994.081620331783,181.05397796630854,1316.8867797851562,20260527,Overall
261,20260527__8,P1_UNIQUE_NAME,287,289,20260527_XZ_GG_8,20260527,8,high_stress,XZ_GG,low,low,,Unknown,Unknown,Unknown,,2213,42.0225307833377,1604,297.4261474609375,17171461.395406246,7759.358967648553,116.7096710205078,1025.599365234375,20260527,Overall
262,20260527__9,P1_UNIQUE_NAME,288,290,20260527_XZ_GG_9,20260527,9,high_stress,XZ_GG,low,low,,Unknown,Unknown,Unknown,,1949,48.938957296306,1868,285.7747802734375,13987656.23368287,7176.837472387312,125.3514709472656,1122.98974609375,20260527,Overall
263,20260527__10,P1_UNIQUE_NAME,289,291,20260527_XZ_GG_10,20260527,10,high_stress,XZ_GG,low,low,,Unknown,Unknown,Unknown,,2200,42.363112391930834,1617,276.2393493652344,13607579.73630166,6185.263516500755,110.42919921874997,1020.761611938477,20260527,Overall
264,20260527__11,P1_UNIQUE_NAME,290,292,20260527_XZ_GG_11,20260527,11,high_stress,XZ_GG,low,low,,Unknown,Unknown,Unknown,,1967,48.46738276133089,1850,287.7212219238281,12201050.835085869,6202.872819057381,111.79479598999025,1156.417724609375,20260527,Overall
265,20260527__12,P1_UNIQUE_NAME,291,293,20260527_XZ_GG_12,20260527,12,high_stress,XZ_GG,low,low,,Unknown,Unknown,Unknown,,2077,45.58553838092743,1740,310.2947082519531,14516152.180652857,6988.999605514135,128.7705383300781,1275.247802734375,20260527,Overall
266,20260527__13,P1_UNIQUE_NAME,292,294,20260527_XZ_GG_13,20260527,13,high_stress,XZ_GG,low,low,,Unknown,Unknown,Unknown,,2861,25.04584752423369,956,335.914306640625,19233385.47510636,6722.609393605858,143.1526794433594,1049.705200195312,20260527,Overall
267,20260527__14,P1_UNIQUE_NAME,293,295,20260527_XZ_GG_14,20260527,14,high_stress,XZ_GG,low,low,,Unknown,Unknown,Unknown,,1720,54.93843332460047,2097,390.0531768798828,15075664.131968737,8764.921006958568,152.10199356079102,1562.114013671875,20260527,Overall
268,20260527__15,P1_UNIQUE_NAME,294,296,20260527_XZ_GG_15,20260527,15,high_stress,XZ_GG,low,low,,Unknown,Unknown,Unknown,,3002,21.351847000261987,815,342.39581298828125,15661932.351861954,5217.16600661624,142.84320831298828,1086.9913330078125,20260527,Overall
269,20260527__16,P1_UNIQUE_NAME,295,297,20260527_XZ_GG_16,20260527,16,high_stress,XZ_GG,low,low,,Unknown,Unknown,Unknown,,2703,29.185223997904117,1114,291.5463562011719,15448802.097154379,5715.428078858446,122.97879791259771,969.3065795898438,20260527,Overall
270,20260527__17,P1_UNIQUE_NAME,296,298,20260527_XZ_GG_17,20260527,17,high_stress,XZ_GG,low,low,,Unknown,Unknown,Unknown,,2065,45.89992140424417,1752,326.9482116699219,15655275.074298859,7581.247009345694,125.7692337036133,1285.31982421875,20260527,Overall
271,20260527__18,P1_UNIQUE_NAME,297,299,20260527_XZ_GG_18,20260527,18,high_stress,XZ_GG,low,low,,Unknown,Unknown,Unknown,,1815,52.44956772334294,2002,343.4896850585937,13866714.633703709,7640.063159065404,120.7618370056152,1273.4287109375,20260527,Overall
272,20260527__19,P1_UNIQUE_NAME,298,300,20260527_XZ_GG_19,20260527,19,high_stress,XZ_GG,low,low,,Unknown,Unknown,Unknown,,1839,51.82080167670946,1978,336.0741271972656,13163721.979782104,7158.086992812455,110.9978485107422,1299.71337890625,20260527,Overall
