Sheet1_position,Sheet1_raw_header,Resolution_method,metadata_index,metadata_excel_row,UniqueSampleID,进样时间,sample,condition,group,TREAT1,TREAT1_clean,TREAT2,Tube_Mixing,WoleBlood_oldTime,Plasma_HoldTime_h,Note,detected_protein_groups,missing_pct,MS_batch_proxy
273,20260527__20,P1_UNIQUE_NAME,299,301,20260527_XZ_GG_20,20260527,20,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,1914,49.85590778097983,20260527
274,20260527__21,P1_UNIQUE_NAME,300,302,20260527_XZ_GG_21,20260527,21,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,1930,49.43673041655751,20260527
275,20260527__22,P1_UNIQUE_NAME,301,303,20260527_XZ_GG_22,20260527,22,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,2278,40.31962274037202,20260527
276,20260527__23,P1_UNIQUE_NAME,302,304,20260527_XZ_GG_23,20260527,23,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,1872,50.95624836258842,20260527
277,20260527__24,P1_UNIQUE_NAME,303,305,20260527_XZ_GG_24,20260527,24,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,1883,50.66806392454808,20260527
278,20260527__25,P1_UNIQUE_NAME,304,306,20260527_XZ_GG_25,20260527,25,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,3135,17.86743515850144,20260527
279,20260527__26,P1_UNIQUE_NAME,305,307,20260527_XZ_GG_26,20260527,26,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,2248,41.105580298663874,20260527
280,20260527__27,P1_UNIQUE_NAME,306,308,20260527_XZ_GG_27,20260527,27,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,2193,42.5465024888656,20260527
281,20260527__28,P1_UNIQUE_NAME,307,309,20260527_XZ_GG_28,20260527,28,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,2613,31.54309667277967,20260527
282,20260527__29,P1_UNIQUE_NAME,308,310,20260527_XZ_GG_29,20260527,29,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,2126,44.30180770238408,20260527
283,20260527__30,P1_UNIQUE_NAME,309,311,20260527_XZ_GG_30,20260527,30,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,1802,52.79014933193608,20260527
284,20260527__31,P1_UNIQUE_NAME,310,312,20260527_XZ_GG_31,20260527,31,高海拔,XZ_GG,high,high,,Unknown,Unknown,Unknown,,1885,50.61566675399528,20260527
285,20260527__32,P1_UNIQUE_NAME,311,313,20260527_XZ_GG_32,20260527,32,高海拔,XZ_GG,high,high,,Unknown,Unknown,Unknown,,2173,43.07047419439351,20260527
286,20260527__33,P1_UNIQUE_NAME,312,314,20260527_XZ_GG_33,20260527,33,高海拔,XZ_GG,high,high,,Unknown,Unknown,Unknown,,1978,48.17919832329054,20260527
287,20260527__34,P1_UNIQUE_NAME,313,315,20260527_XZ_GG_34,20260527,34,高海拔,XZ_GG,high,high,,Unknown,Unknown,Unknown,,2079,45.53314121037464,20260527
288,20260527__35,P1_UNIQUE_NAME,314,316,20260527_XZ_GG_35,20260527,35,高海拔,XZ_GG,high,high,,Unknown,Unknown,Unknown,,1648,56.82473146450092,20260527
289,20260527__36,P1_UNIQUE_NAME,315,317,20260527_XZ_GG_36,20260527,36,高海拔,XZ_GG,high,high,,Unknown,Unknown,Unknown,,2010,47.3408435944459,20260527
290,20260527__37,P1_UNIQUE_NAME,316,318,20260527_XZ_GG_37,20260527,37,高海拔,XZ_GG,high,high,,Unknown,Unknown,Unknown,,2041,46.528687450877655,20260527
291,20260527__38,P1_UNIQUE_NAME,317,319,20260527_XZ_GG_38,20260527,38,高海拔,XZ_GG,high,high,,Unknown,Unknown,Unknown,,2577,32.48624574272989,20260527
292,20260527__39,P1_UNIQUE_NAME,318,320,20260527_XZ_GG_39,20260527,39,高海拔,XZ_GG,high,high,,Unknown,Unknown,Unknown,,1842,51.74220592088027,20260527
293,20260527__40,P1_UNIQUE_NAME,319,321,20260527_XZ_GG_40,20260527,40,高海拔,XZ_GG,high,high,,Unknown,Unknown,Unknown,,1651,56.74613570867173,20260527
294,20260527__41,P1_UNIQUE_NAME,320,322,20260527_XZ_GG_41,20260527,41,高海拔,XZ_GG,high,high,,Unknown,Unknown,Unknown,,2049,46.31909876866649,20260527
295,20260527__42,P1_UNIQUE_NAME,321,323,20260527_XZ_GG_42,20260527,42,高海拔,XZ_GG,high,high,,Unknown,Unknown,Unknown,,2155,43.54204872936862,20260527
296,20260527__43,P1_UNIQUE_NAME,322,324,20260527_XZ_GG_43,20260527,43,高海拔,XZ_GG,high,high,,Unknown,Unknown,Unknown,,1729,54.70264605711292,20260527
297,20260527__44,P1_UNIQUE_NAME,323,325,20260527_XZ_GG_44,20260527,44,高海拔,XZ_GG,high,high,,Unknown,Unknown,Unknown,,1769,53.65470264605712,20260527
298,20260527__46,P1_UNIQUE_NAME,324,326,20260527_XZ_GG_46,20260527,46,高海拔,XZ_GG,high,high,,Unknown,Unknown,Unknown,,1742,54.362064448519774,20260527
299,20260527__47,P1_UNIQUE_NAME,325,327,20260527_XZ_GG_47,20260527,47,高海拔,XZ_GG,high,high,,Unknown,Unknown,Unknown,,1776,53.47131254912235,20260527
300,20260527__50,P1_UNIQUE_NAME,326,328,20260527_XZ_GG_50,20260527,50,高海拔,XZ_GG,high,high,,Unknown,Unknown,Unknown,,1883,50.66806392454808,20260527
301,20260527__51,P1_UNIQUE_NAME,327,329,20260527_XZ_GG_51,20260527,51,高海拔,XZ_GG,high,high,,Unknown,Unknown,Unknown,,2436,36.1802462667016,20260527
302,20260527__52,P1_UNIQUE_NAME,328,330,20260527_XZ_GG_52,20260527,52,高海拔,XZ_GG,high,high,,Unknown,Unknown,Unknown,,2219,41.86533927167933,20260527
303,20260527__53,P1_UNIQUE_NAME,329,331,20260527_XZ_GG_53,20260527,53,高海拔,XZ_GG,high,high,,Unknown,Unknown,Unknown,,1744,54.30966727796699,20260527
304,20260527__55,P1_UNIQUE_NAME,330,332,20260527_XZ_GG_55,20260527,55,高海拔,XZ_GG,high,high,,Unknown,Unknown,Unknown,,2685,29.656798532879225,20260527
305,20260527__56,P1_UNIQUE_NAME,331,333,20260527_XZ_GG_56,20260527,56,高海拔,XZ_GG,high,high,,Unknown,Unknown,Unknown,,2180,42.88708409745874,20260527
306,20260527__59,P1_UNIQUE_NAME,332,334,20260527_XZ_GG_59,20260527,59,高海拔,XZ_GG,high,high,,Unknown,Unknown,Unknown,,1806,52.68535499083049,20260527
307,20260527__60,P1_UNIQUE_NAME,333,335,20260527_XZ_GG_60,20260527,60,高海拔,XZ_GG,contrl,control,,Unknown,Unknown,Unknown,,1890,50.484673827613314,20260527
308,20260527__62,P1_UNIQUE_NAME,334,336,20260527_XZ_GG_62,20260527,62,高海拔,XZ_GG,contrl,control,,Unknown,Unknown,Unknown,,2423,36.520827875294735,20260527
309,20260527__64,P1_UNIQUE_NAME,335,337,20260527_XZ_GG_64,20260527,64,高海拔,XZ_GG,contrl,control,,Unknown,Unknown,Unknown,,1872,50.95624836258842,20260527
310,20260527__65,P1_UNIQUE_NAME,336,338,20260527_XZ_GG_65,20260527,65,高海拔,XZ_GG,contrl,control,,Unknown,Unknown,Unknown,,2081,45.48074403982185,20260527
311,20260527__66,P1_UNIQUE_NAME,337,339,20260527_XZ_GG_66,20260527,66,高海拔,XZ_GG,contrl,control,,Unknown,Unknown,Unknown,,1968,48.44118417605449,20260527
313,20260527__68,P1_UNIQUE_NAME,339,341,20260527_XZ_GG_68,20260527,68,高海拔,XZ_GG,contrl,control,,Unknown,Unknown,Unknown,,2202,42.31071522137805,20260527
314,20260527__69,P1_UNIQUE_NAME,340,342,20260527_XZ_GG_69,20260527,69,高海拔,XZ_GG,contrl,control,,Unknown,Unknown,Unknown,,2236,41.41996332198061,20260527
315,20260527__71,P1_UNIQUE_NAME,341,343,20260527_XZ_GG_71,20260527,71,高海拔,XZ_GG,contrl,control,,Unknown,Unknown,Unknown,,1583,58.5276395074666,20260527
316,20260527__72,P1_UNIQUE_NAME,342,344,20260527_XZ_GG_72,20260527,72,高海拔,XZ_GG,contrl,control,,Unknown,Unknown,Unknown,,2197,42.44170814776002,20260527
317,20260527__73,P1_UNIQUE_NAME,343,345,20260527_XZ_GG_73,20260527,73,高海拔,XZ_GG,contrl,control,,Unknown,Unknown,Unknown,,1726,54.781241812942106,20260527
318,20260527__74,P1_UNIQUE_NAME,344,346,20260527_XZ_GG_74,20260527,74,高海拔,XZ_GG,contrl,control,,Unknown,Unknown,Unknown,,1928,49.489127587110296,20260527
319,20260527__75,P1_UNIQUE_NAME,345,347,20260527_XZ_GG_75,20260527,75,高海拔,XZ_GG,contrl,control,,Unknown,Unknown,Unknown,,1605,57.95127063138591,20260527
320,20260527__76,P1_UNIQUE_NAME,346,348,20260527_XZ_GG_76,20260527,76,高海拔,XZ_GG,contrl,control,,Unknown,Unknown,Unknown,,1945,49.04375163741158,20260527
321,20260527__77,P1_UNIQUE_NAME,347,349,20260527_XZ_GG_77,20260527,77,高海拔,XZ_GG,contrl,control,,Unknown,Unknown,Unknown,,2430,36.33743777835997,20260527
322,20260527__78,P1_UNIQUE_NAME,348,350,20260527_XZ_GG_78,20260527,78,高海拔,XZ_GG,contrl,control,,Unknown,Unknown,Unknown,,2962,22.399790411317788,20260527
323,20260527__79,P1_UNIQUE_NAME,349,351,20260527_XZ_GG_79,20260527,79,高海拔,XZ_GG,contrl,control,,Unknown,Unknown,Unknown,,2086,45.34975111343987,20260527
324,20260527__80,P1_UNIQUE_NAME,350,352,20260527_XZ_GG_80,20260527,80,高海拔,XZ_GG,contrl,control,,Unknown,Unknown,Unknown,,1791,53.07833376997642,20260527
325,20260527__81,P1_UNIQUE_NAME,351,353,20260527_XZ_GG_81,20260527,81,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,1656,56.61514278228975,20260527
326,20260527__82,P1_UNIQUE_NAME,352,354,20260527_XZ_GG_82,20260527,82,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,2100,44.98297091957034,20260527
327,20260527__83,P1_UNIQUE_NAME,353,355,20260527_XZ_GG_83,20260527,83,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,2195,42.49410531831281,20260527
328,20260527__84,P1_UNIQUE_NAME,354,356,20260527_XZ_GG_84,20260527,84,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,1907,50.03929787791459,20260527
329,20260527__85,P1_UNIQUE_NAME,355,357,20260527_XZ_GG_85,20260527,85,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,2117,44.53759496987163,20260527
330,20260527__86,P1_UNIQUE_NAME,356,358,20260527_XZ_GG_86,20260527,86,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,1896,50.32748231595494,20260527
331,20260527__87,P1_UNIQUE_NAME,357,359,20260527_XZ_GG_87,20260527,87,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,1952,48.860361540476816,20260527
332,20260527__88,P1_UNIQUE_NAME,358,360,20260527_XZ_GG_88,20260527,88,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,1724,54.83363898349489,20260527
333,20260527__89,P1_UNIQUE_NAME,359,361,20260527_XZ_GG_89,20260527,89,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,1862,51.218234215352375,20260527
334,20260527__92,P1_UNIQUE_NAME,360,362,20260527_XZ_GG_92,20260527,92,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,1906,50.06549646319098,20260527
335,20260527__93,P1_UNIQUE_NAME,361,363,20260527_XZ_GG_93,20260527,93,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,1742,54.362064448519774,20260527
336,20260527__94,P1_UNIQUE_NAME,362,364,20260527_XZ_GG_94,20260527,94,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,1754,54.047681425203045,20260527
337,20260527__95,P1_UNIQUE_NAME,363,365,20260527_XZ_GG_95,20260527,95,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,1806,52.68535499083049,20260527
338,20260527__96,P1_UNIQUE_NAME,364,366,20260527_XZ_GG_96,20260527,96,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,1490,60.96410793817134,20260527
339,20260527__97,P1_UNIQUE_NAME,365,367,20260527_XZ_GG_97,20260527,97,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,2055,46.16190725700813,20260527
340,20260527__98,P1_UNIQUE_NAME,366,368,20260527_XZ_GG_98,20260527,98,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,2552,33.14121037463977,20260527
341,20260527__99,P1_UNIQUE_NAME,367,369,20260527_XZ_GG_99,20260527,99,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,2088,45.297353942887085,20260527
342,20260527__100,P1_UNIQUE_NAME,368,370,20260527_XZ_GG_100,20260527,100,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,1645,56.903327220330105,20260527
343,20260527__101,P1_UNIQUE_NAME,369,371,20260527_XZ_GG_101,20260527,101,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,1816,52.42336913806655,20260527
344,20260527__102,P1_UNIQUE_NAME,370,372,20260527_XZ_GG_102,20260527,102,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,2179,42.91328268273513,20260527
345,20260527__103,P1_UNIQUE_NAME,371,373,20260527_XZ_GG_103,20260527,103,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,1676,56.09117107676186,20260527
346,20260527__104,P1_UNIQUE_NAME,372,374,20260527_XZ_GG_104,20260527,104,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,1554,59.28739848048205,20260527
347,20260527__105,P1_UNIQUE_NAME,373,375,20260527_XZ_GG_105,20260527,105,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,1632,57.24390882892324,20260527
348,20260527__106,P1_UNIQUE_NAME,374,376,20260527_XZ_GG_106,20260527,106,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,1744,54.30966727796699,20260527
349,20260527__121,P1_UNIQUE_NAME,375,377,20260527_XZ_GG_121,20260527,121,高海拔,XZ_GG,contrl,control,,Unknown,Unknown,Unknown,,1590,58.34424941053184,20260527
350,20260527__122,P1_UNIQUE_NAME,376,378,20260527_XZ_GG_122,20260527,122,高海拔,XZ_GG,contrl,control,,Unknown,Unknown,Unknown,,1664,56.40555410007859,20260527
351,20260527__123,P1_UNIQUE_NAME,377,379,20260527_XZ_GG_123,20260527,123,高海拔,XZ_GG,high,high,,Unknown,Unknown,Unknown,,2455,35.68247314645009,20260527
352,20260527__124,P1_UNIQUE_NAME,378,380,20260527_XZ_GG_124,20260527,124,高海拔,XZ_GG,high,high,,Unknown,Unknown,Unknown,,1555,59.261199895205664,20260527
353,20260527__125,P1_UNIQUE_NAME,379,381,20260527_XZ_GG_125,20260527,125,高海拔,XZ_GG,contrl,control,,Unknown,Unknown,Unknown,,1519,60.20434896515589,20260527
354,20260527__126,P1_UNIQUE_NAME,380,382,20260527_XZ_GG_126,20260527,126,高海拔,XZ_GG,contrl,control,,Unknown,Unknown,Unknown,,1871,50.982446947864815,20260527
355,20260527__128,P1_UNIQUE_NAME,381,383,20260527_XZ_GG_128,20260527,128,高海拔,XZ_GG,contrl,control,,Unknown,Unknown,Unknown,,1806,52.68535499083049,20260527
356,20260527__129,P1_UNIQUE_NAME,382,384,20260527_XZ_GG_129,20260527,129,高海拔,XZ_GG,contrl,control,,Unknown,Unknown,Unknown,,1984,48.022006811632174,20260527
357,20260527__130,P1_UNIQUE_NAME,383,385,20260527_XZ_GG_130,20260527,130,高海拔,XZ_GG,contrl,control,,Unknown,Unknown,Unknown,,1398,63.37437778359969,20260527
358,20260527__131,P1_UNIQUE_NAME,384,386,20260527_XZ_GG_131,20260527,131,高海拔,XZ_GG,contrl,control,,Unknown,Unknown,Unknown,,2120,44.45899921404244,20260527
359,20260527__132,P1_UNIQUE_NAME,385,387,20260527_XZ_GG_132,20260527,132,高海拔,XZ_GG,contrl,control,,Unknown,Unknown,Unknown,,1765,53.75949698716269,20260527
360,20260527__135,P1_UNIQUE_NAME,386,388,20260527_XZ_GG_135,20260527,135,高海拔,XZ_GG,contrl,control,,Unknown,Unknown,Unknown,,1703,55.38380927429919,20260527
361,20260527__136,P1_UNIQUE_NAME,387,389,20260527_XZ_GG_136,20260527,136,高海拔,XZ_GG,contrl,control,,Unknown,Unknown,Unknown,,1337,64.97249148545978,20260527
362,20260527__137,P1_UNIQUE_NAME,388,390,20260527_XZ_GG_137,20260527,137,高海拔,XZ_GG,contrl,control,,Unknown,Unknown,Unknown,,1837,51.873198847262245,20260527
363,20260527__138,P1_UNIQUE_NAME,389,391,20260527_XZ_GG_138,20260527,138,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,1689,55.75058946816872,20260527
364,20260527__139,P1_UNIQUE_NAME,390,392,20260527_XZ_GG_139,20260527,139,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,1978,48.17919832329054,20260527
365,20260527__140,P1_UNIQUE_NAME,391,393,20260527_XZ_GG_140,20260527,140,高海拔,XZ_GG,high,high,,Unknown,Unknown,Unknown,,2082,45.45454545454545,20260527
366,20260527__141,P1_UNIQUE_NAME,392,394,20260527_XZ_GG_141,20260527,141,高海拔,XZ_GG,high,high,,Unknown,Unknown,Unknown,,1553,59.31359706575845,20260527
367,20260527__142,P1_UNIQUE_NAME,393,395,20260527_XZ_GG_142,20260527,142,高海拔,XZ_GG,high,high,,Unknown,Unknown,Unknown,,1598,58.13466072832068,20260527
368,20260527__143,P1_UNIQUE_NAME,394,396,20260527_XZ_GG_143,20260527,143,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,1680,55.98637673565627,20260527
369,20260527__144,P1_UNIQUE_NAME,395,397,20260527_XZ_GG_144,20260527,144,高海拔,XZ_GG,high,high,,Unknown,Unknown,Unknown,,1882,50.69426250982447,20260527
370,20260527__145,P1_UNIQUE_NAME,396,398,20260527_XZ_GG_145,20260527,145,高海拔,XZ_GG,high,high,,Unknown,Unknown,Unknown,,1886,50.58946816871889,20260527
371,20260527__146,P1_UNIQUE_NAME,397,399,20260527_XZ_GG_146,20260527,146,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,2294,39.9004453759497,20260527
372,20260527__147,P1_UNIQUE_NAME,398,400,20260527_XZ_GG_147,20260527,147,高海拔,XZ_GG,high,high,,Unknown,Unknown,Unknown,,1377,63.92454807440399,20260527
373,20260527__148,P1_UNIQUE_NAME,399,401,20260527_XZ_GG_148,20260527,148,高海拔,XZ_GG,high,high,,Unknown,Unknown,Unknown,,2247,41.13177888394027,20260527
374,20260527__149,P1_UNIQUE_NAME,400,402,20260527_XZ_GG_149,20260527,149,高海拔,XZ_GG,high,high,,Unknown,Unknown,Unknown,,1258,67.04217972229499,20260527
375,20260527__150,P1_UNIQUE_NAME,401,403,20260527_XZ_GG_150,20260527,150,高海拔,XZ_GG,high,high,,Unknown,Unknown,Unknown,,1454,61.90725700812156,20260527
376,20260527__151,P1_UNIQUE_NAME,402,404,20260527_XZ_GG_151,20260527,151,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,1549,59.418391406864025,20260527
377,20260527__152,P1_UNIQUE_NAME,403,405,20260527_XZ_GG_152,20260527,152,高海拔,XZ_GG,contrl,control,,Unknown,Unknown,Unknown,,1638,57.08671731726487,20260527
378,20260527__153,P1_UNIQUE_NAME,404,406,20260527_XZ_GG_153,20260527,153,高海拔,XZ_GG,high,high,,Unknown,Unknown,Unknown,,1616,57.66308619334556,20260527
379,20260527__154,P1_UNIQUE_NAME,405,407,20260527_XZ_GG_154,20260527,154,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,1730,54.67644747183652,20260527
380,20260527__155,P1_UNIQUE_NAME,406,408,20260527_XZ_GG_155,20260527,155,高海拔,XZ_GG,high,high,,Unknown,Unknown,Unknown,,1443,62.1954414461619,20260527
381,20260527__156,P1_UNIQUE_NAME,407,409,20260527_XZ_GG_156,20260527,156,高海拔,XZ_GG,high,high,,Unknown,Unknown,Unknown,,1465,61.619072570081215,20260527
382,20260527__157,P1_UNIQUE_NAME,408,410,20260527_XZ_GG_157,20260527,157,高海拔,XZ_GG,high,high,,Unknown,Unknown,Unknown,,1483,61.14749803510611,20260527
383,20260527__158,P1_UNIQUE_NAME,409,411,20260527_XZ_GG_158,20260527,158,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,1345,64.76290280324862,20260527
384,20260527__159,P1_UNIQUE_NAME,410,412,20260527_XZ_GG_159,20260527,159,高海拔,XZ_GG,high,high,,Unknown,Unknown,Unknown,,2723,28.66125229237621,20260527
385,20260527__160,P1_UNIQUE_NAME,411,413,20260527_XZ_GG_160,20260527,160,高海拔,XZ_GG,high,high,,Unknown,Unknown,Unknown,,1645,56.903327220330105,20260527
386,20260527__161,P1_UNIQUE_NAME,412,414,20260527_XZ_GG_161,20260527,161,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,2034,46.71207754781242,20260527
387,20260527__162,P1_UNIQUE_NAME,413,415,20260527_XZ_GG_162,20260527,162,高海拔,XZ_GG,high,high,,Unknown,Unknown,Unknown,,1612,57.767880534451145,20260527
388,20260527__163,P1_UNIQUE_NAME,414,416,20260527_XZ_GG_163,20260527,163,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,2348,38.485721771024366,20260527
389,20260527__164,P1_UNIQUE_NAME,415,417,20260527_XZ_GG_164,20260527,164,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,2215,41.97013361278491,20260527
390,20260527__165,P1_UNIQUE_NAME,416,418,20260527_XZ_GG_165,20260527,165,高海拔,XZ_GG,high,high,,Unknown,Unknown,Unknown,,1542,59.60178150379879,20260527
391,20260527__166,P1_UNIQUE_NAME,417,419,20260527_XZ_GG_166,20260527,166,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,1634,57.19151165837045,20260527
392,20260527__167,P1_UNIQUE_NAME,418,420,20260527_XZ_GG_167,20260527,167,高海拔,XZ_GG,high,high,,Unknown,Unknown,Unknown,,2803,26.56536547026461,20260527
393,20260527__168,P1_UNIQUE_NAME,419,421,20260527_XZ_GG_168,20260527,168,高海拔,XZ_GG,high,high,,Unknown,Unknown,Unknown,,1578,58.65863243384857,20260527
394,20260527__169,P1_UNIQUE_NAME,420,422,20260527_XZ_GG_169,20260527,169,高海拔,XZ_GG,high,high,,Unknown,Unknown,Unknown,,1835,51.92559601781503,20260527
395,20260527__170,P1_UNIQUE_NAME,421,423,20260527_XZ_GG_170,20260527,170,高海拔,XZ_GG,low,low,,Unknown,Unknown,Unknown,,2954,22.60937909352895,20260527
396,20260527__171,P1_UNIQUE_NAME,422,424,20260527_XZ_GG_171,20260527,171,高海拔,XZ_GG,high,high,,Unknown,Unknown,Unknown,,2020,47.07885774168195,20260527
397,20260717_1,P1_UNIQUE_NAME,157,159,20260717_GZ_TH_1,20260717,1,湿热,GZ_TH,contrl,control,,Unknown,Unknown,Unknown,,2022,47.02646057112916,20260717
398,20260717_2,P1_UNIQUE_NAME,158,160,20260717_GZ_TH_2,20260717,2,湿热,GZ_TH,contrl,control,,Unknown,Unknown,Unknown,,1903,50.14409221902017,20260717
399,20260717_3,P1_UNIQUE_NAME,159,161,20260717_GZ_TH_3,20260717,3,湿热,GZ_TH,contrl,control,,Unknown,Unknown,Unknown,,2574,32.56484149855908,20260717
400,20260717_4,P1_UNIQUE_NAME,160,162,20260717_GZ_TH_4,20260717,4,湿热,GZ_TH,contrl,control,,Unknown,Unknown,Unknown,,2964,22.347393240765,20260717
401,20260717_6,P1_UNIQUE_NAME,161,163,20260717_GZ_TH_6,20260717,6,湿热,GZ_TH,high,high,,Unknown,Unknown,Unknown,,2174,43.04427560911711,20260717
402,20260717_7,P1_UNIQUE_NAME,162,164,20260717_GZ_TH_7,20260717,7,湿热,GZ_TH,high,high,,Unknown,Unknown,Unknown,,2111,44.69478648153,20260717
403,20260717_8,P1_UNIQUE_NAME,163,165,20260717_GZ_TH_8,20260717,8,湿热,GZ_TH,high,high,,Unknown,Unknown,Unknown,,2143,43.85643175268535,20260717
404,20260717_9,P1_UNIQUE_NAME,164,166,20260717_GZ_TH_9,20260717,9,湿热,GZ_TH,high,high,,Unknown,Unknown,Unknown,,1981,48.10060256746136,20260717
405,20260717_10,P1_UNIQUE_NAME,165,167,20260717_GZ_TH_10,20260717,10,湿热,GZ_TH,high,high,,Unknown,Unknown,Unknown,,2058,46.08331150117893,20260717
406,20260717_11,P1_UNIQUE_NAME,166,168,20260717_GZ_TH_11,20260717,11,湿热,GZ_TH,high,high,,Unknown,Unknown,Unknown,,2025,46.94786481529997,20260717
407,20260717_12,P1_UNIQUE_NAME,167,169,20260717_GZ_TH_12,20260717,12,湿热,GZ_TH,low,low,,Unknown,Unknown,Unknown,,1294,66.09903065234477,20260717
408,20260717_13,P1_UNIQUE_NAME,168,170,20260717_GZ_TH_13,20260717,13,湿热,GZ_TH,low,low,,Unknown,Unknown,Unknown,,1643,56.95572439088289,20260717
409,20260717_14,P1_UNIQUE_NAME,169,171,20260717_GZ_TH_14,20260717,14,湿热,GZ_TH,high,high,,Unknown,Unknown,Unknown,,1571,58.84202253078333,20260717
410,20260717_15,P1_UNIQUE_NAME,170,172,20260717_GZ_TH_15,20260717,15,湿热,GZ_TH,low,low,,Unknown,Unknown,Unknown,,1925,49.56772334293948,20260717
411,20260717_16,P1_UNIQUE_NAME,171,173,20260717_GZ_TH_16,20260717,16,湿热,GZ_TH,low,low,,Unknown,Unknown,Unknown,,1829,52.08278752947341,20260717
412,20260717_17,P1_UNIQUE_NAME,172,174,20260717_GZ_TH_17,20260717,17,湿热,GZ_TH,low,low,,Unknown,Unknown,Unknown,,1528,59.96856169766832,20260717
413,20260717_18,P1_UNIQUE_NAME,173,175,20260717_GZ_TH_18,20260717,18,湿热,GZ_TH,low,low,,Unknown,Unknown,Unknown,,1991,47.83861671469741,20260717
414,20260717_19,P1_UNIQUE_NAME,174,176,20260717_GZ_TH_19,20260717,19,湿热,GZ_TH,low,low,,Unknown,Unknown,Unknown,,1723,54.85983756877128,20260717
415,20260717_20,P1_UNIQUE_NAME,175,177,20260717_GZ_TH_20,20260717,20,湿热,GZ_TH,low,low,,Unknown,Unknown,Unknown,,2450,35.81346607283207,20260717
416,20260717_21,P1_UNIQUE_NAME,176,178,20260717_GZ_TH_21,20260717,21,湿热,GZ_TH,high,high,,Unknown,Unknown,Unknown,,1616,57.66308619334556,20260717
417,20260717_22,P1_UNIQUE_NAME,177,179,20260717_GZ_TH_22,20260717,22,湿热,GZ_TH,low,low,,Unknown,Unknown,Unknown,,2032,46.76447471836521,20260717
418,20260717_23,P1_UNIQUE_NAME,178,180,20260717_GZ_TH_23,20260717,23,湿热,GZ_TH,contrl,control,,Unknown,Unknown,Unknown,,1590,58.34424941053184,20260717
419,20260717_24,P1_UNIQUE_NAME,179,181,20260717_GZ_TH_24,20260717,24,湿热,GZ_TH,contrl,control,,Unknown,Unknown,Unknown,,3241,15.090385119203564,20260717
420,20260717_25,P1_UNIQUE_NAME,180,182,20260717_GZ_TH_25,20260717,25,湿热,GZ_TH,high,high,,Unknown,Unknown,Unknown,,1977,48.20539690856694,20260717
421,20260717_26,P1_UNIQUE_NAME,181,183,20260717_GZ_TH_26,20260717,26,湿热,GZ_TH,high,high,,Unknown,Unknown,Unknown,,3292,13.754257270107416,20260717
