PG.ProteinGroups,PG.Genes,PG.ProteinDescriptions,PG.ProteinNames,PG.CV,PG.Qvalue,PG.MolecularWeight,overall_detection_rate,mean_observed_abundance,median_observed_abundance,missing_pct,coverage_class,overall__Overall__detection_rate,condition__high_stress__detection_rate,condition__high_temperature__detection_rate,group__FJ_FQ__detection_rate,group__FJ_PT__detection_rate,group__FJ_QZ__detection_rate,group__GZ_TH__detection_rate,group__XZ_GG__detection_rate,group__XZ_YA__detection_rate,group__XZ_YB__detection_rate,group__XZ_YC__detection_rate,group__XZ_YD__detection_rate,TREAT1_clean__control__detection_rate,TREAT1_clean__high__detection_rate,TREAT1_clean__low__detection_rate,TREAT1_clean__unknown__detection_rate,MS_batch_proxy__20250913__detection_rate,MS_batch_proxy__20250914__detection_rate,MS_batch_proxy__20251001__detection_rate,MS_batch_proxy__20251026__detection_rate,MS_batch_proxy__20251104__detection_rate,MS_batch_proxy__20251107__detection_rate,MS_batch_proxy__20260527__detection_rate,MS_batch_proxy__20260717__detection_rate,groups_meeting_ge50pct,conditions_meeting_ge50pct,groups_meeting_ge80pct,conditions_meeting_ge80pct,groups_meeting_ge90pct,conditions_meeting_ge90pct,global_core_ge80pct,global_core_ge90pct,all_groups_ge50pct,all_groups_ge80pct,all_conditions_ge80pct
Q14498,RBM39,RNA-binding protein 39,RBM39_HUMAN,1.222158603650404,0.0073810825587752,59379.58,0.09633911368015415,83.25126792907714,43.894447326660156,90.36608863198458,Sparse (<50%),0.09633911368015415,0.0794979079497908,0.11071428571428571,0.1,0.3076923076923077,0.06557377049180328,0.0975609756097561,0.055944055944055944,0.0,0.16666666666666666,0.058823529411764705,0.25,0.0915032679738562,0.10795454545454546,0.08602150537634409,0.25,0.04,0.17142857142857143,0.09322033898305085,0.16666666666666666,1.0,1.0,0.055944055944055944,0.0975609756097561,0,0,0,0,0,0,False,False,False,False,False
Q14515,SPARCL1,SPARC-like protein 1,SPRL1_HUMAN,0.4989663635546155,0.0040983606557377,75207.74,1.0,25773.43453738409,24593.3125,0.0,High (≥90%),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,2,9,2,9,2,True,True,True,True,True
Q14517,FAT1,Protocadherin Fat 1,FAT1_HUMAN,0.6624154052603392,0.0016233766233766,506272.75,1.0,1420.9706664480454,1202.883666992188,0.0,High (≥90%),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,2,9,2,9,2,True,True,True,True,True
Q14520,HABP2,Factor VII-activating protease,HABP2_HUMAN,0.5660170417390809,0.0040983606557377,62671.7,1.0,260692.88859661008,207161.3125,0.0,High (≥90%),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,2,9,2,9,2,True,True,True,True,True
Q14554,PDIA5,Protein disulfide-isomerase A5,PDIA5_HUMAN,1.532005111134528,0.0040983606557377,59594.41,0.8998073217726397,415.4025669281692,214.4184112548828,10.01926782273603,High (80–<90%),0.8998073217726397,0.9121338912133892,0.8892857142857142,0.9285714285714286,1.0,0.9344262295081968,0.8211382113821138,0.8741258741258742,0.9090909090909091,1.0,1.0,0.9642857142857143,0.8888888888888888,0.8863636363636364,0.9193548387096774,1.0,0.92,0.9571428571428572,0.9576271186440678,1.0,1.0,1.0,0.8741258741258742,0.8211382113821138,9,2,9,2,7,1,True,False,True,True,True
Q14558,PRPSAP1,Phosphoribosyl pyrophosphate synthase-associated protein 1,KPRA_HUMAN,0.6696045570096953,0.0040983606557377,39393.71,0.7167630057803468,129.87003807611362,111.45074081420896,28.32369942196532,Moderate (50–<80%),0.7167630057803468,0.694560669456067,0.7357142857142858,0.7857142857142857,1.0,0.9508196721311475,0.5447154471544715,0.6013986013986014,0.8181818181818182,1.0,0.8235294117647058,0.7857142857142857,0.7777777777777778,0.6875,0.6881720430107527,1.0,0.96,0.8857142857142857,0.8050847457627118,0.9166666666666666,1.0,1.0,0.6013986013986014,0.5447154471544715,9,2,5,0,3,0,False,False,True,False,False
Q14566,MCM6,DNA replication licensing factor MCM6,MCM6_HUMAN,1.103443446354276,0.0073810825587752,92889.27,0.09248554913294797,96.21313139796257,65.07807350158691,90.7514450867052,Sparse (<50%),0.09248554913294797,0.07531380753138076,0.10714285714285714,0.14285714285714285,0.3076923076923077,0.08196721311475409,0.056910569105691054,0.06293706293706294,0.09090909090909091,0.0,0.08823529411764706,0.14285714285714285,0.0784313725490196,0.09090909090909091,0.10215053763440861,0.25,0.08,0.18571428571428572,0.1016949152542373,0.08333333333333333,0.5,1.0,0.06293706293706294,0.056910569105691054,0,0,0,0,0,0,False,False,False,False,False
Q14571,ITPR2,"Inositol 1,4,5-trisphosphate-gated calcium channel ITPR2",ITPR2_HUMAN,1.315217159390594,0.0073810825587752,308063.65,0.27360308285163776,102.88413225429159,64.6822280883789,72.63969171483622,Sparse (<50%),0.27360308285163776,0.30962343096234307,0.24285714285714285,0.2571428571428571,0.3076923076923077,0.29508196721311475,0.1951219512195122,0.2727272727272727,0.36363636363636365,0.25,0.38235294117647056,0.39285714285714285,0.27450980392156865,0.2840909090909091,0.25806451612903225,0.5,0.32,0.3142857142857143,0.3135593220338983,0.16666666666666666,0.5,1.0,0.2727272727272727,0.1951219512195122,0,0,0,0,0,0,False,False,False,False,False
Q14574,DSC3,Desmocollin-3,DSC3_HUMAN,0.7979369387043539,0.0040983606557377,99968.98,1.0,5590.112548798725,3825.29443359375,0.0,High (≥90%),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,2,9,2,9,2,True,True,True,True,True
Q14623,IHH,Indian hedgehog protein,IHH_HUMAN,0.5726978620428891,0.0073810825587752,45250.67,0.40655105973025046,141.92123430261114,123.4699020385742,59.34489402697495,Sparse (<50%),0.40655105973025046,0.5313807531380753,0.3,0.17142857142857143,0.15384615384615385,0.09836065573770492,0.5040650406504065,0.5384615384615384,0.6818181818181818,0.3333333333333333,0.47058823529411764,0.5357142857142857,0.39869281045751637,0.3352272727272727,0.4838709677419355,0.25,0.1,0.14285714285714285,0.4491525423728814,0.08333333333333333,1.0,1.0,0.5384615384615384,0.5040650406504065,4,1,0,0,0,0,False,False,False,False,False
Q14624,ITIH4,Inter-alpha-trypsin inhibitor heavy chain H4,ITIH4_HUMAN,0.7252540652654986,0.0016233766233766,103357.42,1.0,57473.495494452975,50562.484375,0.0,High (≥90%),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,2,9,2,9,2,True,True,True,True,True
Q14642,INPP5A,Inositol polyphosphate-5-phosphatase A,I5P1_HUMAN,1.169896225562576,0.0073810825587752,47819.52,0.29865125240847784,135.3270210512223,81.968505859375,70.13487475915221,Sparse (<50%),0.29865125240847784,0.39330543933054396,0.21785714285714286,0.17142857142857143,0.5384615384615384,0.18032786885245902,0.1951219512195122,0.32167832167832167,0.5,0.5833333333333334,0.47058823529411764,0.5,0.28104575163398693,0.29545454545454547,0.3064516129032258,0.75,0.18,0.32857142857142857,0.4152542372881356,0.25,0.0,1.0,0.32167832167832167,0.1951219512195122,4,0,0,0,0,0,False,False,False,False,False
Q14643,ITPR1,"Inositol 1,4,5-trisphosphate-gated calcium channel ITPR1",ITPR1_HUMAN,1.338524926891426,0.0073810825587752,313929.04,0.25626204238921,99.80343510871543,42.94385147094727,74.373795761079,Sparse (<50%),0.25626204238921,0.3305439330543933,0.19285714285714287,0.14285714285714285,0.46153846153846156,0.11475409836065574,0.2032520325203252,0.3006993006993007,0.2727272727272727,0.4166666666666667,0.29411764705882354,0.5357142857142857,0.23529411764705882,0.2556818181818182,0.26881720430107525,0.5,0.12,0.2857142857142857,0.2966101694915254,0.16666666666666666,0.5,1.0,0.3006993006993007,0.2032520325203252,1,0,0,0,0,0,False,False,False,False,False
Q14644,RASA3,Ras GTPase-activating protein 3,RASA3_HUMAN,1.385614614571562,0.0072727272727272,95698.85,0.8574181117533719,176.53427302221235,108.6259994506836,14.258188824662813,High (80–<90%),0.8574181117533719,0.9079497907949791,0.8142857142857143,0.7714285714285715,1.0,0.819672131147541,0.7967479674796748,0.8951048951048951,0.9545454545454546,1.0,0.8823529411764706,0.9285714285714286,0.8823529411764706,0.8011363636363636,0.8870967741935484,1.0,0.86,0.8857142857142857,0.8728813559322034,0.6666666666666666,1.0,1.0,0.8951048951048951,0.7967479674796748,9,2,7,2,4,1,True,False,True,False,True
Q14677,CLINT1,Clathrin interactor 1,EPN4_HUMAN,1.760123585590024,0.0040983606557377,68259.44,0.6608863198458574,186.03660848606432,99.90843963623048,33.911368015414254,Moderate (50–<80%),0.6608863198458574,0.7112970711297071,0.6178571428571429,0.5428571428571428,1.0,0.819672131147541,0.4796747967479675,0.5874125874125874,0.9090909090909091,0.9166666666666666,0.8823529411764706,0.8928571428571429,0.6601307189542484,0.6306818181818182,0.6827956989247311,1.0,0.8,0.6857142857142857,0.8305084745762712,0.9166666666666666,1.0,1.0,0.5874125874125874,0.4796747967479675,8,2,6,0,3,0,False,False,False,False,False
Q14684,RRP1B,Ribosomal RNA processing protein 1 homolog B,RRP1B_HUMAN,0.6347759710780758,0.0073810825587752,84427.52,0.9460500963391136,15878.475008403211,13251.2060546875,5.394990366088632,High (≥90%),0.9460500963391136,0.9414225941422594,0.95,0.9285714285714286,0.9615384615384616,0.9672131147540983,0.9512195121951219,0.965034965034965,0.9090909090909091,0.8333333333333334,0.9117647058823529,0.9285714285714286,0.934640522875817,0.9545454545454546,0.9516129032258065,0.75,0.96,0.9142857142857143,0.923728813559322,1.0,1.0,1.0,0.965034965034965,0.9512195121951219,9,2,9,2,8,2,True,True,True,True,True
Q14696,MESD,LRP chaperone MESD,MESD_HUMAN,0.9792880544100302,0.0073810825587752,26076.63,0.7649325626204239,378.2482411699271,202.0457000732422,23.50674373795761,Moderate (50–<80%),0.7649325626204239,0.7154811715481172,0.8071428571428572,0.8142857142857143,0.8846153846153846,0.8360655737704918,0.7723577235772358,0.5734265734265734,0.9090909090909091,1.0,1.0,0.8214285714285714,0.803921568627451,0.7329545454545454,0.7580645161290323,1.0,0.82,0.8428571428571429,0.8983050847457628,0.9166666666666666,1.0,1.0,0.5734265734265734,0.7723577235772358,9,2,7,1,3,0,False,False,True,False,False
Q14697,GANAB,Neutral alpha-glucosidase AB,GANAB_HUMAN,0.6478417775517125,0.0016233766233766,106873.98,1.0,1072.6346719848398,880.0626831054688,0.0,High (≥90%),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,2,9,2,9,2,True,True,True,True,True
Q14699,RFTN1,Raftlin,RFTN1_HUMAN,0.5113510185691642,0.0073810825587752,63145.62,0.2697495183044316,48.286946300097874,45.07859802246094,73.02504816955684,Sparse (<50%),0.2697495183044316,0.34309623430962344,0.20714285714285716,0.17142857142857143,0.3076923076923077,0.13114754098360656,0.24390243902439024,0.23076923076923078,0.5454545454545454,0.5,0.5294117647058824,0.4642857142857143,0.23529411764705882,0.26704545454545453,0.2956989247311828,0.5,0.12,0.2571428571428571,0.423728813559322,0.16666666666666666,0.0,1.0,0.23076923076923078,0.24390243902439024,3,0,0,0,0,0,False,False,False,False,False
Q14738,PPP2R5D,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform,2A5D_HUMAN,1.155405689326213,0.0073810825587752,69991.78,0.13102119460500963,155.6632193256827,87.22118759155273,86.89788053949904,Sparse (<50%),0.13102119460500963,0.14644351464435146,0.11785714285714285,0.11428571428571428,0.3076923076923077,0.09836065573770492,0.08943089430894309,0.1258741258741259,0.18181818181818182,0.08333333333333333,0.058823529411764705,0.35714285714285715,0.11764705882352941,0.14204545454545456,0.13440860215053763,0.0,0.08,0.2,0.15254237288135594,0.16666666666666666,0.0,1.0,0.1258741258741259,0.08943089430894309,0,0,0,0,0,0,False,False,False,False,False
Q14739,LBR,Delta(14)-sterol reductase LBR,LBR_HUMAN,1.384110871323872,0.0073810825587752,70703.22,0.3853564547206166,193.4847158908844,111.39866256713864,61.46435452793835,Sparse (<50%),0.3853564547206166,0.4435146443514644,0.3357142857142857,0.2857142857142857,0.9615384615384616,0.4098360655737705,0.1951219512195122,0.32867132867132864,0.6363636363636364,0.5833333333333334,0.6176470588235294,0.6071428571428571,0.35294117647058826,0.4034090909090909,0.3924731182795699,0.5,0.46,0.5428571428571428,0.5423728813559322,0.25,0.0,1.0,0.32867132867132864,0.1951219512195122,5,0,1,0,1,0,False,False,False,False,False
Q14761,PTPRCAP,Protein tyrosine phosphatase receptor type C-associated protein,PTCA_HUMAN,1.774704918602458,0.0072727272727272,21196.44,0.5298651252408478,199.64963206551292,142.1179809570312,47.01348747591522,Moderate (50–<80%),0.5298651252408478,0.4393305439330544,0.6071428571428571,0.5857142857142857,0.8846153846153846,0.6885245901639344,0.5203252032520326,0.23776223776223776,0.6818181818181818,1.0,0.7352941176470589,0.6785714285714286,0.5032679738562091,0.5284090909090909,0.5483870967741935,0.75,0.72,0.7142857142857143,0.6949152542372882,0.5833333333333334,0.5,1.0,0.23776223776223776,0.5203252032520326,8,1,2,0,1,0,False,False,False,False,False
Q14764,MVP,Major vault protein,MVP_HUMAN,1.142434124790885,0.0040983606557377,99326.89,0.8015414258188824,123.10677982064394,88.95560455322266,19.845857418111752,High (80–<90%),0.8015414258188824,0.7782426778242678,0.8214285714285714,0.8285714285714286,1.0,0.8524590163934426,0.7642276422764228,0.6853146853146853,0.9090909090909091,1.0,0.9411764705882353,0.8571428571428571,0.8169934640522876,0.7670454545454546,0.8172043010752689,1.0,0.88,0.9,0.8898305084745762,0.75,1.0,1.0,0.6853146853146853,0.7642276422764228,9,2,7,1,4,0,True,False,True,False,False
Q14766,LTBP1,Latent-transforming growth factor beta-binding protein 1,LTBP1_HUMAN,1.49418694555834,0.0016233766233766,186796.1,1.0,10156.70150442252,5141.0654296875,0.0,High (≥90%),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,2,9,2,9,2,True,True,True,True,True
Q14767,LTBP2,Latent-transforming growth factor beta-binding protein 2,LTBP2_HUMAN,0.6740970949983823,0.0016233766233766,195051.51,0.9980732177263969,966.4869665933852,837.2863159179688,0.1926782273603083,High (≥90%),0.9980732177263969,1.0,0.9964285714285714,1.0,1.0,1.0,0.991869918699187,1.0,1.0,1.0,1.0,1.0,1.0,0.9943181818181818,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.991869918699187,9,2,9,2,9,2,True,True,True,True,True
Q14773,ICAM4,Intercellular adhesion molecule 4,ICAM4_HUMAN,0.6217992126483335,0.0073810825587752,29265.23,0.302504816955684,136.2679396283095,122.434700012207,69.7495183044316,Sparse (<50%),0.302504816955684,0.22594142259414227,0.3678571428571429,0.4142857142857143,0.8846153846153846,0.6721311475409836,0.08130081300813008,0.0979020979020979,0.5,0.5833333333333334,0.38235294117647056,0.32142857142857145,0.2875816993464052,0.3068181818181818,0.3064516129032258,0.5,0.66,0.6285714285714286,0.3728813559322034,0.75,1.0,1.0,0.0979020979020979,0.08130081300813008,4,0,1,0,0,0,False,False,False,False,False
Q14789,GOLGB1,Golgin subfamily B member 1,GOGB1_HUMAN,0.5816003982521001,0.0073810825587752,376019.16,0.2678227360308285,456.1606502738788,410.2687377929688,73.21772639691714,Sparse (<50%),0.2678227360308285,0.3807531380753138,0.17142857142857143,0.24285714285714285,0.2692307692307692,0.2459016393442623,0.07317073170731707,0.5454545454545454,0.22727272727272727,0.08333333333333333,0.058823529411764705,0.17857142857142858,0.2222222222222222,0.2215909090909091,0.34946236559139787,0.25,0.28,0.24285714285714285,0.15254237288135594,0.08333333333333333,0.5,1.0,0.5454545454545454,0.07317073170731707,1,0,0,0,0,0,False,False,False,False,False
Q14847,LASP1,LIM and SH3 domain protein 1,LASP1_HUMAN,1.195415388095195,0.0040983606557377,29717.16,0.9980732177263969,740.4283739038416,483.3899841308594,0.1926782273603083,High (≥90%),0.9980732177263969,1.0,0.9964285714285714,1.0,1.0,1.0,0.991869918699187,1.0,1.0,1.0,1.0,1.0,1.0,0.9943181818181818,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.991869918699187,9,2,9,2,9,2,True,True,True,True,True
Q14956,GPNMB,Transmembrane glycoprotein NMB,GPNMB_HUMAN,0.8589775843867791,0.0072727272727272,63922.54,0.9576107899807321,346.41462935864087,284.8651428222656,4.238921001926782,High (≥90%),0.9576107899807321,0.9246861924686193,0.9857142857142858,1.0,0.9615384615384616,1.0,0.975609756097561,0.8811188811188811,1.0,1.0,0.9705882352941176,1.0,0.9934640522875817,0.9318181818181818,0.9516129032258065,1.0,1.0,0.9857142857142858,0.9915254237288136,1.0,1.0,1.0,0.8811188811188811,0.975609756097561,9,2,9,2,8,2,True,True,True,True,True
Q14974,KPNB1,Importin subunit beta-1,IMB1_HUMAN,1.165847679119209,0.0040983606557377,97170.18,0.9614643545279383,223.3442691237272,140.6380462646484,3.8535645472061653,High (≥90%),0.9614643545279383,0.9665271966527197,0.9571428571428572,1.0,1.0,1.0,0.9024390243902439,0.972027972027972,0.9545454545454546,1.0,0.9705882352941176,0.9285714285714286,0.9738562091503268,0.9431818181818182,0.967741935483871,1.0,1.0,1.0,0.9661016949152542,1.0,1.0,1.0,0.972027972027972,0.9024390243902439,9,2,9,2,9,2,True,True,True,True,True
Q14980,NUMA1,Nuclear mitotic apparatus protein 1,NUMA1_HUMAN,1.043952381567904,0.0075880758807588,238259.51,0.09826589595375723,51.57852772170422,34.46567153930664,90.17341040462428,Sparse (<50%),0.09826589595375723,0.10460251046025104,0.09285714285714286,0.1,0.15384615384615385,0.08196721311475409,0.08130081300813008,0.08391608391608392,0.09090909090909091,0.16666666666666666,0.14705882352941177,0.14285714285714285,0.11764705882352941,0.09090909090909091,0.0913978494623656,0.0,0.06,0.14285714285714285,0.11016949152542373,0.16666666666666666,0.0,1.0,0.08391608391608392,0.08130081300813008,0,0,0,0,0,0,False,False,False,False,False
Q14BN4,SLMAP,Sarcolemmal membrane-associated protein,SLMAP_HUMAN,1.166563802232314,0.0040983606557377,95198.29,0.3352601156069364,169.32419058920323,107.20105743408206,66.47398843930635,Sparse (<50%),0.3352601156069364,0.3598326359832636,0.3142857142857143,0.22857142857142856,0.4230769230769231,0.21311475409836064,0.3902439024390244,0.26573426573426573,0.5454545454545454,0.5833333333333334,0.5,0.42857142857142855,0.3202614379084967,0.3125,0.3655913978494624,0.5,0.2,0.3142857142857143,0.423728813559322,0.25,1.0,1.0,0.26573426573426573,0.3902439024390244,3,0,0,0,0,0,False,False,False,False,False
Q14C86,GAPVD1,GTPase-activating protein and VPS9 domain-containing protein 1,GAPD1_HUMAN,1.034577405885574,0.0016233766233766,164979.86,0.9229287090558767,307.64370029903404,223.9917907714844,7.7071290944123305,High (≥90%),0.9229287090558767,0.9372384937238494,0.9107142857142857,0.9714285714285714,1.0,1.0,0.8130081300813008,0.9300699300699301,1.0,1.0,0.9411764705882353,0.8928571428571429,0.9215686274509803,0.9204545454545454,0.9247311827956989,1.0,1.0,0.9857142857142858,0.9491525423728814,1.0,1.0,1.0,0.9300699300699301,0.8130081300813008,9,2,9,2,7,2,True,True,True,True,True
Q14CN4,KRT72,"Keratin, type II cytoskeletal 72",K2C72_HUMAN,1.041585324838007,0.0073810825587752,55877.33,0.030828516377649325,63.28287923336029,39.329145431518555,96.91714836223507,Sparse (<50%),0.030828516377649325,0.04602510460251046,0.017857142857142856,0.014285714285714285,0.038461538461538464,0.01639344262295082,0.016260162601626018,0.013986013986013986,0.0,0.16666666666666666,0.11764705882352941,0.10714285714285714,0.06535947712418301,0.022727272727272728,0.010752688172043012,0.0,0.0,0.014285714285714285,0.0847457627118644,0.08333333333333333,0.0,0.0,0.013986013986013986,0.016260162601626018,0,0,0,0,0,0,False,False,False,False,False
Q15003,NCAPH,Condensin complex subunit 2,CND2_HUMAN,0.4291683943941679,0.0073810825587752,82563.17,0.01348747591522158,110.45210647583008,109.5233764648438,98.65125240847784,Sparse (<50%),0.01348747591522158,0.0041841004184100415,0.02142857142857143,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0196078431372549,0.005681818181818182,0.016129032258064516,0.0,0.0,0.08571428571428572,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,False,False,False,False,False
Q15005,SPCS2,Signal peptidase complex subunit 2,SPCS2_HUMAN,3.054512033111325,0.0073810825587752,25002.8,0.19653179190751446,330.17853491914036,113.28965759277345,80.34682080924856,Sparse (<50%),0.19653179190751446,0.28451882845188287,0.12142857142857143,0.014285714285714285,0.4230769230769231,0.03278688524590164,0.16260162601626016,0.2517482517482518,0.3181818181818182,0.25,0.29411764705882354,0.42857142857142855,0.16993464052287582,0.22727272727272727,0.1827956989247312,0.5,0.02,0.17142857142857143,0.2627118644067797,0.08333333333333333,0.0,1.0,0.2517482517482518,0.16260162601626016,0,0,0,0,0,0,False,False,False,False,False
Q15008,PSMD6,26S proteasome non-ATPase regulatory subunit 6,PSMD6_HUMAN,0.8445442984599442,0.0040983606557377,45531.33,0.674373795761079,134.0842016165597,110.52768325805665,32.5626204238921,Moderate (50–<80%),0.674373795761079,0.6276150627615062,0.7142857142857143,0.9285714285714286,1.0,1.0,0.3902439024390244,0.5384615384615384,0.8181818181818182,0.8333333333333334,0.7352941176470589,0.7142857142857143,0.6797385620915033,0.6761363636363636,0.6720430107526881,0.5,1.0,0.9714285714285714,0.7796610169491526,1.0,1.0,1.0,0.5384615384615384,0.3902439024390244,8,2,5,0,3,0,False,False,False,False,False
Q15019,SEPTIN2,Septin-2,SEPT2_HUMAN,1.594892162655,0.006765899864682,41487.47,0.6955684007707129,299.71157614478113,137.3966522216797,30.443159922928707,Moderate (50–<80%),0.6955684007707129,0.6736401673640168,0.7142857142857143,0.6,0.9615384615384616,0.639344262295082,0.7642276422764228,0.6713286713286714,0.5909090909090909,0.8333333333333334,0.7352941176470589,0.6071428571428571,0.7450980392156863,0.6761363636363636,0.6666666666666666,1.0,0.7,0.7571428571428571,0.635593220338983,0.4166666666666667,1.0,1.0,0.6713286713286714,0.7642276422764228,9,2,2,0,1,0,False,False,True,False,False
Q15029,EFTUD2,116 kDa U5 small nuclear ribonucleoprotein component,U5S1_HUMAN,0.7448238721590884,0.0073810825587752,109435.77,0.6820809248554913,268.8368629601042,224.4162292480469,31.79190751445087,Moderate (50–<80%),0.6820809248554913,0.6820083682008368,0.6821428571428572,0.5285714285714286,0.9615384615384616,0.8360655737704918,0.6341463414634146,0.5664335664335665,0.8636363636363636,1.0,0.9117647058823529,0.7142857142857143,0.7124183006535948,0.5909090909090909,0.7365591397849462,1.0,0.84,0.6857142857142857,0.7796610169491526,0.8333333333333334,1.0,1.0,0.5664335664335665,0.6341463414634146,9,2,5,0,3,0,False,False,True,False,False
Q15036,SNX17,Sorting nexin-17,SNX17_HUMAN,1.357027763322858,0.0073810825587752,52901.23,0.18304431599229287,128.47969814601697,60.42491912841797,81.69556840077071,Sparse (<50%),0.18304431599229287,0.23430962343096234,0.1392857142857143,0.14285714285714285,0.19230769230769232,0.13114754098360656,0.13008130081300814,0.20279720279720279,0.22727272727272727,0.25,0.23529411764705882,0.39285714285714285,0.19607843137254902,0.19318181818181818,0.16129032258064516,0.25,0.1,0.15714285714285714,0.2542372881355932,0.25,0.0,1.0,0.20279720279720279,0.13008130081300814,0,0,0,0,0,0,False,False,False,False,False
Q15041,ARL6IP1,ADP-ribosylation factor-like protein 6-interacting protein 1,AR6P1_HUMAN,5.723831137372671,0.0080321285140562,23362.76,0.21965317919075145,1017.3923816178974,217.3661117553711,78.03468208092485,Sparse (<50%),0.21965317919075145,0.2384937238493724,0.20357142857142857,0.18571428571428572,0.2692307692307692,0.32786885245901637,0.13821138211382114,0.27972027972027974,0.09090909090909091,0.25,0.08823529411764706,0.32142857142857145,0.24836601307189543,0.19318181818181818,0.22580645161290322,0.0,0.34,0.22857142857142856,0.1694915254237288,0.25,0.0,1.0,0.27972027972027974,0.13821138211382114,0,0,0,0,0,0,False,False,False,False,False
Q15042,RAB3GAP1,Rab3 GTPase-activating protein catalytic subunit,RB3GP_HUMAN,1.365735070691085,0.0073810825587752,110523.59,0.10211946050096339,256.6021064722313,122.6651611328125,89.78805394990366,Sparse (<50%),0.10211946050096339,0.11297071129707113,0.09285714285714286,0.07142857142857142,0.3076923076923077,0.08196721311475409,0.06504065040650407,0.09090909090909091,0.13636363636363635,0.16666666666666666,0.08823529411764706,0.21428571428571427,0.0784313725490196,0.13068181818181818,0.0913978494623656,0.25,0.1,0.14285714285714285,0.13559322033898305,0.0,0.0,1.0,0.09090909090909091,0.06504065040650407,0,0,0,0,0,0,False,False,False,False,False
Q15046,KARS1,Lysine--tRNA ligase,SYK_HUMAN,0.8947721603017718,0.0073810825587752,68048.06,0.27552986512524086,110.80631705264112,85.42724609375,72.44701348747591,Sparse (<50%),0.27552986512524086,0.26359832635983266,0.2857142857142857,0.24285714285714285,0.5769230769230769,0.32786885245901637,0.22764227642276422,0.17482517482517482,0.2727272727272727,0.3333333333333333,0.4117647058823529,0.5,0.28104575163398693,0.2840909090909091,0.25806451612903225,0.5,0.36,0.37142857142857144,0.3474576271186441,0.25,0.5,1.0,0.17482517482517482,0.22764227642276422,2,0,0,0,0,0,False,False,False,False,False
Q15056,EIF4H,Eukaryotic translation initiation factor 4H,IF4H_HUMAN,1.007093622082239,0.0073810825587752,27385.06,0.41040462427745666,176.57067017711944,121.7135925292969,58.95953757225434,Sparse (<50%),0.41040462427745666,0.4476987447698745,0.37857142857142856,0.3142857142857143,0.8461538461538461,0.3114754098360656,0.34959349593495936,0.40559440559440557,0.5454545454545454,0.3333333333333333,0.5294117647058824,0.5357142857142857,0.33986928104575165,0.4375,0.44086021505376344,0.5,0.36,0.5285714285714286,0.4491525423728814,0.08333333333333333,1.0,1.0,0.40559440559440557,0.34959349593495936,4,0,1,0,0,0,False,False,False,False,False
Q15063,POSTN,Periostin,POSTN_HUMAN,0.8625340819636945,0.0016233766233766,93313.94,1.0,2460.662341218923,1998.460205078125,0.0,High (≥90%),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,2,9,2,9,2,True,True,True,True,True
Q15067,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,ACOX1_HUMAN,1.121506907787821,0.0073810825587752,74423.58,0.20616570327552985,160.78424656948198,91.22258758544922,79.38342967244701,Sparse (<50%),0.20616570327552985,0.26778242677824265,0.15357142857142858,0.17142857142857143,0.3076923076923077,0.06557377049180328,0.15447154471544716,0.24475524475524477,0.18181818181818182,0.3333333333333333,0.2647058823529412,0.42857142857142855,0.1895424836601307,0.19886363636363635,0.21505376344086022,0.75,0.06,0.24285714285714285,0.2457627118644068,0.08333333333333333,1.0,1.0,0.24475524475524477,0.15447154471544716,0,0,0,0,0,0,False,False,False,False,False
