PG.ProteinGroups,PG.Genes,PG.ProteinDescriptions,PG.ProteinNames,PG.CV,PG.Qvalue,PG.MolecularWeight,control_detected_samples,control_detection_rate,low_detected_samples,low_detection_rate,high_detected_samples,high_detection_rate
P48059,LIMS1,LIM and senescent cell antigen-like-containing domain protein 1,LIMS1_HUMAN,1.486884569741574,0.0016233766233766,37251.31,148,0.9673202614379085,177,0.9516129032258065,164,0.9318181818181818
P48061,CXCL12,Stromal cell-derived factor 1,SDF1_HUMAN,0.8309009570393694,0.0073810825587752,10665.84,143,0.934640522875817,179,0.9623655913978495,157,0.8920454545454546
P48426,PIP4K2A,Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha,PI42A_HUMAN,1.406080328910193,0.0040983606557377,46224.6,142,0.9281045751633987,168,0.9032258064516129,162,0.9204545454545454
P48454,PPP3CC,Serine/threonine-protein phosphatase 2B catalytic subunit gamma isoform,PP2BC_HUMAN,0.7034168689282024,0.0040983606557377,58129.37,120,0.7843137254901961,139,0.7473118279569892,135,0.7670454545454546
P48506,GCLC,Glutamate--cysteine ligase catalytic subunit,GSH1_HUMAN,0.9662809230021998,0.0016233766233766,72765.78,124,0.8104575163398693,157,0.8440860215053764,141,0.8011363636363636
P48507,GCLM,Glutamate--cysteine ligase regulatory subunit,GSH0_HUMAN,0.8484944116936859,0.0040983606557377,30727.05,128,0.8366013071895425,155,0.8333333333333334,138,0.7840909090909091
P48643,CCT5,T-complex protein 1 subunit epsilon,TCPE_HUMAN,1.29566643286659,0.0016233766233766,59671.01,141,0.9215686274509803,167,0.8978494623655914,153,0.8693181818181818
P48723,HSPA13,Heat shock 70 kDa protein 13,HSP13_HUMAN,0.5944025886579464,0.0073810825587752,51927.45,121,0.7908496732026143,147,0.7903225806451613,137,0.7784090909090909
P48735,IDH2,"Isocitrate dehydrogenase [NADP], mitochondrial",IDHP_HUMAN,2.089677234170604,0.0040983606557377,50909.27,143,0.934640522875817,176,0.946236559139785,165,0.9375
P48740,MASP1,Mannan-binding lectin serine protease 1,MASP1_HUMAN,0.5977731063240416,0.0040983606557377,79246.67,153,1.0,186,1.0,176,1.0
P48960,ADGRE5,Adhesion G protein-coupled receptor E5,AGRE5_HUMAN,0.5669435412300787,0.0040983606557377,91869.28,152,0.9934640522875817,182,0.978494623655914,172,0.9772727272727273
P49189,ALDH9A1,4-trimethylaminobutyraldehyde dehydrogenase,AL9A1_HUMAN,0.8219815989120415,0.0073810825587752,53801.9,120,0.7843137254901961,140,0.7526881720430108,136,0.7727272727272727
P49257,LMAN1,Protein ERGIC-53,LMAN1_HUMAN,0.7666779860633814,0.0058910162002945,57548.95,142,0.9281045751633987,175,0.9408602150537635,166,0.9431818181818182
P49327,FASN,Fatty acid synthase,FAS_HUMAN,1.685211315986427,0.0072727272727272,273426.6,130,0.8496732026143791,146,0.7849462365591398,139,0.7897727272727273
P49368,CCT3,T-complex protein 1 subunit gamma,TCPG_HUMAN,1.241402459202852,0.0016233766233766,60533.88,148,0.9673202614379085,176,0.946236559139785,163,0.9261363636363636
P49641,MAN2A2,Alpha-mannosidase 2x,MA2A2_HUMAN,0.5108746401288308,0.0016233766233766,130538.63,153,1.0,186,1.0,176,1.0
P49721,PSMB2,Proteasome subunit beta type-2,PSB2_HUMAN,0.9116220656151026,0.0073810825587752,22836.27,133,0.869281045751634,149,0.8010752688172043,140,0.7954545454545454
P49746,THBS3,Thrombospondin-3,TSP3_HUMAN,0.5784894637595405,0.0040983606557377,104201.21,153,1.0,186,1.0,176,1.0
P49747,COMP,Cartilage oligomeric matrix protein,COMP_HUMAN,0.5611680438706742,0.0040983606557377,82860.48,153,1.0,186,1.0,176,1.0
P49773,HINT1,Adenosine 5'-monophosphoramidase HINT1,HINT1_HUMAN,0.8819156365749063,0.0073810825587752,13801.9,123,0.803921568627451,147,0.7903225806451613,131,0.7443181818181818
P49908,SELENOP,Selenoprotein P,SEPP1_HUMAN,0.7435702222738411,0.0016233766233766,43173.64,153,1.0,186,1.0,176,1.0
P49913,CAMP,Cathelicidin antimicrobial peptide,CAMP_HUMAN,0.5815942976482961,0.0058910162002945,19301.38,153,1.0,186,1.0,176,1.0
P50148,GNAQ,Guanine nucleotide-binding protein G(q) subunit alpha,GNAQ_HUMAN,1.524434869002137,0.0072727272727272,42142.08,139,0.9084967320261438,168,0.9032258064516129,149,0.8465909090909091
P50225,SULT1A1,Sulfotransferase 1A1,ST1A1_HUMAN,2.088522373177706,0.0058910162002945,34165.34,129,0.8431372549019608,151,0.8118279569892473,150,0.8522727272727273
P50238,CRIP1,Cysteine-rich protein 1,CRIP1_HUMAN,0.6299975942572626,0.0073810825587752,8532.82,148,0.9673202614379085,182,0.978494623655914,170,0.9659090909090909
P50281,MMP14,Matrix metalloproteinase-14,MMP14_HUMAN,0.73701374339463,0.0040983606557377,65893.92,150,0.9803921568627451,185,0.9946236559139785,171,0.9715909090909091
P50395,GDI2,Rab GDP dissociation inhibitor beta,GDIB_HUMAN,1.260251355463174,0.0016233766233766,50663.24,153,1.0,186,1.0,176,1.0
P50502,ST13,Hsc70-interacting protein,F10A1_HUMAN,0.7082902012187398,0.0040983606557377,41331.69,153,1.0,186,1.0,174,0.9886363636363636
P50552,VASP,Vasodilator-stimulated phosphoprotein,VASP_HUMAN,2.305277406654644,0.0040983606557377,39829.72,122,0.7973856209150327,150,0.8064516129032258,136,0.7727272727272727
P50570,DNM2,Dynamin-2,DYN2_HUMAN,1.029775471949646,0.0040983606557377,98064.31,145,0.9477124183006536,177,0.9516129032258065,154,0.875
P50591,TNFSF10,Tumor necrosis factor ligand superfamily member 10,TNF10_HUMAN,0.5055896142495493,0.0016233766233766,32508.89,115,0.7516339869281046,148,0.7956989247311828,124,0.7045454545454546
P50895,BCAM,Basal cell adhesion molecule,BCAM_HUMAN,0.8258492280826126,0.0016233766233766,67404.79,152,0.9934640522875817,186,1.0,176,1.0
P50990,CCT8,T-complex protein 1 subunit theta,TCPQ_HUMAN,2.372451694398196,0.0040983606557377,59620.58,151,0.9869281045751634,183,0.9838709677419355,175,0.9943181818181818
P50991,CCT4,T-complex protein 1 subunit delta,TCPD_HUMAN,1.798928267593722,0.0040983606557377,57924.23,149,0.9738562091503268,179,0.9623655913978495,167,0.9488636363636364
P50995,ANXA11,Annexin A11,ANX11_HUMAN,1.677756534713187,0.0016233766233766,54389.71,110,0.7189542483660131,145,0.7795698924731183,127,0.7215909090909091
P51148,RAB5C,Ras-related protein Rab-5C,RAB5C_HUMAN,0.7796587240325571,0.0072727272727272,23482.55,133,0.869281045751634,170,0.9139784946236559,154,0.875
P51149,RAB7A,Ras-related protein Rab-7a,RAB7A_HUMAN,1.341774889507556,0.0016233766233766,23489.74,153,1.0,185,0.9946236559139785,175,0.9943181818181818
P51659,HSD17B4,Peroxisomal multifunctional enzyme type 2,DHB4_HUMAN,2.558042817041557,0.0040983606557377,79686.35,123,0.803921568627451,138,0.7419354838709677,138,0.7840909090909091
P51665,PSMD7,26S proteasome non-ATPase regulatory subunit 7,PSMD7_HUMAN,0.9092408320875563,0.006765899864682,37025.4,112,0.7320261437908496,131,0.7043010752688172,124,0.7045454545454546
P51693,APLP1,Amyloid beta precursor like protein 1,APLP1_HUMAN,0.6872046811255418,0.0030581039755351,72176.39,153,1.0,186,1.0,176,1.0
P51884,LUM,Lumican,LUM_HUMAN,0.5282981537670397,0.0072727272727272,38429.01,153,1.0,186,1.0,176,1.0
P51888,PRELP,Prolargin,PRELP_HUMAN,0.6474620224035298,0.0058910162002945,43809.89,147,0.9607843137254902,183,0.9838709677419355,168,0.9545454545454546
P52209,PGD,"6-phosphogluconate dehydrogenase, decarboxylating",6PGD_HUMAN,1.742032776397952,0.0030581039755351,53139.98,149,0.9738562091503268,182,0.978494623655914,171,0.9715909090909091
P52565,ARHGDIA,Rho GDP-dissociation inhibitor 1,GDIR1_HUMAN,1.103584737495282,0.0040983606557377,23207.1,149,0.9738562091503268,175,0.9408602150537635,168,0.9545454545454546
P52566,ARHGDIB,Rho GDP-dissociation inhibitor 2,GDIR2_HUMAN,1.713360961860781,0.0072727272727272,22988,153,1.0,184,0.989247311827957,171,0.9715909090909091
P52907,CAPZA1,F-actin-capping protein subunit alpha-1,CAZA1_HUMAN,1.653034023459374,0.0016233766233766,32922.77,153,1.0,185,0.9946236559139785,174,0.9886363636363636
P52943,CRIP2,Cysteine-rich protein 2,CRIP2_HUMAN,0.5246065930598559,0.0016233766233766,22492.71,151,0.9869281045751634,186,1.0,171,0.9715909090909091
P53004,BLVRA,Biliverdin reductase A,BIEA_HUMAN,1.106453500502318,0.0030581039755351,33428.49,143,0.934640522875817,165,0.8870967741935484,145,0.8238636363636364
P53367,ARFIP1,Arfaptin-1,ARFP1_HUMAN,0.7471902078096139,0.0073810825587752,41738.27,124,0.8104575163398693,148,0.7956989247311828,133,0.7556818181818182
P53396,ACLY,ATP-citrate synthase,ACLY_HUMAN,2.123203802740056,0.0040983606557377,120839.22,147,0.9607843137254902,172,0.9247311827956989,155,0.8806818181818182
P53621,COPA,Coatomer subunit alpha,COPA_HUMAN,5.152174216491301,0.0058910162002945,138345.76,119,0.7777777777777778,145,0.7795698924731183,138,0.7840909090909091
P53634,CTSC,Dipeptidyl peptidase 1,CATC_HUMAN,0.6763802213521257,0.0016233766233766,51853.82,153,1.0,186,1.0,176,1.0
P53675,CLTCL1,Clathrin heavy chain 2,CLH2_HUMAN,2.041714668860772,0.0072727272727272,187029.9,152,0.9934640522875817,181,0.9731182795698925,170,0.9659090909090909
P53990,IST1,IST1 homolog,IST1_HUMAN,0.8104360640839169,0.0073810825587752,39750.51,119,0.7777777777777778,143,0.7688172043010753,127,0.7215909090909091
P54105,CLNS1A,Methylosome subunit pICln,ICLN_HUMAN,1.059627352095185,0.0040983606557377,26215.31,151,0.9869281045751634,179,0.9623655913978495,165,0.9375
P54577,YARS1,"Tyrosine--tRNA ligase, cytoplasmic",SYYC_HUMAN,1.013850385817495,0.006765899864682,59143.47,136,0.8888888888888888,159,0.8548387096774194,154,0.875
P54578,USP14,Ubiquitin carboxyl-terminal hydrolase 14,UBP14_HUMAN,0.9600675815372748,0.0016233766233766,56069.07,149,0.9738562091503268,179,0.9623655913978495,164,0.9318181818181818
P54920,NAPA,Alpha-soluble NSF attachment protein,SNAA_HUMAN,0.9529665852795028,0.0016233766233766,33232.72,152,0.9934640522875817,183,0.9838709677419355,172,0.9772727272727273
P55010,EIF5,Eukaryotic translation initiation factor 5,IF5_HUMAN,1.747876355737499,0.0072727272727272,49222.72,129,0.8431372549019608,157,0.8440860215053764,143,0.8125
P55056,APOC4,Apolipoprotein C-IV,APOC4_HUMAN,0.5972275213099731,0.0040983606557377,14553.04,153,1.0,186,1.0,176,1.0
P55058,PLTP,Phospholipid transfer protein,PLTP_HUMAN,0.7298989787580441,0.0016233766233766,54739.43,153,1.0,186,1.0,176,1.0
P55060,CSE1L,Exportin-2,XPO2_HUMAN,1.072955104745639,0.0072727272727272,110416.61,153,1.0,186,1.0,176,1.0
P55072,VCP,Transitional endoplasmic reticulum ATPase,TERA_HUMAN,1.137505207815788,0.0016233766233766,89321.8,153,1.0,186,1.0,176,1.0
P55103,INHBC,Inhibin beta C chain,INHBC_HUMAN,0.5367674300575638,0.0058910162002945,38237.86,153,1.0,186,1.0,176,1.0
P55157,MTTP,Microsomal triglyceride transfer protein large subunit,MTP_HUMAN,0.8458901972674278,0.0016233766233766,99351.2,144,0.9411764705882353,180,0.967741935483871,166,0.9431818181818182
P55160,NCKAP1L,Nck-associated protein 1-like,NCKPL_HUMAN,2.571228389204369,0.0072727272727272,128153.35,120,0.7843137254901961,160,0.8602150537634409,150,0.8522727272727273
P55209,NAP1L1,Nucleosome assembly protein 1-like 1,NP1L1_HUMAN,1.123862879846183,0.0016233766233766,45374.15,153,1.0,185,0.9946236559139785,175,0.9943181818181818
P55268,LAMB2,Laminin subunit beta-2,LAMB2_HUMAN,0.6448866363974797,0.0072727272727272,195981.06,152,0.9934640522875817,186,1.0,176,1.0
P55285,CDH6,Cadherin-6,CADH6_HUMAN,0.6458924439250379,0.0016233766233766,88308.64,153,1.0,186,1.0,175,0.9943181818181818
P55287,CDH11,Cadherin-11,CAD11_HUMAN,0.6602716702867419,0.0040983606557377,87965.33,151,0.9869281045751634,186,1.0,174,0.9886363636363636
P55290,CDH13,Cadherin-13,CAD13_HUMAN,0.511570036242433,0.0016233766233766,78286.85,153,1.0,186,1.0,176,1.0
P55291,CDH15,Cadherin-15,CAD15_HUMAN,1.131504407132558,0.0040983606557377,88915.94,149,0.9738562091503268,177,0.9516129032258065,169,0.9602272727272727
P55786,NPEPPS,Puromycin-sensitive aminopeptidase,PSA_HUMAN,1.377234976022881,0.0016233766233766,103276.31,142,0.9281045751633987,171,0.9193548387096774,151,0.8579545454545454
P56199,ITGA1,Integrin alpha-1,ITA1_HUMAN,10.30575151067356,0.0016233766233766,130847.78,146,0.954248366013072,180,0.967741935483871,167,0.9488636363636364
P56715,RP1,Oxygen-regulated protein 1,RP1_HUMAN,0.5068401319536673,0.0073810825587752,240661.28,148,0.9673202614379085,184,0.989247311827957,171,0.9715909090909091
P58166,INHBE,Inhibin beta E chain,INHBE_HUMAN,0.5500167522883843,0.0016233766233766,38561.36,153,1.0,186,1.0,175,0.9943181818181818
P58335,ANTXR2,Anthrax toxin receptor 2,ANTR2_HUMAN,0.6987770180869081,0.0040983606557377,53666.17,153,1.0,186,1.0,176,1.0
P58546,MTPN,Myotrophin,MTPN_HUMAN,1.260682907654812,0.0040983606557377,12894.78,140,0.9150326797385621,165,0.8870967741935484,155,0.8806818181818182
P59768,GNG2,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2,GBG2_HUMAN,0.5938830494149703,0.0072727272727272,7850.14,142,0.9281045751633987,173,0.9301075268817204,139,0.7897727272727273
P59998,ARPC4,Actin-related protein 2/3 complex subunit 4,ARPC4_HUMAN,2.049041284220023,0.0040983606557377,19667.01,153,1.0,186,1.0,175,0.9943181818181818
P60033,CD81,CD81 antigen,CD81_HUMAN,0.5813348477843788,0.0040983606557377,25809.4,151,0.9869281045751634,183,0.9838709677419355,171,0.9715909090909091
P60174,TPI1,Triosephosphate isomerase,TPIS_HUMAN,1.307736730693214,0.0040983606557377,26669.48,142,0.9281045751633987,172,0.9247311827956989,149,0.8465909090909091
P60520,GABARAPL2,Gamma-aminobutyric acid receptor-associated protein-like 2,GBRL2_HUMAN,0.59835853968637,0.0072727272727272,13666.83,134,0.8758169934640523,161,0.8655913978494624,143,0.8125
P60660,MYL6,Myosin light polypeptide 6,MYL6_HUMAN,2.406738224015755,0.0058910162002945,16930.05,153,1.0,186,1.0,175,0.9943181818181818
P60709,ACTB,"Actin, cytoplasmic 1",ACTB_HUMAN,1.994797616405784,0.0016233766233766,41736.73,153,1.0,186,1.0,176,1.0
P60842,EIF4A1,Eukaryotic initiation factor 4A-I,IF4A1_HUMAN,1.602960135678227,0.0048740861088545,46153.93,149,0.9738562091503268,182,0.978494623655914,171,0.9715909090909091
P60891,PRPS1,Ribose-phosphate pyrophosphokinase 1,PRPS1_HUMAN,0.9054948529945652,0.0016233766233766,34834.23,153,1.0,185,0.9946236559139785,173,0.9829545454545454
P60900,PSMA6,Proteasome subunit alpha type-6,PSA6_HUMAN,0.8294134984034095,0.0016233766233766,27399.45,143,0.934640522875817,171,0.9193548387096774,157,0.8920454545454546
P60903,S100A10,Protein S100-A10,S10AA_HUMAN,0.6202417222262551,0.0072727272727272,11203.1,131,0.8562091503267973,154,0.8279569892473119,147,0.8352272727272727
P60953,CDC42,Cell division control protein 42 homolog,CDC42_HUMAN,0.9297043858441096,0.0016233766233766,21258.6,153,1.0,186,1.0,175,0.9943181818181818
P60985,KRTDAP,Keratinocyte differentiation-associated protein,KTDAP_HUMAN,0.7246655779718415,0.0040983606557377,11049.77,153,1.0,186,1.0,176,1.0
P61006,RAB8A,Ras-related protein Rab-8A,RAB8A_HUMAN,1.218461212740491,0.0072727272727272,23668.2,147,0.9607843137254902,179,0.9623655913978495,165,0.9375
P61019,RAB2A,Ras-related protein Rab-2A,RAB2A_HUMAN,1.290041800224032,0.0016233766233766,23545.55,127,0.8300653594771242,163,0.8763440860215054,149,0.8465909090909091
P61020,RAB5B,Ras-related protein Rab-5B,RAB5B_HUMAN,0.7218944933449263,0.0016233766233766,23706.8,141,0.9215686274509803,172,0.9247311827956989,154,0.875
P61026,RAB10,Ras-related protein Rab-10,RAB10_HUMAN,1.26511511534347,0.0072727272727272,22540.93,153,1.0,186,1.0,176,1.0
P61088,UBE2N,Ubiquitin-conjugating enzyme E2 N,UBE2N_HUMAN,1.075992278430292,0.0016233766233766,17137.82,146,0.954248366013072,171,0.9193548387096774,159,0.9034090909090909
P61106,RAB14,Ras-related protein Rab-14,RAB14_HUMAN,1.497028453294677,0.0016233766233766,23896.94,149,0.9738562091503268,184,0.989247311827957,173,0.9829545454545454
P61158,ACTR3,Actin-related protein 3,ARP3_HUMAN,1.80789058844522,0.0072727272727272,47371.17,151,0.9869281045751634,181,0.9731182795698925,169,0.9602272727272727
P61160,ACTR2,Actin-related protein 2,ARP2_HUMAN,1.863785761556587,0.0040983606557377,44760.78,152,0.9934640522875817,184,0.989247311827957,170,0.9659090909090909
P61224,RAP1B,Ras-related protein Rap-1b,RAP1B_HUMAN,1.700947483797497,0.0016233766233766,20824.78,153,1.0,186,1.0,176,1.0
P61225,RAP2B,Ras-related protein Rap-2b,RAP2B_HUMAN,0.7262042251333559,0.0040983606557377,20504.35,150,0.9803921568627451,180,0.967741935483871,169,0.9602272727272727
P61586,RHOA,Transforming protein RhoA,RHOA_HUMAN,0.8083217706501887,0.0072727272727272,21768.12,149,0.9738562091503268,185,0.9946236559139785,170,0.9659090909090909
P61604,HSPE1,"10 kDa heat shock protein, mitochondrial",CH10_HUMAN,1.530557918060695,0.0073810825587752,10931.69,131,0.8562091503267973,153,0.8225806451612904,138,0.7840909090909091
P61626,LYZ,Lysozyme C,LYSC_HUMAN,0.6524791396893884,0.0058910162002945,16537.01,153,1.0,186,1.0,176,1.0
P61769,B2M,Beta-2-microglobulin,B2MG_HUMAN,0.6332256746953043,0.0040983606557377,13714.56,153,1.0,186,1.0,176,1.0
P61978,HNRNPK,Heterogeneous nuclear ribonucleoprotein K,HNRPK_HUMAN,1.259665094110824,0.0016233766233766,50976.24,142,0.9281045751633987,177,0.9516129032258065,165,0.9375
P61981,YWHAG,14-3-3 protein gamma,1433G_HUMAN,1.86456336476618,0.0040983606557377,28302.59,141,0.9215686274509803,173,0.9301075268817204,155,0.8806818181818182
P62081,RPS7,Small ribosomal subunit protein eS7,RS7_HUMAN,1.510786649173631,0.0040983606557377,22126.85,131,0.8562091503267973,154,0.8279569892473119,138,0.7840909090909091
P62136,PPP1CA,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit,PP1A_HUMAN,1.278133146928802,0.0040983606557377,37512.07,131,0.8562091503267973,155,0.8333333333333334,143,0.8125
P62191,PSMC1,26S proteasome regulatory subunit 4,PRS4_HUMAN,5.102218126252256,0.0040983606557377,49184.51,135,0.8823529411764706,167,0.8978494623655914,146,0.8295454545454546
P62195,PSMC5,26S proteasome regulatory subunit 8,PRS8_HUMAN,1.030123821782879,0.0016233766233766,45626,144,0.9411764705882353,173,0.9301075268817204,159,0.9034090909090909
P62258,YWHAE,14-3-3 protein epsilon,1433E_HUMAN,1.402510983235872,0.0016233766233766,29173.89,152,0.9934640522875817,186,1.0,175,0.9943181818181818
P62328,TMSB4X,Thymosin beta-4,TYB4_HUMAN,1.237268865122128,0.0016233766233766,5052.65,153,1.0,183,0.9838709677419355,175,0.9943181818181818
P62330,ARF6,ADP-ribosylation factor 6,ARF6_HUMAN,0.775445515465117,0.0016233766233766,20082.15,133,0.869281045751634,170,0.9139784946236559,159,0.9034090909090909
P62333,PSMC6,26S proteasome regulatory subunit 10B,PRS10_HUMAN,1.04694938914657,0.0040983606557377,44172.98,133,0.869281045751634,163,0.8763440860215054,145,0.8238636363636364
P62736,ACTA2,"Actin, aortic smooth muscle",ACTA_HUMAN,1.884846137148327,0.0040983606557377,42008.95,153,1.0,186,1.0,176,1.0
P62805,H4C16,Histone H4,H4_HUMAN,1.273537069926574,0.0040983606557377,11367.34,153,1.0,186,1.0,176,1.0
P62820,RAB1A,Ras-related protein Rab-1A,RAB1A_HUMAN,1.142657614810305,0.0072727272727272,22677.75,125,0.8169934640522876,153,0.8225806451612904,135,0.7670454545454546
P62826,RAN,GTP-binding nuclear protein Ran,RAN_HUMAN,1.149080073898171,0.0016233766233766,24423.1,153,1.0,186,1.0,176,1.0
P62834,RAP1A,Ras-related protein Rap-1A,RAP1A_HUMAN,0.7431954060161187,0.0073810825587752,20987.18,138,0.9019607843137255,166,0.8924731182795699,156,0.8863636363636364
P62879,GNB2,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2,GBB2_HUMAN,0.8845074202801481,0.006765899864682,37331.03,153,1.0,186,1.0,176,1.0
P62906,RPL10A,Large ribosomal subunit protein uL1,RL10A_HUMAN,0.9458865560427456,0.0072727272727272,24831.3,113,0.738562091503268,139,0.7473118279569892,129,0.7329545454545454
P62937,PPIA,Peptidyl-prolyl cis-trans isomerase A,PPIA_HUMAN,1.504138326691934,0.0040983606557377,18012.49,153,1.0,186,1.0,176,1.0
P62942,FKBP1A,Peptidyl-prolyl cis-trans isomerase FKBP1A,FKB1A_HUMAN,1.710667353694407,0.0073810825587752,11950.7,148,0.9673202614379085,175,0.9408602150537635,164,0.9318181818181818
P62979,RPS27A,Ubiquitin-ribosomal protein eS31 fusion protein,RS27A_HUMAN,0.7959477300506625,0.006765899864682,17964.91,153,1.0,186,1.0,176,1.0
P62993,GRB2,Growth factor receptor-bound protein 2,GRB2_HUMAN,1.788764279512792,0.006765899864682,25206.35,117,0.7647058823529411,145,0.7795698924731183,129,0.7329545454545454
P63000,RAC1,Ras-related C3 botulinum toxin substrate 1,RAC1_HUMAN,0.5641715721066553,0.0072727272727272,21450.1,144,0.9411764705882353,178,0.956989247311828,162,0.9204545454545454
P63010,AP2B1,AP-2 complex subunit beta,AP2B1_HUMAN,1.360253439643137,0.0040983606557377,104552.56,141,0.9215686274509803,171,0.9193548387096774,150,0.8522727272727273
P63104,YWHAZ,14-3-3 protein zeta/delta,1433Z_HUMAN,1.960301300526964,0.0040983606557377,27745.1,153,1.0,186,1.0,176,1.0
P63208,SKP1,S-phase kinase-associated protein 1,SKP1_HUMAN,0.8212031679635358,0.0040983606557377,18658,121,0.7908496732026143,154,0.8279569892473119,133,0.7556818181818182
P63218,GNG5,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5,GBG5_HUMAN,0.8552963199852196,0.0073810825587752,7318.47,137,0.8954248366013072,172,0.9247311827956989,152,0.8636363636363636
P63241,EIF5A,Eukaryotic translation initiation factor 5A-1,IF5A1_HUMAN,0.9170899430068316,0.0040983606557377,16832.25,153,1.0,186,1.0,176,1.0
P63313,TMSB10,Thymosin beta-10,TYB10_HUMAN,1.372854977309626,0.0073810825587752,5025.67,149,0.9738562091503268,174,0.9354838709677419,158,0.8977272727272727
P67775,PPP2CA,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform,PP2AA_HUMAN,0.8282917445774354,0.0040983606557377,35594.19,140,0.9150326797385621,160,0.8602150537634409,146,0.8295454545454546
P67936,TPM4,Tropomyosin alpha-4 chain,TPM4_HUMAN,3.019047758434341,0.0040983606557377,28521.81,153,1.0,186,1.0,175,0.9943181818181818
P68036,UBE2L3,Ubiquitin-conjugating enzyme E2 L3,UB2L3_HUMAN,1.19859385668386,0.0040983606557377,17861.58,132,0.8627450980392157,160,0.8602150537634409,131,0.7443181818181818
P68104;Q5VTE0,EEF1A1;EEF1A1P5,Elongation factor 1-alpha 1;Putative elongation factor 1-alpha-like 3,EF1A1_HUMAN;EF1A3_HUMAN,1.116815286990525,0.0040983606557377,50140.86;50185.02,153,1.0,186,1.0,176,1.0
P68363,TUBA1B,Tubulin alpha-1B chain,TBA1B_HUMAN,1.818567159570232,0.0040983606557377,50151.63,153,1.0,186,1.0,176,1.0
P68366,TUBA4A,Tubulin alpha-4A chain,TBA4A_HUMAN,2.078221814899955,0.0016233766233766,49924.4,153,1.0,186,1.0,175,0.9943181818181818
P68371,TUBB4B,Tubulin beta-4B chain,TBB4B_HUMAN,1.544666594014535,0.0016233766233766,49831,153,1.0,186,1.0,176,1.0
P68402,PAFAH1B2,Platelet-activating factor acetylhydrolase IB subunit alpha2,PA1B2_HUMAN,0.8213437800919381,0.0072727272727272,25569.27,144,0.9411764705882353,172,0.9247311827956989,159,0.9034090909090909
P68431,H3C12,Histone H3.1,H31_HUMAN,1.136097831592483,0.0016233766233766,15404.08,153,1.0,186,1.0,176,1.0
P68871,HBB,Hemoglobin subunit beta,HBB_HUMAN,1.192880943212509,0.006765899864682,15998.4,153,1.0,186,1.0,176,1.0
P69891,HBG1,Hemoglobin subunit gamma-1,HBG1_HUMAN,1.262118708017271,0.0040983606557377,16128.41,153,1.0,186,1.0,176,1.0
P69892,HBG2,Hemoglobin subunit gamma-2,HBG2_HUMAN,2.179182030232157,0.0016233766233766,16126.44,142,0.9281045751633987,180,0.967741935483871,166,0.9431818181818182
P69905,HBA2,Hemoglobin subunit alpha,HBA_HUMAN,1.26192079997316,0.0016233766233766,15257.54,153,1.0,186,1.0,176,1.0
P78324;Q5TFQ8,SIRPA;SIRPB1,Tyrosine-protein phosphatase non-receptor type substrate 1;Signal-regulatory protein beta-1 isoform 3,SHPS1_HUMAN;SIRBL_HUMAN,1.65612250044948,0.0040983606557377,54966.85;43359.26,129,0.8431372549019608,163,0.8763440860215054,151,0.8579545454545454
P78371,CCT2,T-complex protein 1 subunit beta,TCPB_HUMAN,1.276726061289626,0.0016233766233766,57488.21,150,0.9803921568627451,181,0.9731182795698925,166,0.9431818181818182
P78417,GSTO1,Glutathione S-transferase omega-1,GSTO1_HUMAN,1.733645699634552,0.0040983606557377,27565.85,153,1.0,186,1.0,173,0.9829545454545454
P78423,CX3CL1,Fractalkine,X3CL1_HUMAN,0.9361749374539766,0.0016233766233766,42202.65,153,1.0,185,0.9946236559139785,176,1.0
P78509,RELN,Reelin,RELN_HUMAN,0.694332671664534,0.0016233766233766,388387.55,153,1.0,186,1.0,176,1.0
P78527,PRKDC,DNA-dependent protein kinase catalytic subunit,PRKDC_HUMAN,0.98258764539607,0.0073810825587752,469088.82,118,0.7712418300653595,158,0.8494623655913979,143,0.8125
P78539,SRPX,Sushi repeat-containing protein SRPX,SRPX_HUMAN,0.5278290084267603,0.0016233766233766,51571.92,153,1.0,185,0.9946236559139785,176,1.0
P80108,GPLD1,Phosphatidylinositol-glycan-specific phospholipase D,PHLD_HUMAN,0.5131877786566021,0.0016233766233766,92336.44,153,1.0,186,1.0,176,1.0
P80303,NUCB2,Nucleobindin-2,NUCB2_HUMAN,0.7550061117787726,0.0073810825587752,50222.72,130,0.8496732026143791,144,0.7741935483870968,130,0.7386363636363636
P80511,S100A12,Protein S100-A12,S10AC_HUMAN,2.154985808692529,0.0072727272727272,10575.04,140,0.9150326797385621,163,0.8763440860215054,155,0.8806818181818182
P80723,BASP1,Brain acid soluble protein 1,BASP1_HUMAN,0.824855255195472,0.0016233766233766,22693.41,151,0.9869281045751634,178,0.956989247311828,170,0.9659090909090909
P80748,IGLV3-21,Immunoglobulin lambda variable 3-21,LV321_HUMAN,1.480498700712723,0.0072727272727272,12445.73,142,0.9281045751633987,161,0.8655913978494624,152,0.8636363636363636
P81605,DCD,Dermcidin,DCD_HUMAN,0.7579389436430387,0.0073810825587752,11283.86,153,1.0,186,1.0,176,1.0
