PG.ProteinGroups,PG.Genes,PG.ProteinDescriptions,PG.ProteinNames,PG.CV,PG.Qvalue,PG.MolecularWeight,detected_samples,missing_pct,median_positive_abundance
P58546,MTPN,Myotrophin,MTPN_HUMAN,1.260682907654812,0.0040983606557377,12894.78,463,10.789980732177264,232.0763092041016
P59768,GNG2,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2,GBG2_HUMAN,0.5938830494149703,0.0072727272727272,7850.14,458,11.753371868978805,266.814208984375
P59780,AP3S2,AP-3 complex subunit sigma-2,AP3S2_HUMAN,1.100832431410549,0.0073810825587752,22017.43,116,77.64932562620423,250.14170837402344
P59998,ARPC4,Actin-related protein 2/3 complex subunit 4,ARPC4_HUMAN,2.049041284220023,0.0040983606557377,19667.01,518,0.1926782273603083,476.08351135253906
P60033,CD81,CD81 antigen,CD81_HUMAN,0.5813348477843788,0.0040983606557377,25809.4,509,1.9267822736030826,1783.558837890625
P60174,TPI1,Triosephosphate isomerase,TPIS_HUMAN,1.307736730693214,0.0040983606557377,26669.48,467,10.01926782273603,131.8126831054688
P60228,EIF3E,Eukaryotic translation initiation factor 3 subunit E,EIF3E_HUMAN,0.9296797092672088,0.0072727272727272,52220.81,219,57.80346820809249,46.58703231811523
P60520,GABARAPL2,Gamma-aminobutyric acid receptor-associated protein-like 2,GBRL2_HUMAN,0.59835853968637,0.0072727272727272,13666.83,442,14.836223506743737,149.54634857177734
P60660,MYL6,Myosin light polypeptide 6,MYL6_HUMAN,2.406738224015755,0.0058910162002945,16930.05,518,0.1926782273603083,778.7884216308594
P60709,ACTB,"Actin, cytoplasmic 1",ACTB_HUMAN,1.994797616405784,0.0016233766233766,41736.73,519,0.0,15461.744140625
P60842,EIF4A1,Eukaryotic initiation factor 4A-I,IF4A1_HUMAN,1.602960135678227,0.0048740861088545,46153.93,506,2.5048169556840074,170.63179779052734
P60866,RPS20,Small ribosomal subunit protein uS10,RS20_HUMAN,0.791432345903621,0.0072727272727272,13372.71,248,52.215799614643544,150.6058349609375
P60891,PRPS1,Ribose-phosphate pyrophosphokinase 1,PRPS1_HUMAN,0.9054948529945652,0.0016233766233766,34834.23,515,0.7707129094412332,360.0940551757812
P60900,PSMA6,Proteasome subunit alpha type-6,PSA6_HUMAN,0.8294134984034095,0.0016233766233766,27399.45,475,8.477842003853564,193.1639404296875
P60903,S100A10,Protein S100-A10,S10AA_HUMAN,0.6202417222262551,0.0072727272727272,11203.1,435,16.184971098265898,296.3720703125
P60953,CDC42,Cell division control protein 42 homolog,CDC42_HUMAN,0.9297043858441096,0.0016233766233766,21258.6,518,0.1926782273603083,462.91285705566406
P60981,DSTN,Destrin,DEST_HUMAN,1.353758878675527,0.0016233766233766,18505.72,353,31.984585741811177,191.066635131836
P60985,KRTDAP,Keratinocyte differentiation-associated protein,KTDAP_HUMAN,0.7246655779718415,0.0040983606557377,11049.77,519,0.0,2298.591796875
P61006,RAB8A,Ras-related protein Rab-8A,RAB8A_HUMAN,1.218461212740491,0.0072727272727272,23668.2,495,4.624277456647398,225.2147674560547
P61009,SPCS3,Signal peptidase complex subunit 3,SPCS3_HUMAN,1.222748732568894,0.0072727272727272,20313.4,106,79.57610789980733,86.13552856445312
P61011,SRP54,Signal recognition particle subunit SRP54,SRP54_HUMAN,1.758882964019419,0.0080321285140562,55704.71,57,89.01734104046243,45.04123306274414
P61018,RAB4B,Ras-related protein Rab-4B,RAB4B_HUMAN,0.8137711231029934,0.0040983606557377,23586.72,307,40.847784200385355,94.86213684082033
P61019,RAB2A,Ras-related protein Rab-2A,RAB2A_HUMAN,1.290041800224032,0.0016233766233766,23545.55,443,14.64354527938343,131.6673736572266
P61020,RAB5B,Ras-related protein Rab-5B,RAB5B_HUMAN,0.7218944933449263,0.0016233766233766,23706.8,471,9.248554913294797,139.2920837402344
P61026,RAB10,Ras-related protein Rab-10,RAB10_HUMAN,1.26511511534347,0.0072727272727272,22540.93,519,0.0,2523.790771484375
P61073,CXCR4,C-X-C chemokine receptor type 4,CXCR4_HUMAN,0.9047299548138192,0.0073810825587752,39745.51,84,83.8150289017341,81.27237319946289
P61077,UBE2D3,Ubiquitin-conjugating enzyme E2 D3,UB2D3_HUMAN,1.218282119419319,0.0040983606557377,16687.16,263,49.32562620423892,155.64453125
P61081,UBE2M,NEDD8-conjugating enzyme Ubc12,UBC12_HUMAN,2.17984911633085,0.0072727272727272,20899.97,158,69.55684007707129,92.72139739990234
P61086,UBE2K,Ubiquitin-conjugating enzyme E2 K,UBE2K_HUMAN,1.135141004558271,0.0073810825587752,22406.65,248,52.215799614643544,103.10907745361325
P61088,UBE2N,Ubiquitin-conjugating enzyme E2 N,UBE2N_HUMAN,1.075992278430292,0.0016233766233766,17137.82,480,7.514450867052023,352.9439392089844
P61106,RAB14,Ras-related protein Rab-14,RAB14_HUMAN,1.497028453294677,0.0016233766233766,23896.94,510,1.7341040462427744,248.3337173461914
P61158,ACTR3,Actin-related protein 3,ARP3_HUMAN,1.80789058844522,0.0072727272727272,47371.17,505,2.697495183044316,193.1965026855469
P61160,ACTR2,Actin-related protein 2,ARP2_HUMAN,1.863785761556587,0.0040983606557377,44760.78,510,1.7341040462427744,322.53822326660156
P61163,ACTR1A,Alpha-centractin,ACTZ_HUMAN,4.691157035870417,0.0073810825587752,42613.74,202,61.078998073217726,117.9551696777344
P61201,COPS2,COP9 signalosome complex subunit 2,CSN2_HUMAN,2.429696492533512,0.0030581039755351,51596.68,331,36.22350674373796,91.36974334716795
P61221,ABCE1,ATP-binding cassette sub-family E member 1,ABCE1_HUMAN,0.8972111433437787,0.0073810825587752,67314.33,110,78.80539499036608,53.80458068847656
P61224,RAP1B,Ras-related protein Rap-1b,RAP1B_HUMAN,1.700947483797497,0.0016233766233766,20824.78,519,0.0,4948.15185546875
P61225,RAP2B,Ras-related protein Rap-2b,RAP2B_HUMAN,0.7262042251333559,0.0040983606557377,20504.35,503,3.0828516377649327,921.1005249023438
P61247,RPS3A,Small ribosomal subunit protein eS1,RS3A_HUMAN,1.374084736393114,0.0073810825587752,29944.91,221,57.41811175337187,142.9891052246094
P61254;Q9UNX3,RPL26;RPL26L1,Large ribosomal subunit protein uL24;Ribosomal protein uL24-like,RL26_HUMAN;RL26L_HUMAN,2.957259810487076,0.0073810825587752,17258.21;17256.23,147,71.67630057803468,160.1638641357422
P61313,RPL15,Large ribosomal subunit protein eL15,RL15_HUMAN,0.9805104155118542,0.0073810825587752,24146.07,225,56.64739884393064,99.3045425415039
P61353,RPL27,Large ribosomal subunit protein eL27,RL27_HUMAN,0.9208910204614856,0.0073810825587752,15797.72,317,38.921001926782274,123.7363052368164
P61421,ATP6V0D1,V-type proton ATPase subunit d 1,VA0D1_HUMAN,0.9599422444884798,0.0072727272727272,40329.09,343,33.911368015414254,99.1807861328125
P61513,RPL37A,Large ribosomal subunit protein eL43,RL37A_HUMAN,1.603214868578135,0.0073810825587752,10275.25,133,74.373795761079,187.5469970703125
P61586,RHOA,Transforming protein RhoA,RHOA_HUMAN,0.8083217706501887,0.0072727272727272,21768.12,508,2.119460500963391,411.9604797363281
P61601,NCALD,Neurocalcin-delta,NCALD_HUMAN,1.700177240290816,0.0078146052277014,22245.23,4,99.22928709055877,292.89686584472656
P61604,HSPE1,"10 kDa heat shock protein, mitochondrial",CH10_HUMAN,1.530557918060695,0.0073810825587752,10931.69,426,17.91907514450867,498.43841552734375
P61626,LYZ,Lysozyme C,LYSC_HUMAN,0.6524791396893884,0.0058910162002945,16537.01,519,0.0,1534.284423828125
P61758,VBP1,Prefoldin subunit 3,PFD3_HUMAN,0.9547820778284092,0.0073810825587752,22625.89,90,82.65895953757226,46.30087852478027
P61764,STXBP1,Syntaxin-binding protein 1,STXB1_HUMAN,1.435127179438828,0.0073810825587752,67568.71,110,78.80539499036608,49.15086936950684
P61769,B2M,Beta-2-microglobulin,B2MG_HUMAN,0.6332256746953043,0.0040983606557377,13714.56,519,0.0,1761.955322265625
P61803,DAD1,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1,DAD1_HUMAN,1.24349672880169,0.0073810825587752,12496.71,68,86.89788053949904,96.2488899230957
P61923,COPZ1,Coatomer subunit zeta-1,COPZ1_HUMAN,1.073401879612761,0.0073810825587752,20198.22,202,61.078998073217726,97.84589767456055
P61952,GNG11,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-11,GBG11_HUMAN,1.33764298552236,0.0073810825587752,8480.77,352,32.177263969171484,121.52741622924805
P61960,UFM1,Ubiquitin-fold modifier 1,UFM1_HUMAN,0.8356984715684739,0.0073810825587752,9117.58,321,38.15028901734104,135.8227691650391
P61970,NUTF2,Nuclear transport factor 2,NTF2_HUMAN,0.6848009605372212,0.0040983606557377,14478.48,298,42.58188824662813,182.99248504638672
P61978,HNRNPK,Heterogeneous nuclear ribonucleoprotein K,HNRPK_HUMAN,1.259665094110824,0.0016233766233766,50976.24,488,5.973025048169557,182.6466522216797
P61981,YWHAG,14-3-3 protein gamma,1433G_HUMAN,1.86456336476618,0.0040983606557377,28302.59,473,8.863198458574182,191.5196990966797
P62081,RPS7,Small ribosomal subunit protein eS7,RS7_HUMAN,1.510786649173631,0.0040983606557377,22126.85,426,17.91907514450867,106.9586410522461
P62136,PPP1CA,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit,PP1A_HUMAN,1.278133146928802,0.0040983606557377,37512.07,433,16.570327552986512,102.489387512207
P62140,PPP1CB,Serine/threonine-protein phosphatase PP1-beta catalytic subunit,PP1B_HUMAN,1.669183281535252,0.0073810825587752,37186.83,265,48.94026974951831,46.11194610595703
P62191,PSMC1,26S proteasome regulatory subunit 4,PRS4_HUMAN,5.102218126252256,0.0040983606557377,49184.51,452,12.909441233140656,230.92937469482422
P62195,PSMC5,26S proteasome regulatory subunit 8,PRS8_HUMAN,1.030123821782879,0.0016233766233766,45626,480,7.514450867052023,148.30303955078125
P62241,RPS8,Small ribosomal subunit protein eS8,RS8_HUMAN,6.441513999172044,0.0016233766233766,24205.18,350,32.5626204238921,176.50718688964844
P62244,RPS15A,Small ribosomal subunit protein uS8,RS15A_HUMAN,1.996796588927447,0.0073810825587752,14839.5,283,45.472061657032754,82.4316177368164
P62249,RPS16,Small ribosomal subunit protein uS9,RS16_HUMAN,0.96643143402576,0.0073810825587752,16445.31,355,31.59922928709056,116.2566375732422
P62256,UBE2H,Ubiquitin-conjugating enzyme E2 H,UBE2H_HUMAN,0.7542417126691314,0.0073810825587752,20655.16,164,68.40077071290945,94.64179611206055
P62258,YWHAE,14-3-3 protein epsilon,1433E_HUMAN,1.402510983235872,0.0016233766233766,29173.89,517,0.3853564547206166,265.5556640625
P62263,RPS14,Small ribosomal subunit protein uS11,RS14_HUMAN,2.068199024610012,0.0073810825587752,16272.7,248,52.215799614643544,108.64266967773435
P62266,RPS23,Small ribosomal subunit protein uS12,RS23_HUMAN,0.7830320142582297,0.0073810825587752,15807.55,227,56.26204238921002,110.4370269775391
P62269,RPS18,Small ribosomal subunit protein uS13,RS18_HUMAN,1.115997522952994,0.0073810825587752,17718.67,269,48.16955684007707,117.7819976806641
P62277,RPS13,Small ribosomal subunit protein uS15,RS13_HUMAN,0.95168326866309,0.0073810825587752,17222.3,287,44.701348747591524,128.1242828369141
P62280,RPS11,Small ribosomal subunit protein uS17,RS11_HUMAN,2.333749571122633,0.0073810825587752,18430.72,167,67.82273603082851,102.9205322265625
P62304,SNRPE,Small nuclear ribonucleoprotein E,RUXE_HUMAN,1.292910477560016,0.0073810825587752,10803.6,115,77.84200385356455,247.3965301513672
P62306,SNRPF,Small nuclear ribonucleoprotein F,RUXF_HUMAN,1.870853617699079,0.0040983606557377,9725.19,67,87.09055876685935,62.5411376953125
P62308,SNRPG,Small nuclear ribonucleoprotein G,RUXG_HUMAN,1.007582863711825,0.0073810825587752,8496.06,61,88.2466281310212,74.79239654541016
P62310,LSM3,U6 snRNA-associated Sm-like protein LSm3,LSM3_HUMAN,0.8644171671463471,0.0072727272727272,11845.4,54,89.59537572254335,66.6735725402832
P62314,SNRPD1,Small nuclear ribonucleoprotein Sm D1,SMD1_HUMAN,1.002204401774208,0.0072727272727272,13281.57,101,80.53949903660886,61.96710968017578
P62316,SNRPD2,Small nuclear ribonucleoprotein Sm D2,SMD2_HUMAN,2.278856992680567,0.0073810825587752,13526.87,176,66.08863198458575,79.03542709350586
P62318,SNRPD3,Small nuclear ribonucleoprotein Sm D3,SMD3_HUMAN,0.9239751148906552,0.0072727272727272,13916.24,341,34.296724470134876,108.8832855224609
P62328,TMSB4X,Thymosin beta-4,TYB4_HUMAN,1.237268865122128,0.0016233766233766,5052.65,515,0.7707129094412332,2189.289306640625
P62330,ARF6,ADP-ribosylation factor 6,ARF6_HUMAN,0.775445515465117,0.0016233766233766,20082.15,465,10.404624277456648,267.7376403808594
P62333,PSMC6,26S proteasome regulatory subunit 10B,PRS10_HUMAN,1.04694938914657,0.0040983606557377,44172.98,445,14.258188824662813,245.6443328857422
P62424,RPL7A,Large ribosomal subunit protein eL8,RL7A_HUMAN,1.027461654129707,0.0072727272727272,29995.62,353,31.984585741811177,103.2704315185547
P62495,ETF1,Eukaryotic peptide chain release factor subunit 1,ERF1_HUMAN,1.271535402138884,0.0040983606557377,49030.89,274,47.20616570327553,73.21610260009766
P62701,RPS4X,"Small ribosomal subunit protein eS4, X isoform",RS4X_HUMAN,5.035256117497696,0.0072727272727272,29597.72,373,28.13102119460501,142.7408447265625
P62736,ACTA2,"Actin, aortic smooth muscle",ACTA_HUMAN,1.884846137148327,0.0040983606557377,42008.95,519,0.0,2224.475341796875
P62750,RPL23A,Large ribosomal subunit protein uL23,RL23A_HUMAN,0.7556709376092038,0.0073810825587752,17695.06,237,54.33526011560693,478.0139465332031
P62753,RPS6,Small ribosomal subunit protein eS6,RS6_HUMAN,1.128478054983948,0.0073810825587752,28680.64,213,58.95953757225434,144.7661743164062
P62805,H4C16,Histone H4,H4_HUMAN,1.273537069926574,0.0040983606557377,11367.34,519,0.0,6648.7041015625
P62820,RAB1A,Ras-related protein Rab-1A,RAB1A_HUMAN,1.142657614810305,0.0072727272727272,22677.75,417,19.653179190751445,190.6635131835937
P62826,RAN,GTP-binding nuclear protein Ran,RAN_HUMAN,1.149080073898171,0.0016233766233766,24423.1,519,0.0,3570.26416015625
P62829,RPL23,Large ribosomal subunit protein uL14,RL23_HUMAN,1.099768213553414,0.0073810825587752,14865.44,304,41.42581888246628,64.48910522460938
P62834,RAP1A,Ras-related protein Rap-1A,RAP1A_HUMAN,0.7431954060161187,0.0073810825587752,20987.18,464,10.597302504816955,540.4910583496094
P62841,RPS15,Small ribosomal subunit protein uS19,RS15_HUMAN,1.296169627038255,0.0073810825587752,17040.1,128,75.33718689788054,121.8250541687012
P62847,RPS24,Small ribosomal subunit protein eS24,RS24_HUMAN,4.665107658672838,0.0040983606557377,15423.19,215,58.57418111753372,86.83001708984375
P62851,RPS25,Small ribosomal subunit protein eS25,RS25_HUMAN,1.369499331582396,0.0073810825587752,13742.13,324,37.57225433526011,108.4387664794922
P62854,RPS26,Small ribosomal subunit protein eS26,RS26_HUMAN,1.51112407212766,0.0040983606557377,13015.42,130,74.95183044315993,132.80818939208984
P62857,RPS28,Small ribosomal subunit protein eS28,RS28_HUMAN,0.9588949181920328,0.0073810825587752,7841.02,138,73.41040462427746,105.92047119140625
P62861,FAU,Ubiquitin-like FUBI-ribosomal protein eS30 fusion protein,RS30_HUMAN,1.331290977492908,0.0073810825587752,14389.68,113,78.22736030828517,75.99117279052734
P62873,GNB1,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1,GBB1_HUMAN,0.7580221293270222,0.0073810825587752,37376.96,214,58.76685934489403,134.37173461914065
P62879,GNB2,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2,GBB2_HUMAN,0.8845074202801481,0.006765899864682,37331.03,519,0.0,1114.7744140625
P62888,RPL30,Large ribosomal subunit protein eL30,RL30_HUMAN,0.7088829903913151,0.0073810825587752,12784.05,169,67.4373795761079,127.7880249023438
P62891;Q59GN2,RPL39;RPL39P5,Large ribosomal subunit protein eL39;Putative ribosomal protein eL39-like 5,RL39_HUMAN;R39L5_HUMAN,0.7622619011439087,0.0073810825587752,6406.67;6322.59,31,94.02697495183044,82.23123168945312
P62899,RPL31,Large ribosomal subunit protein eL31,RL31_HUMAN,1.370272291756613,0.0073810825587752,14462.86,285,45.08670520231214,189.7179412841797
P62906,RPL10A,Large ribosomal subunit protein uL1,RL10A_HUMAN,0.9458865560427456,0.0072727272727272,24831.3,384,26.011560693641616,165.184814453125
P62910,RPL32,Large ribosomal subunit protein eL32,RL32_HUMAN,0.906834098178364,0.0075880758807588,15859.8,79,84.77842003853564,84.21561431884766
P62913,RPL11,Large ribosomal subunit protein uL5,RL11_HUMAN,1.23723659418333,0.0040983606557377,20252.38,122,76.49325626204238,82.44546508789062
P62917,RPL8,Large ribosomal subunit protein uL2,RL8_HUMAN,3.552280573812945,0.0073810825587752,28024.65,314,39.4990366088632,117.2715835571289
P62937,PPIA,Peptidyl-prolyl cis-trans isomerase A,PPIA_HUMAN,1.504138326691934,0.0040983606557377,18012.49,519,0.0,1974.29150390625
P62942,FKBP1A,Peptidyl-prolyl cis-trans isomerase FKBP1A,FKB1A_HUMAN,1.710667353694407,0.0073810825587752,11950.7,491,5.394990366088632,231.5785980224609
P62979,RPS27A,Ubiquitin-ribosomal protein eS31 fusion protein,RS27A_HUMAN,0.7959477300506625,0.006765899864682,17964.91,519,0.0,2583.793212890625
P62993,GRB2,Growth factor receptor-bound protein 2,GRB2_HUMAN,1.788764279512792,0.006765899864682,25206.35,395,23.892100192678228,108.6318664550781
P62995,TRA2B,Transformer-2 protein homolog beta,TRA2B_HUMAN,2.06886705609669,0.0073810825587752,33665.67,201,61.27167630057804,150.1415710449219
P63000,RAC1,Ras-related C3 botulinum toxin substrate 1,RAC1_HUMAN,0.5641715721066553,0.0072727272727272,21450.1,488,5.973025048169557,833.1872863769531
P63010,AP2B1,AP-2 complex subunit beta,AP2B1_HUMAN,1.360253439643137,0.0040983606557377,104552.56,466,10.211946050096339,102.6376152038574
P63027,VAMP2,Vesicle-associated membrane protein 2,VAMP2_HUMAN,0.7688744756639067,0.0072727272727272,12662.73,172,66.85934489402698,117.77095794677734
P63096,GNAI1,Guanine nucleotide-binding protein G(i) subunit alpha-1,GNAI1_HUMAN,0.7593151343878423,0.0073810825587752,40361.08,44,91.52215799614643,55.705135345458984
P63098,PPP3R1,Calcineurin subunit B type 1,CANB1_HUMAN,0.7800605304193613,0.0072727272727272,19299.9,360,30.63583815028902,135.91407775878906
P63104,YWHAZ,14-3-3 protein zeta/delta,1433Z_HUMAN,1.960301300526964,0.0040983606557377,27745.1,519,0.0,1515.109008789062
P63151,PPP2R2A,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform,2ABA_HUMAN,0.9613532009382344,0.0073810825587752,51692.08,82,84.20038535645472,46.187273025512695
P63173,RPL38,Large ribosomal subunit protein eL38,RL38_HUMAN,3.341050876068619,0.0073810825587752,8217.88,133,74.373795761079,59.93100738525391
P63208,SKP1,S-phase kinase-associated protein 1,SKP1_HUMAN,0.8212031679635358,0.0040983606557377,18658,412,20.616570327552985,234.1163101196289
P63218,GNG5,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5,GBG5_HUMAN,0.8552963199852196,0.0073810825587752,7318.47,465,10.404624277456648,602.9334716796875
P63220,RPS21,Small ribosomal subunit protein eS21,RS21_HUMAN,1.082116708880602,0.0073810825587752,9111.37,72,86.1271676300578,278.03382873535156
P63241,EIF5A,Eukaryotic translation initiation factor 5A-1,IF5A1_HUMAN,0.9170899430068316,0.0040983606557377,16832.25,519,0.0,679.3114013671875
P63244,RACK1,Small ribosomal subunit protein RACK1,RACK1_HUMAN,2.026105683773815,0.0072727272727272,35076.72,327,36.99421965317919,151.197021484375
P63279,UBE2I,SUMO-conjugating enzyme UBC9,UBC9_HUMAN,1.083199104995096,0.0073810825587752,18006.82,147,71.67630057803468,69.64151000976562
P63313,TMSB10,Thymosin beta-10,TYB10_HUMAN,1.372854977309626,0.0073810825587752,5025.67,485,6.551059730250482,444.1197814941406
P63316,TNNC1,"Troponin C, slow skeletal and cardiac muscles",TNNC1_HUMAN,2.915887354662274,0.0072727272727272,18402.51,343,33.911368015414254,159.5457763671875
P67775,PPP2CA,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform,PP2AA_HUMAN,0.8282917445774354,0.0040983606557377,35594.19,450,13.294797687861271,359.2025451660156
P67809,YBX1,Y-box-binding protein 1,YBOX1_HUMAN,0.8818192128248272,0.0073810825587752,35924.18,185,64.35452793834297,68.17963409423828
P67812,SEC11A,Signal peptidase complex catalytic subunit SEC11A,SC11A_HUMAN,1.019666554740989,0.0073810825587752,20625.32,93,82.08092485549133,90.61216735839844
P67870,CSNK2B,Casein kinase II subunit beta,CSK2B_HUMAN,0.7150260606312641,0.0040983606557377,24942.42,92,82.27360308285164,113.1535720825195
P67936,TPM4,Tropomyosin alpha-4 chain,TPM4_HUMAN,3.019047758434341,0.0040983606557377,28521.81,518,0.1926782273603083,851.7320556640625
P68036,UBE2L3,Ubiquitin-conjugating enzyme E2 L3,UB2L3_HUMAN,1.19859385668386,0.0040983606557377,17861.58,427,17.726396917148364,194.5300903320312
P68104;Q5VTE0,EEF1A1;EEF1A1P5,Elongation factor 1-alpha 1;Putative elongation factor 1-alpha-like 3,EF1A1_HUMAN;EF1A3_HUMAN,1.116815286990525,0.0040983606557377,50140.86;50185.02,519,0.0,968.430908203125
P68363,TUBA1B,Tubulin alpha-1B chain,TBA1B_HUMAN,1.818567159570232,0.0040983606557377,50151.63,519,0.0,1316.521240234375
P68366,TUBA4A,Tubulin alpha-4A chain,TBA4A_HUMAN,2.078221814899955,0.0016233766233766,49924.4,518,0.1926782273603083,1155.5079956054685
P68371,TUBB4B,Tubulin beta-4B chain,TBB4B_HUMAN,1.544666594014535,0.0016233766233766,49831,519,0.0,1176.087646484375
P68400;Q8NEV1,CSNK2A1;CSNK2A3,Casein kinase II subunit alpha;Casein kinase II subunit alpha 3,CSK21_HUMAN;CSK23_HUMAN,0.7541721925632143,0.0073810825587752,45143.57;45219.7,317,38.921001926782274,106.4428024291992
P68402,PAFAH1B2,Platelet-activating factor acetylhydrolase IB subunit alpha2,PA1B2_HUMAN,0.8213437800919381,0.0072727272727272,25569.27,479,7.7071290944123305,264.2442321777344
P68431,H3C12,Histone H3.1,H31_HUMAN,1.136097831592483,0.0016233766233766,15404.08,519,0.0,1890.290771484375
P68871,HBB,Hemoglobin subunit beta,HBB_HUMAN,1.192880943212509,0.006765899864682,15998.4,519,0.0,181822.875
P69849;Q15155;Q5JPE7,NOMO3;NOMO1;NOMO2,BOS complex subunit NOMO3;BOS complex subunit NOMO1;BOS complex subunit NOMO2,NOMO3_HUMAN;NOMO1_HUMAN;NOMO2_HUMAN,0.6849906131217266,0.0073810825587752,134133.57;134323.94;139438.92,375,27.74566473988439,103.2717590332031
P69891,HBG1,Hemoglobin subunit gamma-1,HBG1_HUMAN,1.262118708017271,0.0040983606557377,16128.41,519,0.0,161057.921875
P69892,HBG2,Hemoglobin subunit gamma-2,HBG2_HUMAN,2.179182030232157,0.0016233766233766,16126.44,492,5.202312138728324,1328.3048706054685
P69905,HBA2,Hemoglobin subunit alpha,HBA_HUMAN,1.26192079997316,0.0016233766233766,15257.54,519,0.0,133924.25
P78310,CXADR,Coxsackievirus and adenovirus receptor,CXAR_HUMAN,0.6789176741908752,0.0073810825587752,40029.89,91,82.46628131021194,95.3473892211914
P78318,IGBP1,Immunoglobulin-binding protein 1,IGBP1_HUMAN,0.8105944727366788,0.0073810825587752,39221.88,49,90.5587668593449,63.35025787353516
P78324;Q5TFQ8,SIRPA;SIRPB1,Tyrosine-protein phosphatase non-receptor type substrate 1;Signal-regulatory protein beta-1 isoform 3,SHPS1_HUMAN;SIRBL_HUMAN,1.65612250044948,0.0040983606557377,54966.85;43359.26,447,13.872832369942195,1483.294189453125
P78333,GPC5,Glypican-5,GPC5_HUMAN,0.6356876663724462,0.0040983606557377,63706.95,73,85.9344894026975,133.2134399414062
P78344,EIF4G2,Eukaryotic translation initiation factor 4 gamma 2,IF4G2_HUMAN,1.278541158519455,0.0073810825587752,102361.85,246,52.601156069364166,65.18537139892578
P78368;Q9Y6M4,CSNK1G2;CSNK1G3,Casein kinase I isoform gamma-2;Casein kinase I isoform gamma-3,KC1G2_HUMAN;KC1G3_HUMAN,0.9059654509905865,0.0099554624050301,47457.26;51388.51,50,90.36608863198458,65.90538787841797
P78371,CCT2,T-complex protein 1 subunit beta,TCPB_HUMAN,1.276726061289626,0.0016233766233766,57488.21,501,3.4682080924855487,153.8166351318359
P78417,GSTO1,Glutathione S-transferase omega-1,GSTO1_HUMAN,1.733645699634552,0.0040983606557377,27565.85,516,0.5780346820809248,734.9155578613281
P78423,CX3CL1,Fractalkine,X3CL1_HUMAN,0.9361749374539766,0.0016233766233766,42202.65,518,0.1926782273603083,1208.2050170898435
P78504,JAG1,Protein jagged-1,JAG1_HUMAN,0.7267269230163993,0.0073810825587752,133798.59,159,69.36416184971098,511.6119079589844
P78509,RELN,Reelin,RELN_HUMAN,0.694332671664534,0.0016233766233766,388387.55,519,0.0,4091.217041015625
P78527,PRKDC,DNA-dependent protein kinase catalytic subunit,PRKDC_HUMAN,0.98258764539607,0.0073810825587752,469088.82,423,18.497109826589593,1282.3271484375
P78539,SRPX,Sushi repeat-containing protein SRPX,SRPX_HUMAN,0.5278290084267603,0.0016233766233766,51571.92,518,0.1926782273603083,662.6687927246094
P78552,IL13RA1,Interleukin-13 receptor subunit alpha-1,I13R1_HUMAN,0.6945645651274359,0.0073810825587752,48759.61,161,68.97880539499036,187.2114868164062
P78559,MAP1A,Microtubule-associated protein 1A,MAP1A_HUMAN,0.9455466833516988,0.0073810825587752,305485.17,65,87.47591522157995,37.82963943481445
P79483,HLA-DRB3,"HLA class II histocompatibility antigen, DR beta 3 chain",DRB3_HUMAN,0.8081138726336423,0.0073810825587752,29962.02,169,67.4373795761079,122.8232040405273
P80108,GPLD1,Phosphatidylinositol-glycan-specific phospholipase D,PHLD_HUMAN,0.5131877786566021,0.0016233766233766,92336.44,519,0.0,17353.5234375
P80188,LCN2,Neutrophil gelatinase-associated lipocalin,NGAL_HUMAN,1.568167523970782,0.0073810825587752,22588.07,183,64.73988439306359,88.65083312988281
P80303,NUCB2,Nucleobindin-2,NUCB2_HUMAN,0.7550061117787726,0.0073810825587752,50222.72,407,21.57996146435453,99.47581481933594
P80511,S100A12,Protein S100-A12,S10AC_HUMAN,2.154985808692529,0.0072727272727272,10575.04,462,10.982658959537572,217.3757095336914
P80723,BASP1,Brain acid soluble protein 1,BASP1_HUMAN,0.824855255195472,0.0016233766233766,22693.41,503,3.0828516377649327,137.6108551025391
P80748,IGLV3-21,Immunoglobulin lambda variable 3-21,LV321_HUMAN,1.480498700712723,0.0072727272727272,12445.73,459,11.560693641618498,1545.994750976562
P81605,DCD,Dermcidin,DCD_HUMAN,0.7579389436430387,0.0073810825587752,11283.86,519,0.0,7743.91845703125
P82663,MRPS25,Small ribosomal subunit protein mS25,RT25_HUMAN,1.150847743419288,0.0073810825587752,20116.38,20,96.14643545279384,73.13636779785156
P82979,SARNP,SAP domain-containing ribonucleoprotein,SARNP_HUMAN,0.9765731832034402,0.0016233766233766,23670.8,160,69.17148362235068,83.14967727661133
P83731,RPL24,Large ribosomal subunit protein eL24,RL24_HUMAN,0.8887495104316501,0.0073810825587752,17778.95,236,54.52793834296724,106.47363662719725
