"PG.ProteinGroups","PG.Genes","PG.ProteinDescriptions","PG.ProteinNames","PG.CV","PG.Qvalue","PG.MolecularWeight","Control_detected_n","Control_total_n","Control_detection_rate","Short_detected_n","Short_total_n","Short_detection_rate","Long_detected_n","Long_total_n","Long_detection_rate","In_detection_analysis_universe","Contrast","Abundance_log2FC","Abundance_FDR","Detection_logOR","Detection_FDR","Detection_model_status","Detection_analysis_status","Detection_rate_difference","Abundance_evidence","Detection_evidence","Evidence","Plotted_jointly","Abundance_status"
"P62249","RPS16","Small ribosomal subunit protein uS9","RS16_HUMAN",0.96643143402576,0.0073810825587752,"16445.31",104,153,0.679738562091503,132,186,0.709677419354839,116,176,0.659090909090909,TRUE,"Low_vs_Control",,,0.0831511942158125,1,"ok","ok",0.0299388572633354,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P62256","UBE2H","Ubiquitin-conjugating enzyme E2 H","UBE2H_HUMAN",0.754241712669131,0.0073810825587752,"20655.16",40,153,0.261437908496732,58,186,0.311827956989247,64,176,0.363636363636364,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.0503900484925153,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P62258","YWHAE","14-3-3 protein epsilon","1433E_HUMAN",1.40251098323587,0.0016233766233766,"29173.89",152,153,0.993464052287582,186,186,1,175,176,0.994318181818182,TRUE,"Low_vs_Control",-0.0612412450278637,0.855931678303235,,,"separation_nonfinite_MLE","separation_nonfinite_MLE",0.00653594771241828,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P62263","RPS14","Small ribosomal subunit protein uS11","RS14_HUMAN",2.06819902461001,0.0073810825587752,"16272.7",72,153,0.470588235294118,84,186,0.451612903225806,88,176,0.5,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.0189753320683112,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P62266","RPS23","Small ribosomal subunit protein uS12","RS23_HUMAN",0.78303201425823,0.0073810825587752,"15807.55",65,153,0.42483660130719,85,186,0.456989247311828,75,176,0.426136363636364,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.0321526460046384,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P62269","RPS18","Small ribosomal subunit protein uS13","RS18_HUMAN",1.11599752295299,0.0073810825587752,"17718.67",84,153,0.549019607843137,96,186,0.516129032258065,86,176,0.488636363636364,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.0328905755850728,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P62277","RPS13","Small ribosomal subunit protein uS15","RS13_HUMAN",0.95168326866309,0.0073810825587752,"17222.3",90,153,0.588235294117647,104,186,0.559139784946237,91,176,0.517045454545455,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.0290955091714106,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P62280","RPS11","Small ribosomal subunit protein uS17","RS11_HUMAN",2.33374957112263,0.0073810825587752,"18430.72",50,153,0.326797385620915,64,186,0.344086021505376,52,176,0.295454545454545,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.0172886358844613,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P62304","SNRPE","Small nuclear ribonucleoprotein E","RUXE_HUMAN",1.29291047756002,0.0073810825587752,"10803.6",31,153,0.202614379084967,45,186,0.241935483870968,38,176,0.215909090909091,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.0393211047860004,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P62306","SNRPF","Small nuclear ribonucleoprotein F","RUXF_HUMAN",1.87085361769908,0.0040983606557377,"9725.19",21,153,0.137254901960784,25,186,0.134408602150538,20,176,0.113636363636364,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.0028462998102467,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P62308","SNRPG","Small nuclear ribonucleoprotein G","RUXG_HUMAN",1.00758286371182,0.0073810825587752,"8496.06",13,153,0.0849673202614379,22,186,0.118279569892473,26,176,0.147727272727273,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.0333122496310352,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P62310","LSM3","U6 snRNA-associated Sm-like protein LSm3","LSM3_HUMAN",0.864417167146347,0.0072727272727272,"11845.4",18,153,0.117647058823529,11,186,0.0591397849462366,23,176,0.130681818181818,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.0585072738772928,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P62314","SNRPD1","Small nuclear ribonucleoprotein Sm D1","SMD1_HUMAN",1.00220440177421,0.0072727272727272,"13281.57",30,153,0.196078431372549,38,186,0.204301075268817,31,176,0.176136363636364,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.0082226438962682,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P62316","SNRPD2","Small nuclear ribonucleoprotein Sm D2","SMD2_HUMAN",2.27885699268057,0.0073810825587752,"13526.87",54,153,0.352941176470588,63,186,0.338709677419355,56,176,0.318181818181818,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.0142314990512334,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P62318","SNRPD3","Small nuclear ribonucleoprotein Sm D3","SMD3_HUMAN",0.923975114890655,0.0072727272727272,"13916.24",111,153,0.725490196078431,113,186,0.60752688172043,114,176,0.647727272727273,TRUE,"Low_vs_Control",,,-0.533476648000273,0.914732969715577,"ok","ok",-0.117963314358001,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P62328","TMSB4X","Thymosin beta-4","TYB4_HUMAN",1.23726886512213,0.0016233766233766,"5052.65",153,153,1,183,186,0.983870967741935,175,176,0.994318181818182,TRUE,"Low_vs_Control",-0.00879473758382687,0.987491581708891,,,"separation_nonfinite_MLE","separation_nonfinite_MLE",-0.0161290322580645,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P62330","ARF6","ADP-ribosylation factor 6","ARF6_HUMAN",0.775445515465117,0.0016233766233766,"20082.15",133,153,0.869281045751634,170,186,0.913978494623656,159,176,0.903409090909091,TRUE,"Low_vs_Control",-0.0587625550065258,0.836403117578683,0.671385108868415,1,"ok","ok",0.0446974488720219,FALSE,FALSE,"Neither",TRUE,"tested"
"P62333","PSMC6","26S proteasome regulatory subunit 10B","PRS10_HUMAN",1.04694938914657,0.0040983606557377,"44172.98",133,153,0.869281045751634,163,186,0.876344086021505,145,176,0.823863636363636,TRUE,"Low_vs_Control",0.0345070373007559,0.942807292753006,0.0119659199523812,1,"ok","ok",0.00706304026987137,FALSE,FALSE,"Neither",TRUE,"tested"
"P62424","RPL7A","Large ribosomal subunit protein eL8","RL7A_HUMAN",1.02746165412971,0.0072727272727272,"29995.62",111,153,0.725490196078431,132,186,0.709677419354839,107,176,0.607954545454545,TRUE,"Low_vs_Control",,,-0.0600719670031863,1,"ok","ok",-0.0158127767235926,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P62495","ETF1","Eukaryotic peptide chain release factor subunit 1","ERF1_HUMAN",1.27153540213888,0.0040983606557377,"49030.89",85,153,0.555555555555556,98,186,0.526881720430108,89,176,0.505681818181818,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.0286738351254481,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P62701","RPS4X","Small ribosomal subunit protein eS4, X isoform","RS4X_HUMAN",5.0352561174977,0.0072727272727272,"29597.72",112,153,0.73202614379085,137,186,0.736559139784946,120,176,0.681818181818182,TRUE,"Low_vs_Control",,,-0.00119524087859433,1,"ok","ok",0.00453299599409662,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P62736","ACTA2","Actin, aortic smooth muscle","ACTA_HUMAN",1.88484613714833,0.0040983606557377,"42008.95",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",-0.0209504144173174,0.979102053685203,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P62750","RPL23A","Large ribosomal subunit protein uL23","RL23A_HUMAN",0.755670937609204,0.0073810825587752,"17695.06",77,153,0.503267973856209,87,186,0.467741935483871,71,176,0.403409090909091,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.0355260383723382,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P62753","RPS6","Small ribosomal subunit protein eS6","RS6_HUMAN",1.12847805498395,0.0073810825587752,"28680.64",68,153,0.444444444444444,66,186,0.354838709677419,77,176,0.4375,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.089605734767025,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P62805","H4C16","Histone H4","H4_HUMAN",1.27353706992657,0.0040983606557377,"11367.34",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",0.00628832034071536,0.99012167570258,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P62820","RAB1A","Ras-related protein Rab-1A","RAB1A_HUMAN",1.1426576148103,0.0072727272727272,"22677.75",125,153,0.816993464052288,153,186,0.82258064516129,135,176,0.767045454545455,TRUE,"Low_vs_Control",0.211298480926339,0.495704650043225,-0.0452570524829128,1,"ok","ok",0.0055871811090028,FALSE,FALSE,"Neither",TRUE,"tested"
"P62826","RAN","GTP-binding nuclear protein Ran","RAN_HUMAN",1.14908007389817,0.0016233766233766,"24423.1",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",-0.155333327353702,0.623053525648144,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P62829","RPL23","Large ribosomal subunit protein uL14","RL23_HUMAN",1.09976821355341,0.0073810825587752,"14865.44",88,153,0.57516339869281,113,186,0.60752688172043,100,176,0.568181818181818,TRUE,"Low_vs_Control",,,0.184110798857101,1,"ok","ok",0.0323634830276197,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P62834","RAP1A","Ras-related protein Rap-1A","RAP1A_HUMAN",0.743195406016119,0.0073810825587752,"20987.18",138,153,0.901960784313726,166,186,0.89247311827957,156,176,0.886363636363636,TRUE,"Low_vs_Control",0.0938988388217634,0.7408739216242,-0.0341615227416045,1,"ok","ok",-0.00948766603415563,FALSE,FALSE,"Neither",TRUE,"tested"
"P62841","RPS15","Small ribosomal subunit protein uS19","RS15_HUMAN",1.29616962703826,0.0073810825587752,"17040.1",33,153,0.215686274509804,48,186,0.258064516129032,46,176,0.261363636363636,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.0423782416192283,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P62847","RPS24","Small ribosomal subunit protein eS24","RS24_HUMAN",4.66510765867284,0.0040983606557377,"15423.19",62,153,0.405228758169935,83,186,0.446236559139785,68,176,0.386363636363636,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.0410078009698503,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P62851","RPS25","Small ribosomal subunit protein eS25","RS25_HUMAN",1.3694993315824,0.0073810825587752,"13742.13",104,153,0.679738562091503,111,186,0.596774193548387,106,176,0.602272727272727,TRUE,"Low_vs_Control",,,-0.313683422398023,1,"ok","ok",-0.0829643685431162,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P62854","RPS26","Small ribosomal subunit protein eS26","RS26_HUMAN",1.51112407212766,0.0040983606557377,"13015.42",37,153,0.241830065359477,48,186,0.258064516129032,44,176,0.25,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.0162344507695551,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P62857","RPS28","Small ribosomal subunit protein eS28","RS28_HUMAN",0.958894918192033,0.0073810825587752,"7841.02",45,153,0.294117647058824,44,186,0.236559139784946,46,176,0.261363636363636,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.0575585072738773,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P62861","FAU","Ubiquitin-like FUBI-ribosomal protein eS30 fusion protein","RS30_HUMAN",1.33129097749291,0.0073810825587752,"14389.68",36,153,0.235294117647059,39,186,0.209677419354839,36,176,0.204545454545455,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.0256166982922201,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P62873","GNB1","Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1","GBB1_HUMAN",0.758022129327022,0.0073810825587752,"37376.96",55,153,0.359477124183007,81,186,0.435483870967742,76,176,0.431818181818182,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.0760067467847354,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P62879","GNB2","Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2","GBB2_HUMAN",0.884507420280148,0.006765899864682,"37331.03",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",-0.0571050653391438,0.809530530095288,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P62888","RPL30","Large ribosomal subunit protein eL30","RL30_HUMAN",0.708882990391315,0.0073810825587752,"12784.05",48,153,0.313725490196078,63,186,0.338709677419355,57,176,0.323863636363636,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.0249841872232764,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P62891;Q59GN2","RPL39;RPL39P5","Large ribosomal subunit protein eL39;Putative ribosomal protein eL39-like 5","RL39_HUMAN;R39L5_HUMAN",0.762261901143909,0.0073810825587752,"6406.67;6322.59",9,153,0.0588235294117647,11,186,0.0591397849462366,10,176,0.0568181818181818,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.000316255534471857,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P62899","RPL31","Large ribosomal subunit protein eL31","RL31_HUMAN",1.37027229175661,0.0073810825587752,"14462.86",85,153,0.555555555555556,107,186,0.575268817204301,89,176,0.505681818181818,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.0197132616487455,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P62906","RPL10A","Large ribosomal subunit protein uL1","RL10A_HUMAN",0.945886556042746,0.0072727272727272,"24831.3",113,153,0.738562091503268,139,186,0.747311827956989,129,176,0.732954545454545,TRUE,"Low_vs_Control",0.0129774753879044,0.987491581708891,0.0880023103459041,1,"ok","ok",0.00874973645372124,FALSE,FALSE,"Neither",TRUE,"tested"
"P62910","RPL32","Large ribosomal subunit protein eL32","RL32_HUMAN",0.906834098178364,0.0075880758807588,"15859.8",20,153,0.130718954248366,28,186,0.150537634408602,28,176,0.159090909090909,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.0198186801602361,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P62913","RPL11","Large ribosomal subunit protein uL5","RL11_HUMAN",1.23723659418333,0.0040983606557377,"20252.38",39,153,0.254901960784314,38,186,0.204301075268817,44,176,0.25,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.0506008855154965,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P62917","RPL8","Large ribosomal subunit protein uL2","RL8_HUMAN",3.55228057381294,0.0073810825587752,"28024.65",89,153,0.581699346405229,110,186,0.591397849462366,113,176,0.642045454545455,TRUE,"Low_vs_Control",,,0.193315966979921,1,"ok","ok",0.00969850305713682,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P62937","PPIA","Peptidyl-prolyl cis-trans isomerase A","PPIA_HUMAN",1.50413832669193,0.0040983606557377,"18012.49",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",-0.0424141880704649,0.902646589783594,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P62942","FKBP1A","Peptidyl-prolyl cis-trans isomerase FKBP1A","FKB1A_HUMAN",1.71066735369441,0.0073810825587752,"11950.7",148,153,0.967320261437909,175,186,0.940860215053763,164,176,0.931818181818182,TRUE,"Low_vs_Control",-0.0574336246824672,0.863641229734237,-0.623614073044676,1,"ok","ok",-0.026460046384145,FALSE,FALSE,"Neither",TRUE,"tested"
"P62979","RPS27A","Ubiquitin-ribosomal protein eS31 fusion protein","RS27A_HUMAN",0.795947730050663,0.006765899864682,"17964.91",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",-0.00937529659152325,0.986712462933589,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P62993","GRB2","Growth factor receptor-bound protein 2","GRB2_HUMAN",1.78876427951279,0.006765899864682,"25206.35",117,153,0.764705882352941,145,186,0.779569892473118,129,176,0.732954545454545,TRUE,"Low_vs_Control",-0.0559577025644833,0.902646589783594,0.0586625357454579,1,"ok","ok",0.0148640101201771,FALSE,FALSE,"Neither",TRUE,"tested"
"P62995","TRA2B","Transformer-2 protein homolog beta","TRA2B_HUMAN",2.06886705609669,0.0073810825587752,"33665.67",58,153,0.379084967320261,74,186,0.397849462365591,66,176,0.375,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.01876449504533,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P63000","RAC1","Ras-related C3 botulinum toxin substrate 1","RAC1_HUMAN",0.564171572106655,0.0072727272727272,"21450.1",144,153,0.941176470588235,178,186,0.956989247311828,162,176,0.920454545454545,TRUE,"Low_vs_Control",-0.141803637790824,0.538119222745368,0.235390433925135,1,"ok","ok",0.0158127767235927,FALSE,FALSE,"Neither",TRUE,"tested"
"P63010","AP2B1","AP-2 complex subunit beta","AP2B1_HUMAN",1.36025343964314,0.0040983606557377,"104552.56",141,153,0.92156862745098,171,186,0.919354838709677,150,176,0.852272727272727,TRUE,"Low_vs_Control",0.111983271513029,0.698876001885396,-0.106121113602769,1,"ok","ok",-0.00221378874130296,FALSE,FALSE,"Neither",TRUE,"tested"
"P63027","VAMP2","Vesicle-associated membrane protein 2","VAMP2_HUMAN",0.768874475663907,0.0072727272727272,"12662.73",41,153,0.26797385620915,72,186,0.387096774193548,57,176,0.323863636363636,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.119122917984398,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P63096","GNAI1","Guanine nucleotide-binding protein G(i) subunit alpha-1","GNAI1_HUMAN",0.759315134387842,0.0073810825587752,"40361.08",10,153,0.065359477124183,15,186,0.0806451612903226,19,176,0.107954545454545,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.0152856841661396,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P63098","PPP3R1","Calcineurin subunit B type 1","CANB1_HUMAN",0.780060530419361,0.0072727272727272,"19299.9",105,153,0.686274509803922,137,186,0.736559139784946,115,176,0.653409090909091,TRUE,"Low_vs_Control",,,0.204174408184729,1,"ok","ok",0.0502846299810247,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P63104","YWHAZ","14-3-3 protein zeta/delta","1433Z_HUMAN",1.96030130052696,0.0040983606557377,"27745.1",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",-0.0674933689564448,0.865753664190234,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P63151","PPP2R2A","Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform","2ABA_HUMAN",0.961353200938234,0.0073810825587752,"51692.08",25,153,0.163398692810458,27,186,0.145161290322581,28,176,0.159090909090909,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.0182374024878769,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P63173","RPL38","Large ribosomal subunit protein eL38","RL38_HUMAN",3.34105087606862,0.0073810825587752,"8217.88",33,153,0.215686274509804,55,186,0.295698924731183,44,176,0.25,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.0800126502213789,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P63208","SKP1","S-phase kinase-associated protein 1","SKP1_HUMAN",0.821203167963536,0.0040983606557377,"18658",121,153,0.790849673202614,154,186,0.827956989247312,133,176,0.755681818181818,TRUE,"Low_vs_Control",0.0269401994999567,0.962355481466211,0.11373451601696,1,"ok","ok",0.0371073160446975,FALSE,FALSE,"Neither",TRUE,"tested"
"P63218","GNG5","Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5","GBG5_HUMAN",0.85529631998522,0.0073810825587752,"7318.47",137,153,0.895424836601307,172,186,0.924731182795699,152,176,0.863636363636364,TRUE,"Low_vs_Control",0.0577506536147396,0.885091263660743,0.197720392604954,1,"ok","ok",0.0293063461943917,FALSE,FALSE,"Neither",TRUE,"tested"
"P63220","RPS21","Small ribosomal subunit protein eS21","RS21_HUMAN",1.0821167088806,0.0073810825587752,"9111.37",22,153,0.143790849673203,26,186,0.139784946236559,23,176,0.130681818181818,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.00400590343664348,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P63241","EIF5A","Eukaryotic translation initiation factor 5A-1","IF5A1_HUMAN",0.917089943006832,0.0040983606557377,"16832.25",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",-0.0894603273511745,0.815552225142573,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P63244","RACK1","Small ribosomal subunit protein RACK1","RACK1_HUMAN",2.02610568377382,0.0072727272727272,"35076.72",95,153,0.620915032679739,125,186,0.672043010752688,104,176,0.590909090909091,TRUE,"Low_vs_Control",,,0.233387063914293,1,"ok","ok",0.0511279780729496,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P63279","UBE2I","SUMO-conjugating enzyme UBC9","UBC9_HUMAN",1.0831991049951,0.0073810825587752,"18006.82",48,153,0.313725490196078,51,186,0.274193548387097,46,176,0.261363636363636,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.0395319418089817,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P63313","TMSB10","Thymosin beta-10","TYB10_HUMAN",1.37285497730963,0.0073810825587752,"5025.67",149,153,0.973856209150327,174,186,0.935483870967742,158,176,0.897727272727273,TRUE,"Low_vs_Control",0.0637841597023918,0.863641229734237,-0.962621700541527,1,"ok","ok",-0.0383723381825849,FALSE,FALSE,"Neither",TRUE,"tested"
"P63316","TNNC1","Troponin C, slow skeletal and cardiac muscles","TNNC1_HUMAN",2.91588735466227,0.0072727272727272,"18402.51",106,153,0.69281045751634,113,186,0.60752688172043,121,176,0.6875,TRUE,"Low_vs_Control",,,-0.223011112485613,1,"ok","ok",-0.0852835757959097,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P67775","PPP2CA","Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform","PP2AA_HUMAN",0.828291744577435,0.0040983606557377,"35594.19",140,153,0.915032679738562,160,186,0.860215053763441,146,176,0.829545454545455,TRUE,"Low_vs_Control",0.165163920594235,0.51947703177691,-0.623337164612774,1,"ok","ok",-0.0548176259751212,FALSE,FALSE,"Neither",TRUE,"tested"
"P67809","YBX1","Y-box-binding protein 1","YBOX1_HUMAN",0.881819212824827,0.0073810825587752,"35924.18",61,153,0.398692810457516,65,186,0.349462365591398,57,176,0.323863636363636,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.0492304448661185,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P67812","SEC11A","Signal peptidase complex catalytic subunit SEC11A","SC11A_HUMAN",1.01966655474099,0.0073810825587752,"20625.32",26,153,0.169934640522876,34,186,0.182795698924731,32,176,0.181818181818182,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.0128610584018554,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P67870","CSNK2B","Casein kinase II subunit beta","CSK2B_HUMAN",0.715026060631264,0.0040983606557377,"24942.42",24,153,0.156862745098039,39,186,0.209677419354839,28,176,0.159090909090909,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.0528146742567995,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P67936","TPM4","Tropomyosin alpha-4 chain","TPM4_HUMAN",3.01904775843434,0.0040983606557377,"28521.81",153,153,1,186,186,1,175,176,0.994318181818182,TRUE,"Low_vs_Control",-0.21390511177694,0.579544462974954,,,"separation_nonfinite_MLE","separation_nonfinite_MLE",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P68036","UBE2L3","Ubiquitin-conjugating enzyme E2 L3","UB2L3_HUMAN",1.19859385668386,0.0040983606557377,"17861.58",132,153,0.862745098039216,160,186,0.860215053763441,131,176,0.744318181818182,TRUE,"Low_vs_Control",-0.0659533550002642,0.863641229734237,0.0124555970754182,1,"ok","ok",-0.00253004427577486,FALSE,FALSE,"Neither",TRUE,"tested"
"P68104;Q5VTE0","EEF1A1;EEF1A1P5","Elongation factor 1-alpha 1;Putative elongation factor 1-alpha-like 3","EF1A1_HUMAN;EF1A3_HUMAN",1.11681528699053,0.0040983606557377,"50140.86;50185.02",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",-0.00110524768562215,0.995784633231031,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P68363","TUBA1B","Tubulin alpha-1B chain","TBA1B_HUMAN",1.81856715957023,0.0040983606557377,"50151.63",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",-0.163380013845551,0.5709732320978,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P68366","TUBA4A","Tubulin alpha-4A chain","TBA4A_HUMAN",2.07822181489996,0.0016233766233766,"49924.4",153,153,1,186,186,1,175,176,0.994318181818182,TRUE,"Low_vs_Control",-0.0945155714790271,0.848988211194624,,,"separation_nonfinite_MLE","separation_nonfinite_MLE",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P68371","TUBB4B","Tubulin beta-4B chain","TBB4B_HUMAN",1.54466659401453,0.0016233766233766,"49831",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",-0.0159124440901675,0.981780738977888,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"P68400;Q8NEV1","CSNK2A1;CSNK2A3","Casein kinase II subunit alpha;Casein kinase II subunit alpha 3","CSK21_HUMAN;CSK23_HUMAN",0.754172192563214,0.0073810825587752,"45143.57;45219.7",98,153,0.640522875816993,119,186,0.639784946236559,98,176,0.556818181818182,TRUE,"Low_vs_Control",,,-0.119460235691644,1,"ok","ok",-0.000737929580434282,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"P68402","PAFAH1B2","Platelet-activating factor acetylhydrolase IB subunit alpha2","PA1B2_HUMAN",0.821343780091938,0.0072727272727272,"25569.27",144,153,0.941176470588235,172,186,0.924731182795699,159,176,0.903409090909091,TRUE,"Low_vs_Control",-0.0198443012996457,0.972522593571921,-0.272140531140524,1,"ok","ok",-0.0164452877925364,FALSE,FALSE,"Neither",TRUE,"tested"
"P68431","H3C12","Histone H3.1","H31_HUMAN",1.13609783159248,0.0016233766233766,"15404.08",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",0.0126613884983922,0.985338319299806,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
