"PG.ProteinGroups","PG.Genes","PG.ProteinDescriptions","PG.ProteinNames","PG.CV","PG.Qvalue","PG.MolecularWeight","Control_detected_n","Control_total_n","Control_detection_rate","Short_detected_n","Short_total_n","Short_detection_rate","Long_detected_n","Long_total_n","Long_detection_rate","In_detection_analysis_universe","Contrast","Abundance_log2FC","Abundance_FDR","Detection_logOR","Detection_FDR","Detection_model_status","Detection_analysis_status","Detection_rate_difference","Abundance_evidence","Detection_evidence","Evidence","Plotted_jointly","Abundance_status","Rank","Detection_status"
"Q9UP79","ADAMTS8","A disintegrin and metalloproteinase with thrombospondin motifs 8","ATS8_HUMAN",0.789736664907342,0.0072727272727272,"96460.24",100,153,0.65359477124183,125,186,0.672043010752688,105,176,0.596590909090909,TRUE,"High_vs_Control",,,-0.224890437990429,1,"ok","ok",-0.057003862150921,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",142,"Not significant"
"P36507","MAP2K2","Dual specificity mitogen-activated protein kinase kinase 2","MP2K2_HUMAN",0.857495073734531,0.0073810825587752,"44424.12",93,153,0.607843137254902,115,186,0.618279569892473,97,176,0.551136363636364,TRUE,"High_vs_Control",,,-0.232565964770728,1,"ok","ok",-0.0567067736185383,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",143,"Not significant"
"Q9BSJ8","ESYT1","Extended synaptotagmin-1","ESYT1_HUMAN",1.91202969849683,0.0040983606557377,"122856.44",106,153,0.69281045751634,117,186,0.629032258064516,112,176,0.636363636363636,TRUE,"High_vs_Control",,,-0.29232492339648,0.923362089030855,"ok","ok",-0.0564468211527035,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",144,"Not significant"
"Q99650","OSMR","Oncostatin-M-specific receptor subunit beta","OSMR_HUMAN",0.572820392871095,0.0073810825587752,"110508.51",99,153,0.647058823529412,128,186,0.688172043010753,104,176,0.590909090909091,TRUE,"High_vs_Control",,,-0.223749702644841,1,"ok","ok",-0.0561497326203209,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",145,"Not significant"
"Q86VG3","IFTAP","Intraflagellar transport-associated protein","IFTAP_HUMAN",0.612933338385329,0.0073810825587752,"25407.3",112,153,0.73202614379085,154,186,0.827956989247312,119,176,0.676136363636364,TRUE,"High_vs_Control",,,-0.329199733388616,0.874823538866963,"ok","ok",-0.055889780154486,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",146,"Not significant"
"Q13835","PKP1","Plakophilin-1","PKP1_HUMAN",1.38048205894977,0.0040983606557377,"82860.55",111,153,0.725490196078431,143,186,0.768817204301075,118,176,0.670454545454545,TRUE,"High_vs_Control",,,-0.23391548920513,1,"ok","ok",-0.0550356506238859,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",147,"Not significant"
"P23435","CBLN1","Cerebellin-1","CBLN1_HUMAN",0.756086648534691,0.0073810825587752,"21097.17",91,153,0.594771241830065,121,186,0.650537634408602,95,176,0.539772727272727,TRUE,"High_vs_Control",,,-0.216776223310116,1,"ok","ok",-0.0549985145573381,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",148,"Not significant"
"A8K2U0","A2ML1","Alpha-2-macroglobulin-like protein 1","A2ML1_HUMAN",1.52872015098005,0.0040983606557377,"161106.52",104,153,0.679738562091503,105,186,0.564516129032258,110,176,0.625,TRUE,"High_vs_Control",,,-0.213255192162275,1,"ok","ok",-0.0547385620915033,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",149,"Not significant"
"Q13884","SNTB1","Beta-1-syntrophin","SNTB1_HUMAN",1.26375219575212,0.0072727272727272,"58061.09",102,153,0.666666666666667,115,186,0.618279569892473,108,176,0.613636363636364,TRUE,"High_vs_Control",,,-0.213831281718759,1,"ok","ok",-0.053030303030303,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",150,"Not significant"
"O75695","RP2","Protein XRP2","XRP2_HUMAN",0.744424393415293,0.0040983606557377,"39641.06",114,153,0.745098039215686,141,186,0.758064516129032,122,176,0.693181818181818,TRUE,"High_vs_Control",,,-0.2957134174597,0.958166174934956,"ok","ok",-0.0519162210338681,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",151,"Not significant"
"Q9UDX3","SEC14L4","SEC14-like protein 4","S14L4_HUMAN",0.550800391102639,0.0073810825587752,"46643.74",114,153,0.745098039215686,141,186,0.758064516129032,122,176,0.693181818181818,TRUE,"High_vs_Control",,,-0.223060304303676,1,"ok","ok",-0.0519162210338681,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",152,"Not significant"
"Q9NRV9","HEBP1","Heme-binding protein 1","HEBP1_HUMAN",0.708480090631379,0.0072727272727272,"21097.04",94,153,0.61437908496732,116,186,0.623655913978495,99,176,0.5625,TRUE,"High_vs_Control",,,-0.241272721755782,1,"ok","ok",-0.0518790849673203,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",153,"Not significant"
"Q8N699","MYCT1","Myc target protein 1","MYCT1_HUMAN",0.766795902926788,0.0072727272727272,"26592.51",100,153,0.65359477124183,125,186,0.672043010752688,106,176,0.602272727272727,TRUE,"High_vs_Control",,,-0.302818150145115,0.906526006008366,"ok","ok",-0.0513220439691028,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",154,"Not significant"
"Q8N1G4","LRRC47","Leucine-rich repeat-containing protein 47","LRC47_HUMAN",1.15385287828264,0.0065597667638483,"63472.94",93,153,0.607843137254902,112,186,0.602150537634409,98,176,0.556818181818182,TRUE,"High_vs_Control",,,-0.206876036003356,1,"ok","ok",-0.0510249554367201,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",155,"Not significant"
"P15502","ELN","Elastin","ELN_HUMAN",0.650877869089973,0.0016233766233766,"68397.53",106,153,0.69281045751634,137,186,0.736559139784946,113,176,0.642045454545455,TRUE,"High_vs_Control",,,-0.327840055262468,0.874823538866963,"ok","ok",-0.0507650029708853,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",156,"Not significant"
"Q9NP79","VTA1","Vacuolar protein sorting-associated protein VTA1 homolog","VTA1_HUMAN",1.88699077046772,0.0073810825587752,"33879.21",99,153,0.647058823529412,120,186,0.645161290322581,105,176,0.596590909090909,TRUE,"High_vs_Control",,,-0.297320800918682,0.91170481098757,"ok","ok",-0.0504679144385027,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",157,"Not significant"
"P62701","RPS4X","Small ribosomal subunit protein eS4, X isoform","RS4X_HUMAN",5.0352561174977,0.0072727272727272,"29597.72",112,153,0.73202614379085,137,186,0.736559139784946,120,176,0.681818181818182,TRUE,"High_vs_Control",,,-0.249584703852524,1,"ok","ok",-0.0502079619726679,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",158,"Not significant"
"Q9H223","EHD4","EH domain-containing protein 4","EHD4_HUMAN",3.16495222091035,0.0073810825587752,"61175.13",92,153,0.601307189542484,102,186,0.548387096774194,97,176,0.551136363636364,TRUE,"High_vs_Control",,,-0.217560705742987,1,"ok","ok",-0.05017082590612,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",159,"Not significant"
"Q9H4L5","OSBPL3","Oxysterol-binding protein-related protein 3","OSBL3_HUMAN",1.11552867469719,0.0073810825587752,"101223.62",105,153,0.686274509803922,133,186,0.71505376344086,112,176,0.636363636363636,TRUE,"High_vs_Control",,,-0.206915294572243,1,"ok","ok",-0.0499108734402852,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",160,"Not significant"
"Q96FJ2","DYNLL2","Dynein light chain 2, cytoplasmic","DYL2_HUMAN",1.79945006243956,0.0072727272727272,"10349.83",91,153,0.594771241830065,112,186,0.602150537634409,96,176,0.545454545454545,TRUE,"High_vs_Control",,,-0.230962762740289,1,"ok","ok",-0.0493166963755199,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",161,"Not significant"
"Q9Y3I1","FBXO7","F-box only protein 7","FBX7_HUMAN",0.711388587905604,0.0072727272727272,"58502.8",97,153,0.633986928104575,116,186,0.623655913978495,103,176,0.585227272727273,TRUE,"High_vs_Control",,,-0.220683190016724,1,"ok","ok",-0.0487596553773024,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",162,"Not significant"
"P55854;P61956;Q6EEV6","SUMO3;SUMO2;SUMO4","Small ubiquitin-related modifier 3;Small ubiquitin-related modifier 2;Small ubiquitin-related modifier 4","SUMO3_HUMAN;SUMO2_HUMAN;SUMO4_HUMAN",1.64080705661088,0.0073810825587752,"11637.04;10871.22;10653.07",110,153,0.718954248366013,121,186,0.650537634408602,118,176,0.670454545454545,TRUE,"High_vs_Control",,,-0.227344308966986,1,"ok","ok",-0.0484997029114677,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",163,"Not significant"
"P43405","SYK","Tyrosine-protein kinase SYK","KSYK_HUMAN",1.66968311919518,0.0072727272727272,"72066.2",103,153,0.673202614379085,129,186,0.693548387096774,110,176,0.625,TRUE,"High_vs_Control",,,-0.225687889510646,1,"ok","ok",-0.048202614379085,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",164,"Not significant"
"Q5T749","KPRP","Keratinocyte proline-rich protein","KPRP_HUMAN",1.08693708730866,0.0073810825587752,"64135.73",96,153,0.627450980392157,117,186,0.629032258064516,102,176,0.579545454545455,TRUE,"High_vs_Control",,,-0.177020683341575,1,"ok","ok",-0.0479055258467023,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",165,"Not significant"
"O75015","FCGR3B","Low affinity immunoglobulin gamma Fc region receptor III-B","FCG3B_HUMAN",0.857468544123195,0.0040983606557377,"26242.88",95,153,0.620915032679739,120,186,0.645161290322581,101,176,0.573863636363636,TRUE,"High_vs_Control",,,-0.210289801950568,1,"ok","ok",-0.0470513963161022,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",166,"Not significant"
"P08397","HMBS","Porphobilinogen deaminase","HEM3_HUMAN",2.74246080306664,0.0073810825587752,"39330.06",95,153,0.620915032679739,109,186,0.586021505376344,101,176,0.573863636363636,TRUE,"High_vs_Control",,,-0.250197745177466,1,"ok","ok",-0.0470513963161022,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",167,"Not significant"
"Q9BS40","LXN","Latexin","LXN_HUMAN",0.871346705973449,0.0073810825587752,"25750.18",108,153,0.705882352941177,126,186,0.67741935483871,116,176,0.659090909090909,TRUE,"High_vs_Control",,,-0.240978718957853,1,"ok","ok",-0.0467914438502675,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",168,"Not significant"
"P06239","LCK","Tyrosine-protein kinase Lck","LCK_HUMAN",0.554654261394095,0.0073810825587752,"58000.6",88,153,0.57516339869281,125,186,0.672043010752688,93,176,0.528409090909091,TRUE,"High_vs_Control",,,-0.193713947333293,1,"ok","ok",-0.0467543077837195,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",169,"Not significant"
"Q96FN4","CPNE2","Copine-2","CPNE2_HUMAN",0.89735839589692,0.0073810825587752,"61189.84",93,153,0.607843137254902,110,186,0.591397849462366,99,176,0.5625,TRUE,"High_vs_Control",,,-0.204883253518713,1,"ok","ok",-0.0453431372549019,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",170,"Not significant"
"Q99816","TSG101","Tumor susceptibility gene 101 protein","TS101_HUMAN",0.902358083472308,0.006765899864682,"43944.32",93,153,0.607843137254902,123,186,0.661290322580645,99,176,0.5625,TRUE,"High_vs_Control",,,-0.216907342115263,1,"ok","ok",-0.0453431372549019,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",171,"Not significant"
"Q70J99","UNC13D","Protein unc-13 homolog D","UN13D_HUMAN",1.89136057192233,0.0040983606557377,"123281.9",106,153,0.69281045751634,123,186,0.661290322580645,114,176,0.647727272727273,TRUE,"High_vs_Control",,,-0.231007576793706,1,"ok","ok",-0.0450831847890671,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",172,"Not significant"
"P19086","GNAZ","Guanine nucleotide-binding protein G(z) subunit alpha","GNAZ_HUMAN",1.94822601184775,0.0073810825587752,"40923.75",99,153,0.647058823529412,121,186,0.650537634408602,106,176,0.602272727272727,TRUE,"High_vs_Control",,,-0.227757950623939,1,"ok","ok",-0.0447860962566845,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",173,"Not significant"
"Q8WXX5","DNAJC9","DnaJ homolog subfamily C member 9","DNJC9_HUMAN",1.19447884289644,0.0072727272727272,"29909.71",92,153,0.601307189542484,100,186,0.537634408602151,98,176,0.556818181818182,TRUE,"High_vs_Control",,,-0.172411445492982,1,"ok","ok",-0.0444890077243019,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",174,"Not significant"
"Q12905","ILF2","Interleukin enhancer-binding factor 2","ILF2_HUMAN",2.235766050469,0.0016233766233766,"43062.13",97,153,0.633986928104575,121,186,0.650537634408602,104,176,0.590909090909091,TRUE,"High_vs_Control",,,-0.167856045336184,1,"ok","ok",-0.0430778371954842,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",175,"Not significant"
"Q01105","SET","Protein SET","SET_HUMAN",0.798829200897076,0.0073810825587752,"33488.88",96,153,0.627450980392157,126,186,0.67741935483871,103,176,0.585227272727273,TRUE,"High_vs_Control",,,-0.178570025574196,1,"ok","ok",-0.0422237076648841,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",176,"Not significant"
"Q16531","DDB1","DNA damage-binding protein 1","DDB1_HUMAN",0.952812632019918,0.0073810825587752,"126967.9",109,153,0.712418300653595,128,186,0.688172043010753,118,176,0.670454545454545,TRUE,"High_vs_Control",,,-0.203257815217979,1,"ok","ok",-0.0419637551990494,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",177,"Not significant"
"Q9UI42","CPA4","Carboxypeptidase A4","CBPA4_HUMAN",1.04714370332685,0.0073810825587752,"47351.31",109,153,0.712418300653595,126,186,0.67741935483871,118,176,0.670454545454545,TRUE,"High_vs_Control",,,-0.154230240784047,1,"ok","ok",-0.0419637551990494,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",178,"Not significant"
"P15880","RPS2","Small ribosomal subunit protein uS5","RS2_HUMAN",1.40667600259842,0.0058910162002945,"31324.42",102,153,0.666666666666667,120,186,0.645161290322581,110,176,0.625,TRUE,"High_vs_Control",,,-0.198119764386428,1,"ok","ok",-0.0416666666666666,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",179,"Not significant"
"Q13009","TIAM1","Rho guanine nucleotide exchange factor TIAM1","TIAM1_HUMAN",1.57560481481838,0.0073810825587752,"177508.16",115,153,0.751633986928105,113,186,0.60752688172043,125,176,0.710227272727273,TRUE,"High_vs_Control",,,-0.136144278040733,1,"ok","ok",-0.0414067142008319,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",180,"Not significant"
"Q02809","PLOD1","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1","PLOD1_HUMAN",1.16305616784961,0.0072727272727272,"83550.19",95,153,0.620915032679739,117,186,0.629032258064516,102,176,0.579545454545455,TRUE,"High_vs_Control",,,-0.20663497440479,1,"ok","ok",-0.041369578134284,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",181,"Not significant"
"Q13185","CBX3","Chromobox protein homolog 3","CBX3_HUMAN",1.3558958994019,0.0073810825587752,"20811.42",95,153,0.620915032679739,118,186,0.634408602150538,102,176,0.579545454545455,TRUE,"High_vs_Control",,,-0.17935321078808,1,"ok","ok",-0.041369578134284,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",182,"Not significant"
"Q13094","LCP2","Lymphocyte cytosolic protein 2","LCP2_HUMAN",1.65630835550819,0.0040983606557377,"60188.18",101,153,0.660130718954248,129,186,0.693548387096774,109,176,0.619318181818182,TRUE,"High_vs_Control",,,-0.187427965496806,1,"ok","ok",-0.0408125371360666,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",183,"Not significant"
"Q7RTR0","NLRP9","NACHT, LRR and PYD domains-containing protein 9","NLRP9_HUMAN",0.734521665301664,0.0073810825587752,"113312.18",94,153,0.61437908496732,111,186,0.596774193548387,101,176,0.573863636363636,TRUE,"High_vs_Control",,,-0.154627606290547,1,"ok","ok",-0.0405154486036839,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",184,"Not significant"
"Q01844","EWSR1","RNA-binding protein EWS","EWS_HUMAN",0.621922602541055,0.0040983606557377,"68478.24",93,153,0.607843137254902,129,186,0.693548387096774,100,176,0.568181818181818,TRUE,"High_vs_Control",,,-0.163324321012142,1,"ok","ok",-0.0396613190730837,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",185,"Not significant"
"P61421","ATP6V0D1","V-type proton ATPase subunit d 1","VA0D1_HUMAN",0.95994224448848,0.0072727272727272,"40329.09",106,153,0.69281045751634,119,186,0.639784946236559,115,176,0.653409090909091,TRUE,"High_vs_Control",,,-0.200968135484588,1,"ok","ok",-0.0394013666072489,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",186,"Not significant"
"P51460","INSL3","Insulin-like 3","INSL3_HUMAN",0.830166123222991,0.0073810825587752,"14501.82",99,153,0.647058823529412,117,186,0.629032258064516,107,176,0.607954545454545,TRUE,"High_vs_Control",,,-0.132317157437136,1,"ok","ok",-0.0391042780748664,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",187,"Not significant"
"P61018","RAB4B","Ras-related protein Rab-4B","RAB4B_HUMAN",0.813771123102993,0.0040983606557377,"23586.72",92,153,0.601307189542484,113,186,0.60752688172043,99,176,0.5625,TRUE,"High_vs_Control",,,-0.192138539484656,1,"ok","ok",-0.0388071895424836,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",188,"Not significant"
"P40200","CD96","T-cell surface protein tactile","TACT_HUMAN",1.28690708008538,0.0072727272727272,"65633.55",98,153,0.640522875816993,116,186,0.623655913978495,106,176,0.602272727272727,TRUE,"High_vs_Control",,,-0.16180122132707,1,"ok","ok",-0.0382501485442661,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",189,"Not significant"
"Q9UBC2","EPS15L1","Epidermal growth factor receptor substrate 15-like 1","EP15R_HUMAN",1.90633390354572,0.0073810825587752,"94255.08",104,153,0.679738562091503,127,186,0.682795698924731,113,176,0.642045454545455,TRUE,"High_vs_Control",,,-0.180947483947687,1,"ok","ok",-0.0376931075460487,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",190,"Not significant"
"P14868","DARS1","Aspartate--tRNA ligase, cytoplasmic","SYDC_HUMAN",1.38254410711135,0.0040983606557377,"57136.21",110,153,0.718954248366013,134,186,0.720430107526882,120,176,0.681818181818182,TRUE,"High_vs_Control",,,-0.194459416710239,1,"ok","ok",-0.0371360665478313,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",191,"Not significant"
"Q68BL8","OLFML2B","Olfactomedin-like protein 2B","OLM2B_HUMAN",0.554544435807337,0.0040983606557377,"83998.91",103,153,0.673202614379085,141,186,0.758064516129032,112,176,0.636363636363636,TRUE,"High_vs_Control",,,-0.158077907848837,1,"ok","ok",-0.0368389780154487,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",192,"Not significant"
"P51991","HNRNPA3","Heterogeneous nuclear ribonucleoprotein A3","ROA3_HUMAN",1.53275503009577,0.0073810825587752,"39594.94",109,153,0.712418300653595,129,186,0.693548387096774,119,176,0.676136363636364,TRUE,"High_vs_Control",,,-0.16338553830499,1,"ok","ok",-0.0362819370172311,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",193,"Not significant"
"P69849;Q15155;Q5JPE7","NOMO3;NOMO1;NOMO2","BOS complex subunit NOMO3;BOS complex subunit NOMO1;BOS complex subunit NOMO2","NOMO3_HUMAN;NOMO1_HUMAN;NOMO2_HUMAN",0.684990613121727,0.0073810825587752,"134133.57;134323.94;139438.92",109,153,0.712418300653595,144,186,0.774193548387097,119,176,0.676136363636364,TRUE,"High_vs_Control",,,-0.218391549722598,1,"ok","ok",-0.0362819370172311,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",194,"Not significant"
"Q9UQP3","TNN","Tenascin-N","TENN_HUMAN",0.570002567911173,0.0040983606557377,"144033.89",102,153,0.666666666666667,130,186,0.698924731182796,111,176,0.630681818181818,TRUE,"High_vs_Control",,,-0.153067433950632,1,"ok","ok",-0.0359848484848484,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",195,"Not significant"
"P42229","STAT5A","Signal transducer and activator of transcription 5A","STA5A_HUMAN",2.61091832952361,0.0058910162002945,"90647",95,153,0.620915032679739,114,186,0.612903225806452,103,176,0.585227272727273,TRUE,"High_vs_Control",,,-0.158915515756642,1,"ok","ok",-0.0356877599524659,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",196,"Not significant"
"P31150","GDI1","Rab GDP dissociation inhibitor alpha","GDIA_HUMAN",1.44451652977044,0.006765899864682,"50582.72",108,153,0.705882352941177,126,186,0.67741935483871,118,176,0.670454545454545,TRUE,"High_vs_Control",,,-0.185760756187693,1,"ok","ok",-0.0354278074866311,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",197,"Not significant"
"Q04941","PLP2","Proteolipid protein 2","PLP2_HUMAN",1.26690986224027,0.0073810825587752,"16690.73",108,153,0.705882352941177,136,186,0.731182795698925,118,176,0.670454545454545,TRUE,"High_vs_Control",,,-0.173527849553399,1,"ok","ok",-0.0354278074866311,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",198,"Not significant"
"P12081","HARS1","Histidine--tRNA ligase, cytoplasmic","HARS1_HUMAN",1.57637740336301,0.0073810825587752,"57410.5",88,153,0.57516339869281,118,186,0.634408602150538,95,176,0.539772727272727,TRUE,"High_vs_Control",,,-0.128449560581314,1,"ok","ok",-0.0353906714200831,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",199,"Not significant"
"Q07065","CKAP4","Cytoskeleton-associated protein 4","CKAP4_HUMAN",0.766869577838448,0.0073810825587752,"66022.46",100,153,0.65359477124183,125,186,0.672043010752688,109,176,0.619318181818182,TRUE,"High_vs_Control",,,-0.142415559988076,1,"ok","ok",-0.0342765894236483,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",200,"Not significant"
"O00743","PPP6C","Serine/threonine-protein phosphatase 6 catalytic subunit","PPP6_HUMAN",0.833509072633948,0.0073810825587752,"35144.26",99,153,0.647058823529412,124,186,0.666666666666667,108,176,0.613636363636364,TRUE,"High_vs_Control",,,-0.148151904533624,1,"ok","ok",-0.0334224598930482,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",201,"Not significant"
"P63098","PPP3R1","Calcineurin subunit B type 1","CANB1_HUMAN",0.780060530419361,0.0072727272727272,"19299.9",105,153,0.686274509803922,137,186,0.736559139784946,115,176,0.653409090909091,TRUE,"High_vs_Control",,,-0.160394698881316,1,"ok","ok",-0.0328654188948306,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",202,"Not significant"
"O60256","PRPSAP2","Phosphoribosyl pyrophosphate synthase-associated protein 2","KPRB_HUMAN",1.02875804666713,0.0016233766233766,"40925.73",111,153,0.725490196078431,135,186,0.725806451612903,122,176,0.693181818181818,TRUE,"High_vs_Control",,,-0.174724182525982,1,"ok","ok",-0.0323083778966131,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",203,"Not significant"
"P46531","NOTCH1","Neurogenic locus notch homolog protein 1","NOTC1_HUMAN",0.562198283326953,0.0073810825587752,"272504.67",91,153,0.594771241830065,116,186,0.623655913978495,99,176,0.5625,TRUE,"High_vs_Control",,,-0.129433102619948,1,"ok","ok",-0.0322712418300654,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",204,"Not significant"
"Q13126","MTAP","S-methyl-5'-thioadenosine phosphorylase","MTAP_HUMAN",0.927669168676595,0.0073810825587752,"31236.02",90,153,0.588235294117647,114,186,0.612903225806452,98,176,0.556818181818182,TRUE,"High_vs_Control",,,-0.143102086847291,1,"ok","ok",-0.0314171122994653,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",205,"Not significant"
"P20963","CD247","T-cell surface glycoprotein CD3 zeta chain","CD3Z_HUMAN",0.550669684919688,0.0072727272727272,"18696.43",103,153,0.673202614379085,129,186,0.693548387096774,113,176,0.642045454545455,TRUE,"High_vs_Control",,,-0.16713264124427,1,"ok","ok",-0.0311571598336304,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",206,"Not significant"
"Q8N5C6","SRBD1","S1 RNA-binding domain-containing protein 1","SRBD1_HUMAN",0.946866640075941,0.0073810825587752,"111775.59",103,153,0.673202614379085,110,186,0.591397849462366,113,176,0.642045454545455,TRUE,"High_vs_Control",,,-0.0889301681918897,1,"ok","ok",-0.0311571598336304,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",207,"Not significant"
"Q8N6C8","LILRA3","Leukocyte immunoglobulin-like receptor subfamily A member 3","LIRA3_HUMAN",0.64325244150554,0.0073810825587752,"47471.78",103,153,0.673202614379085,134,186,0.720430107526882,113,176,0.642045454545455,TRUE,"High_vs_Control",,,-0.148482258031082,1,"ok","ok",-0.0311571598336304,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",208,"Not significant"
"P12277","CKB","Creatine kinase B-type","KCRB_HUMAN",2.1058023251499,0.0073810825587752,"42644.28",96,153,0.627450980392157,104,186,0.559139784946237,105,176,0.596590909090909,TRUE,"High_vs_Control",,,-0.1452362888617,1,"ok","ok",-0.0308600713012478,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",209,"Not significant"
"Q9Y450","HBS1L","HBS1-like protein","HBS1L_HUMAN",1.51819187618443,0.0072727272727272,"75472.91",102,153,0.666666666666667,108,186,0.580645161290323,112,176,0.636363636363636,TRUE,"High_vs_Control",,,-0.116302121364688,1,"ok","ok",-0.0303030303030303,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",210,"Not significant"
"P63244","RACK1","Small ribosomal subunit protein RACK1","RACK1_HUMAN",2.02610568377382,0.0072727272727272,"35076.72",95,153,0.620915032679739,125,186,0.672043010752688,104,176,0.590909090909091,TRUE,"High_vs_Control",,,-0.123210884331784,1,"ok","ok",-0.0300059417706476,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",211,"Not significant"
"P18621","RPL17","Large ribosomal subunit protein uL22","RL17_HUMAN",1.95264985267097,0.0073810825587752,"21397.02",88,153,0.57516339869281,114,186,0.612903225806452,96,176,0.545454545454545,TRUE,"High_vs_Control",,,-0.146961313239469,1,"ok","ok",-0.029708853238265,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",212,"Not significant"
"Q14677","CLINT1","Clathrin interactor 1","EPN4_HUMAN",1.76012358559002,0.0040983606557377,"68259.44",101,153,0.660130718954248,127,186,0.682795698924731,111,176,0.630681818181818,TRUE,"High_vs_Control",,,-0.148445898444181,1,"ok","ok",-0.0294489007724301,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",213,"Not significant"
