"Contrast","logOR","OR","SE","CI_low_OR","CI_high_OR","P","N_samples","Zero_cells","Model_status","Detail","PG.ProteinGroups","Model","FDR"
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","P0DJI8","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","P0DJI8","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","P0DJI8","Acquisition_matched_primary",
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","P0DJI9","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","P0DJI9","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","P0DJI9","Acquisition_matched_primary",
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","P0DMV8;P0DMV9","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","P0DMV8;P0DMV9","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","P0DMV8;P0DMV9","Acquisition_matched_primary",
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","P0DOX2","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","P0DOX2","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","P0DOX2","Acquisition_matched_primary",
"Low_vs_Control",0.74309884100084,2.10244055924593,0.364842836108902,1.02841627538186,4.29811975070217,0.0416736736811445,515,FALSE,"ok","","P0DOX3","Acquisition_matched_primary",1
"High_vs_Control",0.393226205956534,1.48175353289736,0.339440758728631,0.761804394761535,2.88209617501757,0.246679172316425,515,FALSE,"ok","","P0DOX3","Acquisition_matched_primary",0.967927155437216
"High_vs_Low",-0.349872635044306,0.704777848001947,0.374948756606432,0.33798333344777,1.46963404960622,0.350757392516019,515,FALSE,"ok","","P0DOX3","Acquisition_matched_primary",1
"Low_vs_Control",0.674697416332801,1.96343878157077,0.236779726387534,1.23444031403563,3.12294714061391,0.00437917346665025,515,FALSE,"ok","","P0DOX4","Acquisition_matched_primary",0.741580221570414
"High_vs_Control",0.241042250766696,1.27257480143343,0.227878235352695,0.814166097033676,1.98908629472979,0.290161334110591,515,FALSE,"ok","","P0DOX4","Acquisition_matched_primary",1
"High_vs_Low",-0.433655165566104,0.648135716467491,0.23139726419565,0.411813183937706,1.02007396398551,0.0609204830001806,515,FALSE,"ok","","P0DOX4","Acquisition_matched_primary",0.650044822108072
"Low_vs_Control",0.220929015401665,1.24723489295379,0.26786095582575,0.737810095340932,2.10839467774243,0.409490872361837,515,FALSE,"ok","","P0DOX5","Acquisition_matched_primary",1
"High_vs_Control",-0.091946376136857,0.912154061458213,0.256917630993694,0.551289235150419,1.50923504176115,0.72043109584598,515,FALSE,"ok","","P0DOX5","Acquisition_matched_primary",1
"High_vs_Low",-0.312875391538522,0.731341038172836,0.255564180181481,0.443183231010404,1.20685909730002,0.220856539558496,515,FALSE,"ok","","P0DOX5","Acquisition_matched_primary",0.953604871738551
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","P0DOX7","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","P0DOX7","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","P0DOX7","Acquisition_matched_primary",
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","P0DOX8","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","P0DOX8","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","P0DOX8","Acquisition_matched_primary",
"Low_vs_Control",-1.52760653962609,0.217054557579196,0.639380805219182,0.0619907629160217,0.75999517911602,0.016885257205939,515,FALSE,"ok","","P0DOY2;P0DOY3","Acquisition_matched_primary",0.858048581626581
"High_vs_Control",-1.36139642287655,0.256302620100515,0.651184935403757,0.0715259152757335,0.918422823631816,0.0365599133444906,515,FALSE,"ok","","P0DOY2;P0DOY3","Acquisition_matched_primary",0.597900175757687
"High_vs_Low",0.166210116749534,1.18082118596841,0.387999781917905,0.551973367131632,2.5260977363412,0.668376790587776,515,FALSE,"ok","","P0DOY2;P0DOY3","Acquisition_matched_primary",1
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","P0DP02","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","P0DP02","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","P0DP02","Acquisition_matched_primary",
"Low_vs_Control",,,,,,,515,TRUE,"separation_nonfinite_MLE","","P0DP23;P0DP24;P0DP25","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"separation_nonfinite_MLE","","P0DP23;P0DP24;P0DP25","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"separation_nonfinite_MLE","","P0DP23;P0DP24;P0DP25","Acquisition_matched_primary",
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","P0DPH7;P0DPH8","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","P0DPH7;P0DPH8","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","P0DPH7;P0DPH8","Acquisition_matched_primary",
"Low_vs_Control",0.308942946141573,1.36198466180658,0.229873353538029,0.867967898935902,2.13717836946567,0.178958010549927,515,FALSE,"ok","","P0DTE1","Acquisition_matched_primary",1
"High_vs_Control",0.321851728211533,1.37968019314094,0.23156849676105,0.876328563925071,2.17215039393396,0.164566230087444,515,FALSE,"ok","","P0DTE1","Acquisition_matched_primary",0.834096945435679
"High_vs_Low",0.0129087820699598,1.01299246006992,0.224869639776385,0.651923788228111,1.57403939338911,0.954222082804836,515,FALSE,"ok","","P0DTE1","Acquisition_matched_primary",1
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","P10124","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","P10124","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","P10124","Acquisition_matched_primary",
"Low_vs_Control",-0.140258495488441,0.869133539259837,0.263294461201072,0.518764032722685,1.45614009726488,0.59423722717419,515,FALSE,"ok","","P10301","Acquisition_matched_primary",1
"High_vs_Control",-0.0969592856254395,0.907592957460661,0.265593516243516,0.539283963963556,1.52744199990314,0.715061794257122,515,FALSE,"ok","","P10301","Acquisition_matched_primary",1
"High_vs_Low",0.0432992098630013,1.04425029809985,0.248694356270159,0.641380258100469,1.70017500743032,0.861782062246545,515,FALSE,"ok","","P10301","Acquisition_matched_primary",1
"Low_vs_Control",-0.167223781721247,0.846010268518166,0.338705370736128,0.435581172985994,1.64316875665605,0.621507762972609,515,FALSE,"ok","","P10321","Acquisition_matched_primary",1
"High_vs_Control",-0.267970356565647,0.764930455932537,0.336421791434761,0.395602661542994,1.47905628372414,0.425723515363101,515,FALSE,"ok","","P10321","Acquisition_matched_primary",1
"High_vs_Low",-0.1007465748444,0.904162141285065,0.306948053274784,0.49541786322698,1.65014069619578,0.742745118044356,515,FALSE,"ok","","P10321","Acquisition_matched_primary",1
"Low_vs_Control",,,,,,,515,TRUE,"separation_nonfinite_MLE","","P10412","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"separation_nonfinite_MLE","","P10412","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"separation_nonfinite_MLE","","P10412","Acquisition_matched_primary",
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","P10451","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","P10451","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","P10451","Acquisition_matched_primary",
"Low_vs_Control",,,,,,,515,TRUE,"separation_nonfinite_MLE","","P10586","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"separation_nonfinite_MLE","","P10586","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"separation_nonfinite_MLE","","P10586","Acquisition_matched_primary",
"Low_vs_Control",,,,,,,515,TRUE,"separation_nonfinite_MLE","","P10599","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"separation_nonfinite_MLE","","P10599","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"separation_nonfinite_MLE","","P10599","Acquisition_matched_primary",
"Low_vs_Control",0.275907210425551,1.31772558715791,0.259259455027896,0.792762193764485,2.19031726879563,0.28723234493916,515,FALSE,"ok","","P10619","Acquisition_matched_primary",1
"High_vs_Control",0.143172785921539,1.15392916715628,0.254716012141975,0.70042959561266,1.90105119937041,0.574056138497612,515,FALSE,"ok","","P10619","Acquisition_matched_primary",1
"High_vs_Low",-0.132734424504012,0.875697625060988,0.254175471930592,0.532107791138865,1.44114847274869,0.601520149076373,515,FALSE,"ok","","P10619","Acquisition_matched_primary",1
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","P10643","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","P10643","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","P10643","Acquisition_matched_primary",
"Low_vs_Control",-0.644772884813316,0.524781714470204,0.340523976399149,0.269230439298936,1.02290011693851,0.0582950229722065,515,FALSE,"ok","","P10644","Acquisition_matched_primary",1
"High_vs_Control",-0.302195953154299,0.739193203457114,0.350028223343955,0.372231738956228,1.46792047762871,0.387946495648218,515,FALSE,"ok","","P10644","Acquisition_matched_primary",1
"High_vs_Low",0.342576931659016,1.40857271332971,0.308243010344472,0.76984331865778,2.57724791610358,0.266402284184569,515,FALSE,"ok","","P10644","Acquisition_matched_primary",1
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","P10645","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","P10645","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","P10645","Acquisition_matched_primary",
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","P10646","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","P10646","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","P10646","Acquisition_matched_primary",
"Low_vs_Control",-0.500510944417465,0.606220835416269,0.247527860238093,0.373194093915855,0.984752190037772,0.0431723407445173,515,FALSE,"ok","","P10721","Acquisition_matched_primary",1
"High_vs_Control",-0.475044005230755,0.621857690871726,0.251187377641797,0.380084296191565,1.01742427027665,0.0585984818772533,515,FALSE,"ok","","P10721","Acquisition_matched_primary",0.658288786381794
"High_vs_Low",0.0254669391867105,1.02579399212619,0.225683912142429,0.659109629798769,1.59647692388205,0.910154712597492,515,FALSE,"ok","","P10721","Acquisition_matched_primary",1
"Low_vs_Control",-0.124848496246383,0.88263061430655,0.373852595633527,0.424184778974549,1.83655057872291,0.738416437249251,515,FALSE,"ok","","P10768","Acquisition_matched_primary",1
"High_vs_Control",-0.350312355962717,0.704468010565341,0.361563305259747,0.346815128326041,1.43095020192817,0.332603822164655,515,FALSE,"ok","","P10768","Acquisition_matched_primary",1
"High_vs_Low",-0.225463859716334,0.798145905146079,0.33454987487185,0.414298079475885,1.5376293481914,0.500354559017439,515,FALSE,"ok","","P10768","Acquisition_matched_primary",1
"Low_vs_Control",-0.352676668317455,0.702804395572149,0.413761161506384,0.312349151024836,1.58135220414369,0.394010016458664,515,FALSE,"ok","","P10809","Acquisition_matched_primary",1
"High_vs_Control",-0.66130793325641,0.516175769336072,0.390267517284295,0.240215651429498,1.10915930441728,0.0901704940272432,515,FALSE,"ok","","P10809","Acquisition_matched_primary",0.710644042114769
"High_vs_Low",-0.308631264938955,0.734451538135097,0.35169003399588,0.368641347611001,1.46326250531782,0.380179212236031,515,FALSE,"ok","","P10809","Acquisition_matched_primary",1
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","P10909","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","P10909","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","P10909","Acquisition_matched_primary",
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","P11021","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","P11021","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","P11021","Acquisition_matched_primary",
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","P11047","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","P11047","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","P11047","Acquisition_matched_primary",
"Low_vs_Control",,,,,,,515,TRUE,"separation_nonfinite_MLE","","P11049","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"separation_nonfinite_MLE","","P11049","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"separation_nonfinite_MLE","","P11049","Acquisition_matched_primary",
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","P11142","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","P11142","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","P11142","Acquisition_matched_primary",
"Low_vs_Control",-0.0241256674557991,0.976163030125211,0.546646911954713,0.334361034847174,2.84989625605977,0.964797660152105,515,FALSE,"ok","","P11150","Acquisition_matched_primary",1
"High_vs_Control",0.042180299435864,1.04308252898911,0.571818254855526,0.340083914053606,3.19927264219508,0.941197201927342,515,FALSE,"ok","","P11150","Acquisition_matched_primary",1
"High_vs_Low",0.066305966891663,1.06855360918075,0.520712634303923,0.385092373371148,2.96502058895036,0.898673703974369,515,FALSE,"ok","","P11150","Acquisition_matched_primary",1
"Low_vs_Control",,,,,,,515,TRUE,"separation_nonfinite_MLE","","P11166","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"separation_nonfinite_MLE","","P11166","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"separation_nonfinite_MLE","","P11166","Acquisition_matched_primary",
"Low_vs_Control",-0.0630682808530921,0.938879364016501,0.247187064572492,0.578367369488589,1.52410821681637,0.798611929946102,515,FALSE,"ok","","P11169","Acquisition_matched_primary",1
"High_vs_Control",0.159490727790848,1.17291338667207,0.249804987773122,0.7188388684859,1.91381667428788,0.523173671341921,515,FALSE,"ok","","P11169","Acquisition_matched_primary",1
"High_vs_Low",0.22255900864394,1.24926953517689,0.242736929162695,0.776315219772858,2.01036168269086,0.359209037979539,515,FALSE,"ok","","P11169","Acquisition_matched_primary",1
"Low_vs_Control",,,,,,,515,TRUE,"separation_nonfinite_MLE","","P11171","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"separation_nonfinite_MLE","","P11171","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"separation_nonfinite_MLE","","P11171","Acquisition_matched_primary",
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","P11215","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","P11215","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","P11215","Acquisition_matched_primary",
"Low_vs_Control",0.0846158896890767,1.08829895955218,0.238825541489263,0.681490089445131,1.73794842171026,0.7231140666839,515,FALSE,"ok","","P11216","Acquisition_matched_primary",1
"High_vs_Control",-0.0506798846143798,0.950582918050049,0.236461328896389,0.598017313572776,1.51100622604061,0.830292600529711,515,FALSE,"ok","","P11216","Acquisition_matched_primary",1
"High_vs_Low",-0.135295774303456,0.873457527186468,0.228471804132106,0.558169677163846,1.36683894344685,0.553731990923447,515,FALSE,"ok","","P11216","Acquisition_matched_primary",1
"Low_vs_Control",0.180040290987749,1.19726560116369,0.29371798343951,0.673251460364994,2.12913748297365,0.539896224360329,515,FALSE,"ok","","P11217","Acquisition_matched_primary",1
"High_vs_Control",0.00452228786079332,1.00453252883627,0.286437851557426,0.572990819047318,1.76108511331463,0.98740350219329,515,FALSE,"ok","","P11217","Acquisition_matched_primary",1
"High_vs_Low",-0.175518003126956,0.839022292012653,0.282777999589116,0.48202818191285,1.46040923105496,0.534802384839404,515,FALSE,"ok","","P11217","Acquisition_matched_primary",1
"Low_vs_Control",,,,,,,515,TRUE,"separation_nonfinite_MLE","","P11226","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"separation_nonfinite_MLE","","P11226","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"separation_nonfinite_MLE","","P11226","Acquisition_matched_primary",
"Low_vs_Control",0.227026018474394,1.25486251712381,0.237972167779074,0.787107173770884,2.00059151962534,0.340082429064992,515,FALSE,"ok","","P11233","Acquisition_matched_primary",1
"High_vs_Control",0.0275748386397783,1.02795854324774,0.233677385369775,0.650233063787544,1.62510771211918,0.906064581881742,515,FALSE,"ok","","P11233","Acquisition_matched_primary",1
"High_vs_Low",-0.199451179834616,0.819180212350165,0.229947856003623,0.521972332214921,1.28561645683119,0.38573619821206,515,FALSE,"ok","","P11233","Acquisition_matched_primary",1
"Low_vs_Control",0.110008800160552,1.11628789392834,1.01596628430469,0.152399711834118,8.17651586826683,0.913773609739407,515,FALSE,"ok","","P11234","Acquisition_matched_primary",1
"High_vs_Control",0.118956666525798,1.12632110982408,1.00711193689782,0.156461319672271,8.10806942631323,0.905975248032739,515,FALSE,"ok","","P11234","Acquisition_matched_primary",1
"High_vs_Low",0.00894786636524657,1.00898801818986,1.01130868118512,0.139013986861587,7.32341287257918,0.992940561660818,515,FALSE,"ok","","P11234","Acquisition_matched_primary",1
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","P11277","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","P11277","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","P11277","Acquisition_matched_primary",
"Low_vs_Control",0.517147295962789,1.67723616023196,0.345438989485341,0.852228426143618,3.30090038174293,0.134374330862108,515,FALSE,"ok","","P11279","Acquisition_matched_primary",1
"High_vs_Control",0.0570628274061423,1.05872232508352,0.326766005533301,0.558005324344045,2.00874958128383,0.86137114407458,515,FALSE,"ok","","P11279","Acquisition_matched_primary",1
"High_vs_Low",-0.460084468556647,0.631230324140576,0.332884929273928,0.328727236349898,1.2121043772914,0.166937117855206,515,FALSE,"ok","","P11279","Acquisition_matched_primary",0.878593635852184
"Low_vs_Control",0.62983332631887,1.87729765707604,0.688358152510895,0.487081479398795,7.23543522454018,0.360202599581601,515,FALSE,"ok","","P11362","Acquisition_matched_primary",1
"High_vs_Control",0.202660036270517,1.22465605882837,0.64623220734721,0.345096284362241,4.34598264422555,0.753822959993477,515,FALSE,"ok","","P11362","Acquisition_matched_primary",1
"High_vs_Low",-0.427173290048353,0.652350496583378,0.68433149927736,0.170599191666067,2.4945087150564,0.532483227598475,515,FALSE,"ok","","P11362","Acquisition_matched_primary",1
"Low_vs_Control",-0.684117129230317,0.504535472620915,0.448017230975601,0.209671183890139,1.21407261794348,0.126763887825275,515,FALSE,"ok","","P11413","Acquisition_matched_primary",1
"High_vs_Control",-0.617995428579288,0.539023867175595,0.448910679141513,0.223611704811378,1.29933596110283,0.168618732646445,515,FALSE,"ok","","P11413","Acquisition_matched_primary",0.839912177710592
"High_vs_Low",0.0661217006510284,1.06835672896402,0.36859456483989,0.518761846364658,2.20021211721953,0.857632501780071,515,FALSE,"ok","","P11413","Acquisition_matched_primary",1
"Low_vs_Control",-1.04954612922825,0.350096611676221,0.830177354961808,0.0687922733895428,1.78170645434437,0.206142726501359,515,FALSE,"ok","","P11586","Acquisition_matched_primary",1
"High_vs_Control",-0.825620284558597,0.437963246354757,0.845240186546029,0.0835541287641962,2.29565920912087,0.32867422752476,515,FALSE,"ok","","P11586","Acquisition_matched_primary",1
"High_vs_Low",0.223925844669648,1.25097824928337,0.619954906576035,0.371144633640444,4.21654104177661,0.717952193937358,515,FALSE,"ok","","P11586","Acquisition_matched_primary",1
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","P11597","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","P11597","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","P11597","Acquisition_matched_primary",
"Low_vs_Control",0.31211169214116,1.3663072902941,0.260282990089492,0.820342293913256,2.27563009412288,0.230479566054761,515,FALSE,"ok","","P11717","Acquisition_matched_primary",1
"High_vs_Control",0.0364133013243761,1.03708438627713,0.252705080692083,0.63199136017216,1.70183343007541,0.885426194378721,515,FALSE,"ok","","P11717","Acquisition_matched_primary",1
"High_vs_Low",-0.275698390816784,0.759041830226857,0.251194540614842,0.463925804547216,1.24188931589275,0.272401344454874,515,FALSE,"ok","","P11717","Acquisition_matched_primary",1
"Low_vs_Control",0.431324679054756,1.53929524575748,0.275248172782657,0.897491323200412,2.64005878648754,0.117105527008763,515,FALSE,"ok","","P11766","Acquisition_matched_primary",1
"High_vs_Control",-0.228552594855727,0.795684447195242,0.252639024647829,0.48494684875072,1.30553222716958,0.365645171530923,515,FALSE,"ok","","P11766","Acquisition_matched_primary",1
"High_vs_Low",-0.659877273910484,0.51691476952733,0.259586668522912,0.310783796990718,0.859764510063803,0.0110210501043742,515,FALSE,"ok","","P11766","Acquisition_matched_primary",0.500733797285339
"Low_vs_Control",-0.0204394802399983,0.979767990003897,0.270730320174136,0.576337900598673,1.66559463335507,0.939818833990382,515,FALSE,"ok","","P11836","Acquisition_matched_primary",1
"High_vs_Control",-0.675753043258231,0.508773148126117,0.254854513655237,0.308739095056128,0.838410555705945,0.00801292468801983,515,FALSE,"ok","","P11836","Acquisition_matched_primary",0.493596160782022
"High_vs_Low",-0.655313563018233,0.519279210299668,0.241645265599005,0.323379222609504,0.833853505099995,0.00669023066730506,515,FALSE,"ok","","P11836","Acquisition_matched_primary",0.428573091916622
"Low_vs_Control",0.546113009353576,1.72652895624735,0.302856364810341,0.953634735043081,3.12583227856723,0.0713555600137207,515,FALSE,"ok","","P11940","Acquisition_matched_primary",1
"High_vs_Control",-0.1581873762851,0.853689805756645,0.27039889039297,0.502500088507339,1.45032070863441,0.558537706865891,515,FALSE,"ok","","P11940","Acquisition_matched_primary",1
"High_vs_Low",-0.704300385638676,0.494454380662204,0.287858449019039,0.281255272671848,0.869264182084486,0.0144174788564579,515,FALSE,"ok","","P11940","Acquisition_matched_primary",0.500733797285339
"Low_vs_Control",0.309382737118408,1.36258378210562,0.226782627939581,0.873625883429551,2.12520553531308,0.172496475710918,515,FALSE,"ok","","P12081","Acquisition_matched_primary",1
"High_vs_Control",-0.128449560581314,0.879457920645981,0.223647952283171,0.567342845462434,1.36327837809698,0.565738969379589,515,FALSE,"ok","","P12081","Acquisition_matched_primary",1
"High_vs_Low",-0.437832297699722,0.645434014550607,0.216950267663573,0.421874666127706,0.987461681362987,0.0435784659686983,515,FALSE,"ok","","P12081","Acquisition_matched_primary",0.596540778593736
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","P12109","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","P12109","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","P12109","Acquisition_matched_primary",
"Low_vs_Control",,,,,,,515,TRUE,"separation_nonfinite_MLE","","P12110","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"separation_nonfinite_MLE","","P12110","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"separation_nonfinite_MLE","","P12110","Acquisition_matched_primary",
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","P12111","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","P12111","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","P12111","Acquisition_matched_primary",
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","P12259","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","P12259","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","P12259","Acquisition_matched_primary",
"Low_vs_Control",0.214781874635897,1.2395914811317,0.437658076837119,0.525706506970252,2.92289903153363,0.623601381285359,515,FALSE,"ok","","P12273","Acquisition_matched_primary",1
"High_vs_Control",-0.158409313759405,0.853500361020536,0.414790273088717,0.378559011218202,1.92430465178465,0.702533915671391,515,FALSE,"ok","","P12273","Acquisition_matched_primary",1
"High_vs_Low",-0.373191188395303,0.688533580628777,0.40590342772867,0.310755985303529,1.52556511885179,0.357881781737184,515,FALSE,"ok","","P12273","Acquisition_matched_primary",1
"Low_vs_Control",-0.339387782284489,0.712206214580311,0.226292370741558,0.457072764384653,1.10975260748625,0.13367253274137,515,FALSE,"ok","","P12277","Acquisition_matched_primary",1
"High_vs_Control",-0.1452362888617,0.864817922124002,0.227891651001441,0.553277432391338,1.3517812125362,0.523926765642706,515,FALSE,"ok","","P12277","Acquisition_matched_primary",1
"High_vs_Low",0.194151493422789,1.21428022449035,0.215149986675185,0.796494757372363,1.85120674045945,0.366844062127459,515,FALSE,"ok","","P12277","Acquisition_matched_primary",1
"Low_vs_Control",0.0796299848273615,1.08288630917153,0.256513978032838,0.654994674674353,1.7903088436164,0.75623294417714,515,FALSE,"ok","","P12429","Acquisition_matched_primary",1
"High_vs_Control",-0.307765405867846,0.7350877450547,0.248431538600287,0.451724736750992,1.19620191007487,0.215407025673389,515,FALSE,"ok","","P12429","Acquisition_matched_primary",0.914061439559366
"High_vs_Low",-0.387395390695207,0.678822641701956,0.238131765435674,0.425655445004111,1.08256615602033,0.103777231085839,515,FALSE,"ok","","P12429","Acquisition_matched_primary",0.757526918183941
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","P12814","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","P12814","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","P12814","Acquisition_matched_primary",
"Low_vs_Control",,,,,,,515,TRUE,"separation_nonfinite_MLE","","P12821","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"separation_nonfinite_MLE","","P12821","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"separation_nonfinite_MLE","","P12821","Acquisition_matched_primary",
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","P12830","Acquisition_matched_primary",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","P12830","Acquisition_matched_primary",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","P12830","Acquisition_matched_primary",
"Low_vs_Control",0.245034515487637,1.27766541168856,0.300024348188918,0.709636507403171,2.30037334211987,0.414091069575714,515,FALSE,"ok","","P12931","Acquisition_matched_primary",1
"High_vs_Control",-0.331630864051845,0.717752222106565,0.274647423291278,0.418980909500423,1.22957452393995,0.227247912635126,515,FALSE,"ok","","P12931","Acquisition_matched_primary",0.941601216479178
"High_vs_Low",-0.576665379539482,0.561768531526562,0.279103553755288,0.325075344965797,0.970802270614262,0.038815815921914,515,FALSE,"ok","","P12931","Acquisition_matched_primary",0.582073280469572
"Low_vs_Control",0.39594871523653,1.48579311704887,0.253287440693423,0.904398184255504,2.44093942812044,0.117996473884454,515,FALSE,"ok","","P12955","Acquisition_matched_primary",1
"High_vs_Control",0.0633160063458902,1.06536344765344,0.247814335284331,0.65547758891301,1.73156076545381,0.798338677262943,515,FALSE,"ok","","P12955","Acquisition_matched_primary",1
